record_id,posting_date,area,kpi_type,vendor,value,quantity,budget,status,cycle_days,origin
AST-0008741,2026-06-26,Finanzas,expense,Banco Delta,7169.61,5,7436.53,on_time,1,ERP_FIN
AST-0008742,2026-06-18,Finanzas,payment,Impuestos,4193.3,1,6476.98,on_time,5,ERP_FIN
AST-0008743,2026-06-12,Finanzas,invoice,Servicios Centrales,2976.02,18,5277.54,approved,4,ERP_FIN
AST-0008744,2026-06-10,Finanzas,expense,Aseguradora Nova,2558.72,12,7436.53,on_time,9,ERP_FIN
AST-0008745,2026-06-09,Finanzas,invoice,Banco Delta,15720.88,3,5277.54,on_time,6,ERP_FIN
AST-0008746,2026-06-15,Finanzas,invoice,Impuestos,3641.26,1,5277.54,on_time,1,ERP_FIN
AST-0008747,2026-06-14,Finanzas,expense,Banco Delta,13596.09,16,7436.53,pending,10,ERP_FIN
AST-0008748,2026-06-10,Finanzas,invoice,Servicios Centrales,5408.43,7,5277.54,pending,7,ERP_FIN
AST-0008749,2026-06-22,Finanzas,invoice,Servicios Centrales,4965.05,12,5277.54,approved,9,ERP_FIN
AST-0008750,2026-06-16,Finanzas,expense,Banco Delta,10061.0,13,7436.53,late,4,ERP_FIN
AST-0008751,2026-06-19,Finanzas,payment,Banco Delta,7051.49,15,6476.98,approved,5,ERP_FIN
AST-0008752,2026-06-22,Finanzas,payment,Impuestos,9319.08,17,6476.98,on_time,1,ERP_FIN
AST-0008753,2026-06-17,Finanzas,expense,Impuestos,6132.31,16,7436.53,on_time,4,ERP_FIN
AST-0008754,2026-06-17,Finanzas,expense,Servicios Centrales,11661.62,11,7436.53,on_time,5,ERP_FIN
AST-0008755,2026-06-08,Finanzas,expense,Banco Delta,15822.5,10,7436.53,approved,8,ERP_FIN
AST-0008756,2026-06-15,Finanzas,payment,Impuestos,7375.98,5,6476.98,late,1,ERP_FIN
AST-0008757,2026-06-24,Finanzas,invoice,Servicios Centrales,6576.45,3,5277.54,approved,6,ERP_FIN
AST-0008758,2026-06-21,Finanzas,expense,Aseguradora Nova,9086.48,27,7436.53,approved,5,ERP_FIN
AST-0008759,2026-06-04,Finanzas,invoice,Aseguradora Nova,3262.23,8,5277.54,on_time,10,ERP_FIN
AST-0008760,2026-06-13,Finanzas,expense,Impuestos,8844.49,21,7436.53,on_time,3,ERP_FIN
AST-0008761,2026-06-19,Finanzas,invoice,Servicios Centrales,5202.79,7,5277.54,on_time,3,ERP_FIN
AST-0008762,2026-06-21,Finanzas,expense,Banco Delta,9860.04,4,7436.53,on_time,9,ERP_FIN
AST-0008763,2026-06-15,Finanzas,expense,Aseguradora Nova,16394.9,2,7436.53,on_time,4,ERP_FIN
AST-0008764,2026-06-17,Finanzas,invoice,Aseguradora Nova,10651.9,23,5277.54,on_time,2,ERP_FIN
AST-0008765,2026-06-28,Finanzas,payment,Impuestos,9583.42,17,6476.98,on_time,1,ERP_FIN
AST-0008766,2026-06-16,Finanzas,invoice,Banco Delta,5210.21,6,5277.54,on_time,7,ERP_FIN
AST-0008767,2026-06-07,Finanzas,expense,Servicios Centrales,11400.12,6,7436.53,on_time,4,ERP_FIN
AST-0008768,2026-06-28,Finanzas,invoice,Banco Delta,6705.23,17,5277.54,on_time,4,ERP_FIN
AST-0008769,2026-06-07,Finanzas,expense,Impuestos,7890.12,6,7436.53,on_time,8,ERP_FIN
AST-0008770,2026-06-28,Finanzas,expense,Impuestos,6087.31,20,7436.53,on_time,5,ERP_FIN
