record_id,fecha,area,metric_type,proveedor,importe,cantidad,presupuesto,estado,cycle_days,sistema
AST-0001426,2024-10-22,Operaciones,compliance,Centro Sur,1057.74,9,812.22,approved,13,WMS
AST-0001427,2024-10-27,Operaciones,cycle_time,Centro Norte,839.39,9,1044.29,approved,11,WMS
AST-0001428,2024-10-03,Operaciones,inventory,Hub Oeste,1928.48,41,2552.7,on_time,9,WMS
AST-0001429,2024-10-06,Operaciones,inventory,Hub Litoral,1822.88,40,2552.7,on_time,8,WMS
AST-0001430,2024-10-11,Operaciones,cycle_time,Hub Oeste,782.91,9,1044.29,pending,11,WMS
AST-0001431,2024-10-14,Operaciones,cycle_time,,1427.8,14,1044.29,pending,14,WMS
AST-0001432,2024-10-14,Operaciones,compliance,Centro Norte,710.86,16,812.22,on_time,9,WMS
AST-0001433,2024-10-15,Operaciones,inventory,Hub Oeste,3763.85,37,2552.7,on_time,16,WMS
AST-0001434,2024-10-03,Operaciones,cycle_time,Hub Litoral,596.85,17,1044.29,on_time,15,WMS
AST-0001435,2024-10-09,Operaciones,compliance,Centro Sur,591.18,9,812.22,on_time,12,WMS
AST-0001436,2024-10-06,Operaciones,cycle_time,Hub Oeste,841.43,12,1044.29,on_time,17,WMS
AST-0001437,2024-10-09,Operaciones,compliance,Centro Sur,1086.97,13,812.22,approved,10,WMS
AST-0001438,2024-10-11,Operaciones,cycle_time,Centro Sur,1568.23,11,1044.29,approved,8,WMS
AST-0001439,2024-10-11,Operaciones,cycle_time,Centro Norte,1578.02,8,1044.29,on_time,10,WMS
AST-0001440,2024-10-14,Operaciones,inventory,Centro Norte,1958.23,47,2552.7,approved,3,WMS
AST-0001441,2024-10-25,Operaciones,cycle_time,Hub Oeste,944.34,15,1044.29,approved,10,WMS
AST-0001442,2024-10-27,Operaciones,inventory,Centro Norte,2175.87,39,2552.7,approved,15,WMS
AST-0001443,2024-10-21,Operaciones,inventory,Hub Oeste,4692.2,38,2552.7,on_time,10,WMS
AST-0001444,2024-10-20,Operaciones,inventory,Centro Norte,3149.06,43,2552.7,on_time,13,WMS
AST-0001445,2024-10-27,Operaciones,cycle_time,Centro Sur,600.43,9,1044.29,approved,9,WMS
AST-0001446,2024-10-25,Operaciones,inventory,Hub Oeste,4330.93,38,2552.7,on_time,10,WMS
AST-0001447,2024-10-01,Operaciones,cycle_time,Centro Norte,1237.17,7,1044.29,approved,10,WMS
AST-0001448,2024-10-04,Operaciones,cycle_time,Centro Sur,739.21,11,1044.29,approved,13,WMS
AST-0001449,2024-10-03,Operaciones,inventory,Centro Sur,3847.05,48,2552.7,on_time,14,WMS
AST-0001450,2024-10-20,Operaciones,inventory,Hub Oeste,2825.54,48,2552.7,approved,10,WMS
AST-0001451,2024-10-12,Operaciones,inventory,Hub Litoral,1861.6,37,2552.7,on_time,10,WMS
