record_id,date,area,metric_type,supplier_name,net_value,units,target,status,lead_time,source_system
AST-0003896,2025-05-02,Compras,expense,Litoral Office,10796.83,14,6222.36,on_time,3,PROCURE
AST-0003897,2025-05-24,Compras,supplier,Litoral Office,4003.78,1,3914.06,late,6,PROCURE
AST-0003898,2025-05-09,Compras,order,Orion Tech,5639.63,1,3111.18,on_time,3,PROCURE
AST-0003899,2025-05-11,Compras,expense,Norte Industrial,5888.17,12,6222.36,approved,3,PROCURE
AST-0003900,2025-05-21,Compras,supplier,Litoral Office,3628.46,1,3914.06,approved,4,PROCURE
AST-0003901,2025-05-24,Compras,supplier,Orion Tech,2377.37,12,3914.06,on_time,7,PROCURE
AST-0003902,2025-05-01,Compras,expense,Orion Tech,3505.05,7,6222.36,approved,9,PROCURE
AST-0003903,2025-05-11,Compras,supplier,Atlas Supply,7004.71,13,3914.06,approved,6,PROCURE
AST-0003904,2025-05-06,Compras,expense,Atlas Supply,5875.05,3,6222.36,approved,6,PROCURE
AST-0003905,2025-05-01,Compras,supplier,Atlas Supply,7779.83,2,3914.06,on_time,4,PROCURE
AST-0003906,2025-05-01,Compras,expense,Orion Tech,9750.5,19,6222.36,late,1,PROCURE
AST-0003907,2025-05-25,Compras,supplier,Atlas Supply,2905.67,10,3914.06,on_time,6,PROCURE
AST-0003908,2025-05-19,Compras,expense,Norte Industrial,2873.18,1,6222.36,approved,3,PROCURE
AST-0003909,2025-05-26,Compras,expense,Norte Industrial,5740.23,26,6222.36,approved,7,PROCURE
AST-0003910,2025-05-26,Compras,expense,Norte Industrial,9514.66,10,6222.36,on_time,6,PROCURE
AST-0003911,2025-05-06,Compras,supplier,Norte Industrial,6271.57,2,3914.06,on_time,7,PROCURE
AST-0003912,2025-05-02,Compras,supplier,,4161.85,1,3914.06,approved,6,PROCURE
AST-0003913,2025-05-07,Compras,supplier,Pampa Logistics,3037.22,15,3914.06,approved,14,PROCURE
AST-0003914,2025-05-09,Compras,expense,Litoral Office,5445.06,1,6222.36,on_time,3,PROCURE
AST-0003915,2025-05-06,Compras,supplier,Norte Industrial,2569.79,19,3914.06,on_time,5,PROCURE
AST-0003916,2025-05-27,Compras,supplier,Orion Tech,3165.99,11,3914.06,late,9,PROCURE
AST-0003917,2025-05-13,Compras,expense,Litoral Office,15338.3,14,6222.36,approved,4,PROCURE
AST-0003918,2025-05-25,Compras,expense,Atlas Supply,5769.63,7,6222.36,late,10,PROCURE
AST-0003919,2025-05-24,Compras,supplier,Pampa Logistics,4844.7,6,3914.06,on_time,7,PROCURE
AST-0003920,2025-05-22,Compras,order,Litoral Office,4038.67,18,3111.18,on_time,8,PROCURE
AST-0003921,2025-05-18,Compras,expense,Pampa Logistics,4282.83,10,6222.36,on_time,8,PROCURE
AST-0003922,2025-05-08,Compras,expense,Atlas Supply,4995.86,16,6222.36,on_time,2,PROCURE
AST-0003923,2025-05-23,Compras,supplier,Pampa Logistics,4703.8,1,3914.06,approved,2,PROCURE
AST-0003924,2025-05-18,Compras,supplier,Litoral Office,5864.96,19,3914.06,on_time,1,PROCURE
AST-0003925,2025-05-02,Compras,order,Pampa Logistics,2908.46,8,3111.18,pending,7,PROCURE
AST-0003926,2025-05-14,Compras,expense,Litoral Office,2884.35,3,6222.36,approved,6,PROCURE
AST-0003927,2025-05-24,Compras,supplier,Atlas Supply,1383.47,6,3914.06,pending,2,PROCURE
AST-0003928,2025-05-26,Compras,order,Atlas Supply,7613.22,12,3111.18,approved,5,PROCURE
AST-0003929,2025-05-18,Compras,supplier,Norte Industrial,3018.29,4,3914.06,on_time,10,PROCURE
AST-0003930,2025-05-21,Compras,expense,Pampa Logistics,6590.56,20,6222.36,on_time,3,PROCURE
AST-0003931,2025-05-15,Compras,expense,Pampa Logistics,10424.66,5,6222.36,approved,10,PROCURE
AST-0003932,2025-05-08,Compras,supplier,Litoral Office,2903.44,1,3914.06,pending,1,PROCURE
AST-0003933,2025-05-24,Compras,order,Orion Tech,4285.01,10,3111.18,on_time,5,PROCURE
AST-0003934,2025-05-07,Compras,supplier,Atlas Supply,3034.78,4,3914.06,late,5,PROCURE
AST-0003935,2025-05-10,Compras,expense,Orion Tech,6405.39,14,6222.36,approved,6,PROCURE
AST-0003936,2025-05-16,Compras,expense,Orion Tech,10574.84,18,6222.36,on_time,9,PROCURE
AST-0003937,2025-05-19,Compras,supplier,Orion Tech,4224.83,12,3914.06,on_time,12,PROCURE
AST-0003938,2025-05-02,Compras,expense,Pampa Logistics,12182.22,13,6222.36,pending,10,PROCURE
AST-0003939,2025-05-19,Compras,order,Orion Tech,2195.44,21,3111.18,late,3,PROCURE
AST-0003940,2025-05-01,Compras,supplier,Pampa Logistics,1557.71,14,3914.06,on_time,7,PROCURE
AST-0003941,2025-05-15,Compras,supplier,Orion Tech,3665.38,2,3914.06,approved,4,PROCURE
AST-0003942,2025-05-09,Compras,expense,Pampa Logistics,4139.18,15,6222.36,on_time,12,PROCURE
AST-0003943,2025-05-05,Compras,order,Orion Tech,10120.48,9,3111.18,on_time,3,PROCURE
AST-0003944,2025-05-25,Compras,expense,Orion Tech,5442.78,9,6222.36,pending,3,PROCURE
AST-0003945,2025-05-10,Compras,supplier,Norte Industrial,3922.68,9,3914.06,approved,7,PROCURE
AST-0003946,2025-05-04,Compras,supplier,Orion Tech,3766.64,8,3914.06,pending,11,PROCURE
AST-0003947,2025-05-06,Compras,order,Orion Tech,2296.74,13,3111.18,approved,7,PROCURE
AST-0003948,2025-05-11,Compras,expense,Norte Industrial,3396.1,7,6222.36,approved,7,PROCURE
AST-0003949,2025-05-25,Compras,expense,Atlas Supply,4667.13,1,6222.36,on_time,5,PROCURE
AST-0003950,2025-05-23,Compras,expense,Pampa Logistics,7056.52,14,6222.36,on_time,6,PROCURE
AST-0003951,2025-05-04,Compras,expense,Orion Tech,8847.38,10,6222.36,late,5,PROCURE
AST-0003952,2025-05-12,Compras,supplier,Norte Industrial,8244.92,1,3914.06,approved,4,PROCURE
AST-0003953,2025-05-16,Compras,supplier,Orion Tech,6852.33,5,3914.06,on_time,8,PROCURE
AST-0003954,2025-05-14,Compras,expense,Pampa Logistics,6180.04,1,6222.36,on_time,11,PROCURE
AST-0003955,2025-05-07,Compras,expense,Atlas Supply,4834.2,4,6222.36,on_time,7,PROCURE
AST-0003956,2025-05-25,Compras,expense,Orion Tech,10208.8,10,6222.36,on_time,8,PROCURE
AST-0003957,2025-05-17,Compras,expense,Litoral Office,8386.0,1,6222.36,approved,6,PROCURE
AST-0003958,2025-05-10,Compras,supplier,Orion Tech,3479.75,16,3914.06,on_time,7,PROCURE
AST-0003959,2025-05-11,Compras,expense,Orion Tech,9695.38,15,6222.36,on_time,8,PROCURE
AST-0003960,2025-05-24,Compras,expense,Orion Tech,7416.54,17,6222.36,approved,6,PROCURE
AST-0003961,2025-05-03,Compras,supplier,Orion Tech,3113.61,10,3914.06,late,14,PROCURE
AST-0003962,2025-05-23,Compras,expense,Orion Tech,3918.33,9,6222.36,approved,6,PROCURE
AST-0003963,2025-05-17,Compras,expense,Atlas Supply,7383.88,2,6222.36,on_time,9,PROCURE
AST-0003964,2025-05-13,Compras,supplier,Atlas Supply,2103.15,6,3914.06,approved,4,PROCURE
AST-0003965,2025-05-26,Compras,expense,Norte Industrial,2636.44,1,6222.36,on_time,12,PROCURE
AST-0003966,2025-05-21,Compras,supplier,Orion Tech,7188.78,3,3914.06,approved,8,PROCURE
AST-0003967,2025-05-08,Compras,expense,Norte Industrial,10618.15,16,6222.36,approved,10,PROCURE
AST-0003968,2025-05-11,Compras,expense,Orion Tech,5278.82,1,6222.36,on_time,1,PROCURE
AST-0003969,2025-05-12,Compras,order,Orion Tech,3788.73,6,3111.18,approved,5,PROCURE
AST-0003970,2025-05-11,Compras,expense,Atlas Supply,4006.99,11,6222.36,on_time,8,PROCURE
AST-0003971,2025-05-23,Compras,supplier,Pampa Logistics,7241.32,8,3914.06,late,7,PROCURE
AST-0003972,2025-05-10,Compras,expense,Litoral Office,3661.23,7,6222.36,on_time,13,PROCURE
AST-0003973,2025-05-21,Compras,supplier,Norte Industrial,2960.76,1,3914.06,approved,7,PROCURE
AST-0003974,2025-05-19,Compras,supplier,Norte Industrial,5381.99,11,3914.06,approved,4,PROCURE
AST-0003975,2025-05-28,Compras,supplier,Norte Industrial,3798.1,1,3914.06,approved,9,PROCURE
AST-0003976,2025-05-01,Compras,order,Atlas Supply,2717.33,1,3111.18,on_time,6,PROCURE
AST-0003977,2025-05-18,Compras,expense,Orion Tech,4670.96,10,6222.36,on_time,5,PROCURE
AST-0003978,2025-05-24,Compras,expense,Norte Industrial,3397.01,7,6222.36,on_time,7,PROCURE
AST-0003979,2025-05-18,Compras,expense,Atlas Supply,3305.86,14,6222.36,on_time,10,PROCURE
AST-0003980,2025-05-18,Compras,expense,Atlas Supply,6280.49,1,6222.36,on_time,7,PROCURE
AST-0003981,2025-05-23,Compras,supplier,Orion Tech,4124.41,1,3914.06,approved,5,PROCURE
AST-0003982,2025-05-15,Compras,order,Pampa Logistics,5128.72,2,3111.18,on_time,7,PROCURE
AST-0003983,2025-05-08,Compras,supplier,Atlas Supply,4281.93,1,3914.06,on_time,1,PROCURE
AST-0003984,2025-05-05,Compras,supplier,Atlas Supply,4442.61,1,3914.06,approved,9,PROCURE
AST-0003985,2025-05-08,Compras,order,Orion Tech,3506.25,18,3111.18,on_time,7,PROCURE
AST-0003986,2025-05-03,Compras,order,Norte Industrial,4142.39,3,3111.18,approved,14,PROCURE
AST-0003987,2025-05-24,Compras,expense,Norte Industrial,4131.32,10,6222.36,on_time,3,PROCURE
AST-0003988,2025-05-05,Compras,supplier,Pampa Logistics,5939.47,1,3914.06,on_time,7,PROCURE
AST-0003989,2025-05-08,Compras,supplier,Orion Tech,2888.15,15,3914.06,on_time,11,PROCURE
AST-0003990,2025-05-15,Compras,supplier,Litoral Office,2378.06,9,3914.06,pending,6,PROCURE
