record_id,date,area,metric_type,supplier_name,net_value,units,target,status,lead_time,source_system
AST-0000476,2024-08-15,Compras,expense,Norte Industrial,6103.81,12,6650.86,pending,3,PROCURE
AST-0000477,2024-08-19,Compras,supplier,Pampa Logistics,5742.48,19,4183.61,approved,4,PROCURE
AST-0000478,2024-08-09,Compras,supplier,Norte Industrial,4410.07,10,4183.61,on_time,7,PROCURE
AST-0000479,2024-08-27,Compras,expense,Orion Tech,13068.16,10,6650.86,approved,6,PROCURE
AST-0000480,2024-08-18,Compras,expense,Atlas Supply,6363.58,1,6650.86,approved,3,PROCURE
AST-0000481,2024-08-08,Compras,expense,Litoral Office,3570.26,6,6650.86,on_time,8,PROCURE
AST-0000482,2024-08-11,Compras,supplier,Atlas Supply,4544.1,9,4183.61,pending,1,PROCURE
AST-0000483,2024-08-14,Compras,order,Atlas Supply,3482.43,1,3325.43,approved,2,PROCURE
AST-0000484,2024-08-20,Compras,order,Litoral Office,2787.13,6,3325.43,late,8,PROCURE
AST-0000485,2024-08-12,Compras,expense,Pampa Logistics,6502.81,1,6650.86,late,6,PROCURE
AST-0000486,2024-08-10,Compras,order,Litoral Office,4094.88,1,3325.43,approved,1,PROCURE
AST-0000487,2024-08-17,Compras,expense,Pampa Logistics,11087.22,21,6650.86,on_time,5,PROCURE
AST-0000488,2024-08-08,Compras,supplier,Litoral Office,6045.44,17,4183.61,approved,5,PROCURE
AST-0000489,2024-08-17,Compras,supplier,Pampa Logistics,3617.04,3,4183.61,on_time,8,PROCURE
AST-0000490,2024-08-21,Compras,supplier,Litoral Office,3096.38,6,4183.61,approved,10,PROCURE
AST-0000491,2024-08-09,Compras,supplier,Pampa Logistics,4904.34,16,4183.61,pending,9,PROCURE
AST-0000492,2024-08-28,Compras,supplier,Pampa Logistics,4552.05,8,4183.61,on_time,10,PROCURE
AST-0000493,2024-08-26,Compras,expense,Atlas Supply,5744.81,16,6650.86,on_time,7,PROCURE
AST-0000494,2024-08-02,Compras,order,Norte Industrial,2642.27,7,3325.43,on_time,5,PROCURE
AST-0000495,2024-08-18,Compras,expense,Pampa Logistics,11715.25,16,6650.86,approved,9,PROCURE
AST-0000496,2024-08-20,Compras,supplier,Atlas Supply,8542.79,5,4183.61,on_time,7,PROCURE
AST-0000497,2024-08-09,Compras,expense,Orion Tech,4442.66,8,6650.86,on_time,8,PROCURE
AST-0000498,2024-08-10,Compras,expense,Atlas Supply,10412.68,6,6650.86,late,8,PROCURE
AST-0000499,2024-08-07,Compras,order,Atlas Supply,2901.54,13,3325.43,approved,7,PROCURE
AST-0000500,2024-08-24,Compras,expense,Atlas Supply,5597.95,5,6650.86,on_time,4,PROCURE
AST-0000501,2024-08-01,Compras,order,Pampa Logistics,2391.03,5,3325.43,on_time,7,PROCURE
AST-0000502,2024-08-26,Compras,expense,Orion Tech,4924.22,10,6650.86,on_time,7,PROCURE
AST-0000503,2024-08-05,Compras,expense,Orion Tech,7079.32,17,6650.86,on_time,8,PROCURE
