record_id,posting_date,area,kpi_type,vendor,value,quantity,budget,status,cycle_days,origin
AST-0006746,2025-12-28,Operaciones,inventory,Hub Oeste,3824.83,37,2807.73,on_time,11,WMS
AST-0006747,2025-12-23,Operaciones,inventory,Hub Oeste,3478.75,40,2807.73,approved,11,WMS
AST-0006748,2025-12-12,Operaciones,cycle_time,Centro Sur,2010.89,18,1148.62,on_time,11,WMS
AST-0006749,2025-12-17,Operaciones,inventory,Centro Sur,2576.04,49,2807.73,approved,11,WMS
AST-0006750,2025-12-16,Operaciones,cycle_time,Centro Norte,927.0,3,1148.62,pending,9,WMS
AST-0006751,2025-12-15,Operaciones,compliance,Hub Oeste,1171.44,4,893.37,pending,11,WMS
AST-0006752,2025-12-22,Operaciones,inventory,Hub Oeste,3580.12,36,2807.73,on_time,14,WMS
AST-0006753,2025-12-05,Operaciones,cycle_time,Hub Oeste,991.13,3,1148.62,on_time,13,WMS
AST-0006754,2025-12-25,Operaciones,cycle_time,Hub Oeste,1030.08,5,1148.62,on_time,9,WMS
AST-0006755,2025-12-13,Operaciones,compliance,Centro Sur,945.5,3,893.37,approved,10,WMS
AST-0006756,2025-12-25,Operaciones,inventory,Hub Litoral,3468.02,30,2807.73,on_time,11,WMS
AST-0006757,2025-12-09,Operaciones,cycle_time,Centro Norte,552.81,12,1148.62,on_time,11,WMS
AST-0006758,2025-12-21,Operaciones,inventory,Centro Sur,2605.74,48,2807.73,late,11,WMS
AST-0006759,2025-12-03,Operaciones,cycle_time,Centro Norte,1384.78,19,1148.62,late,6,WMS
AST-0006760,2025-12-07,Operaciones,inventory,Centro Norte,1508.69,35,2807.73,on_time,9,WMS
AST-0006761,2025-12-04,Operaciones,inventory,Centro Norte,2273.83,48,2807.73,on_time,11,WMS
AST-0006762,2025-12-12,Operaciones,cycle_time,Centro Sur,1957.57,1,1148.62,approved,11,WMS
AST-0006763,2025-12-26,Operaciones,cycle_time,Centro Norte,1393.54,3,1148.62,on_time,11,WMS
AST-0006764,2025-12-12,Operaciones,cycle_time,Centro Norte,936.25,8,1148.62,on_time,16,WMS
AST-0006765,2025-12-02,Operaciones,inventory,Hub Oeste,2960.27,64,2807.73,on_time,13,WMS
AST-0006766,2025-12-20,Operaciones,inventory,Hub Oeste,4367.41,48,2807.73,late,14,WMS
AST-0006767,2025-12-16,Operaciones,compliance,Hub Litoral,652.54,1,893.37,on_time,16,WMS
AST-0006768,2025-12-09,Operaciones,compliance,Hub Litoral,505.41,11,893.37,late,13,WMS
AST-0006769,2025-12-19,Operaciones,cycle_time,Centro Norte,1960.21,3,1148.62,approved,9,WMS
AST-0006770,2025-12-11,Operaciones,compliance,Centro Norte,492.31,3,893.37,late,16,WMS
AST-0006771,2025-12-06,Operaciones,cycle_time,Centro Sur,1145.55,1,1148.62,on_time,8,WMS
AST-0006772,2025-12-28,Operaciones,inventory,Hub Oeste,3732.82,50,2807.73,approved,11,WMS
AST-0006773,2025-12-20,Operaciones,inventory,Centro Norte,1828.09,49,2807.73,on_time,13,WMS
AST-0006774,2025-12-12,Operaciones,inventory,Hub Litoral,1841.96,37,2807.73,approved,9,WMS
AST-0006775,2025-12-26,Operaciones,cycle_time,Centro Norte,1266.01,9,1148.62,on_time,10,WMS
AST-0006776,2025-12-04,Operaciones,inventory,Centro Norte,1163.48,47,2807.73,pending,11,WMS
AST-0006777,2025-12-24,Operaciones,inventory,Centro Sur,3026.89,49,2807.73,on_time,7,WMS
