record_id,posting_date,area,kpi_type,vendor,value,quantity,budget,status,cycle_days,origin
AST-0008931,2026-06-15,Ventas,sales,Casa Nativa,8445.7,12,15352.83,approved,4,CRM
AST-0008932,2026-06-01,Ventas,sales,Cuenta Andina,13766.17,9,15352.83,on_time,5,CRM
AST-0008933,2026-06-27,Ventas,margin_input,Cliente Boreal,9072.0,8,8635.97,late,10,CRM
AST-0008934,2026-06-24,Ventas,order,Mercado Sur,3770.51,2,3718.26,on_time,8,CRM
AST-0008935,2026-06-16,Ventas,sales,Casa Nativa,6715.3,3,15352.83,approved,2,CRM
AST-0008936,2026-06-09,Ventas,margin_input,Cliente Boreal,3141.71,19,8635.97,pending,9,CRM
AST-0008937,2026-06-13,Ventas,margin_input,Mercado Sur,4836.5,17,8635.97,late,6,CRM
AST-0008938,2026-06-02,Ventas,sales,Casa Nativa,17616.45,1,15352.83,on_time,7,CRM
AST-0008939,2026-06-14,Ventas,sales,Grupo Terra,5578.49,13,15352.83,on_time,8,CRM
AST-0008940,2026-06-11,Ventas,sales,Grupo Terra,19039.36,1,15352.83,on_time,8,CRM
AST-0008941,2026-06-27,Ventas,order,Casa Nativa,5383.45,5,3718.26,late,10,CRM
AST-0008942,2026-06-23,Ventas,margin_input,Cuenta Andina,4727.42,8,8635.97,on_time,11,CRM
AST-0008943,2026-06-15,Ventas,sales,Mercado Sur,16519.9,20,15352.83,on_time,10,CRM
AST-0008944,2026-06-13,Ventas,order,Cuenta Andina,4075.83,8,3718.26,on_time,5,CRM
AST-0008945,2026-06-18,Ventas,order,Cliente Boreal,3581.72,1,3718.26,on_time,9,CRM
AST-0008946,2026-06-14,Ventas,sales,Casa Nativa,28552.07,9,15352.83,late,7,CRM
AST-0008947,2026-06-11,Ventas,margin_input,Grupo Terra,2991.16,12,8635.97,on_time,6,CRM
AST-0008948,2026-06-15,Ventas,margin_input,Casa Nativa,4118.99,15,8635.97,on_time,10,CRM
AST-0008949,2026-06-11,Ventas,order,Cuenta Andina,3904.82,3,3718.26,on_time,3,CRM
AST-0008950,2026-06-10,Ventas,margin_input,Grupo Terra,8837.49,11,8635.97,approved,3,CRM
AST-0008951,2026-06-17,Ventas,order,Mercado Sur,4767.55,1,3718.26,on_time,4,CRM
AST-0008952,2026-06-02,Ventas,sales,Mercado Sur,4849.75,7,15352.83,approved,7,CRM
AST-0008953,2026-06-15,Ventas,order,Cliente Boreal,4102.22,17,3718.26,approved,8,CRM
AST-0008954,2026-06-10,Ventas,sales,Cuenta Andina,8947.33,4,15352.83,on_time,5,CRM
AST-0008955,2026-06-07,Ventas,sales,Mercado Sur,12995.73,5,15352.83,on_time,9,CRM
AST-0008956,2026-06-12,Ventas,margin_input,Mercado Sur,8749.66,5,8635.97,approved,10,CRM
AST-0008957,2026-06-24,Ventas,sales,Casa Nativa,12979.3,5,15352.83,approved,12,CRM
AST-0008958,2026-06-13,Ventas,margin_input,Casa Nativa,6721.56,9,8635.97,on_time,8,CRM
AST-0008959,2026-06-10,Ventas,sales,Casa Nativa,12923.96,18,15352.83,approved,8,CRM
AST-0008960,2026-06-14,Ventas,sales,Mercado Sur,9898.59,1,15352.83,on_time,8,CRM
AST-0008961,2026-06-07,Ventas,sales,Cuenta Andina,12012.46,4,15352.83,approved,6,CRM
AST-0008962,2026-06-25,Ventas,sales,Grupo Terra,7742.54,8,15352.83,approved,6,CRM
AST-0008963,2026-06-27,Ventas,order,Casa Nativa,5916.07,10,3718.26,on_time,2,CRM
AST-0008964,2026-06-16,Ventas,order,Grupo Terra,2778.36,1,3718.26,on_time,6,CRM
AST-0008965,2026-06-06,Ventas,order,Grupo Terra,2720.69,5,3718.26,approved,9,CRM
AST-0008966,2026-06-13,Ventas,margin_input,Casa Nativa,4030.67,1,8635.97,pending,3,CRM
AST-0008967,2026-06-08,Ventas,margin_input,Grupo Terra,2942.13,8,8635.97,late,5,CRM
AST-0008968,2026-06-16,Ventas,order,Mercado Sur,4234.1,13,3718.26,on_time,4,CRM
AST-0008969,2026-06-04,Ventas,margin_input,,9929.26,10,8635.97,on_time,1,CRM
AST-0008970,2026-06-22,Ventas,margin_input,Mercado Sur,2534.8,25,8635.97,on_time,3,CRM
AST-0008971,2026-06-28,Ventas,sales,Mercado Sur,7120.92,8,15352.83,late,4,CRM
AST-0008972,2026-06-17,Ventas,order,Mercado Sur,3786.31,12,3718.26,approved,9,CRM
AST-0008973,2026-06-12,Ventas,sales,Casa Nativa,21547.28,5,15352.83,late,4,CRM
AST-0008974,2026-06-07,Ventas,sales,Casa Nativa,13105.94,4,15352.83,approved,2,CRM
AST-0008975,2026-06-19,Ventas,order,Grupo Terra,4838.41,15,3718.26,approved,7,CRM
AST-0008976,2026-06-07,Ventas,sales,Grupo Terra,23474.22,16,15352.83,approved,8,CRM
