record_id,fecha,area,metric_type,proveedor,importe,cantidad,presupuesto,estado,cycle_days,sistema
AST-0005986,2025-10-06,Operaciones,inventory,Centro Norte,3138.41,51,2907.52,on_time,10,WMS
AST-0005987,2025-10-09,Operaciones,inventory,Centro Sur,3861.43,54,2907.52,approved,10,WMS
AST-0005988,2025-10-10,Operaciones,inventory,Centro Sur,3193.2,53,2907.52,on_time,12,WMS
AST-0005989,2025-10-23,Operaciones,inventory,Hub Litoral,1701.42,30,2907.52,approved,13,WMS
AST-0005990,2025-10-27,Operaciones,compliance,Centro Sur,2222.15,1,925.12,on_time,11,WMS
AST-0005991,2025-10-17,Operaciones,compliance,Hub Litoral,809.95,6,925.12,on_time,12,WMS
AST-0005992,2025-10-27,Operaciones,inventory,Hub Litoral,6720.25,32,2907.52,on_time,13,WMS
AST-0005993,2025-10-12,Operaciones,cycle_time,Hub Litoral,2136.51,12,1189.44,on_time,11,WMS
AST-0005994,2025-10-12,Operaciones,inventory,Hub Oeste,1814.16,53,2907.52,on_time,5,WMS
AST-0005995,2025-10-18,Operaciones,inventory,Centro Norte,5748.06,41,2907.52,approved,12,WMS
AST-0005996,2025-10-19,Operaciones,inventory,Hub Oeste,4432.8,45,2907.52,late,13,WMS
AST-0005997,2025-10-28,Operaciones,inventory,Hub Litoral,2782.31,43,2907.52,on_time,11,WMS
AST-0005998,2025-10-28,Operaciones,inventory,Centro Norte,4113.25,39,2907.52,approved,17,WMS
AST-0005999,2025-10-10,Operaciones,inventory,Hub Litoral,2755.96,46,2907.52,on_time,10,WMS
AST-0006000,2025-10-05,Operaciones,cycle_time,Centro Sur,1173.77,1,1189.44,pending,12,WMS
AST-0006001,2025-10-04,Operaciones,cycle_time,Hub Oeste,1666.6,8,1189.44,on_time,9,WMS
AST-0006002,2025-10-05,Operaciones,inventory,Hub Oeste,2398.76,39,2907.52,late,9,WMS
AST-0006003,2025-10-28,Operaciones,inventory,Centro Norte,5437.4,41,2907.52,approved,10,WMS
AST-0006004,2025-10-15,Operaciones,cycle_time,Hub Litoral,1158.67,3,1189.44,approved,17,WMS
AST-0006005,2025-10-08,Operaciones,cycle_time,Centro Sur,1180.54,4,1189.44,approved,9,WMS
AST-0006006,2025-10-24,Operaciones,inventory,Hub Oeste,3758.91,53,2907.52,late,6,WMS
AST-0006007,2025-10-24,Operaciones,cycle_time,Centro Sur,762.63,12,1189.44,approved,13,WMS
AST-0006008,2025-10-12,Operaciones,compliance,Hub Litoral,884.29,1,925.12,approved,12,WMS
AST-0006009,2025-10-19,Operaciones,inventory,Hub Oeste,4374.63,44,2907.52,late,9,WMS
AST-0006010,2025-10-04,Operaciones,inventory,Hub Oeste,6990.73,47,2907.52,late,12,WMS
AST-0006011,2025-10-18,Operaciones,compliance,Hub Oeste,606.47,23,925.12,on_time,12,WMS
AST-0006012,2025-10-03,Operaciones,inventory,Centro Norte,4380.04,44,2907.52,on_time,10,WMS
AST-0006013,2025-10-04,Operaciones,compliance,Hub Litoral,851.82,1,925.12,on_time,11,WMS
AST-0006014,2025-10-17,Operaciones,inventory,Centro Sur,-6158.38,47,2907.52,late,10,WMS
AST-0006015,2025-10-07,Operaciones,compliance,Centro Sur,1283.96,1,925.12,on_time,14,WMS
AST-0006016,2025-10-26,Operaciones,compliance,Hub Oeste,2075.22,2,925.12,on_time,12,WMS
AST-0006017,2025-10-09,Operaciones,inventory,Centro Sur,1801.74,36,2907.52,late,12,WMS
AST-0006018,2025-10-19,Operaciones,inventory,Hub Oeste,2401.02,41,2907.52,on_time,13,WMS
AST-0006019,2025-10-02,Operaciones,inventory,Centro Norte,3084.7,47,2907.52,approved,19,WMS
AST-0006020,2025-10-22,Operaciones,inventory,Centro Norte,2638.32,48,2907.52,approved,17,WMS
AST-0006021,2025-10-24,Operaciones,compliance,Hub Litoral,767.71,1,925.12,on_time,16,WMS
AST-0006022,2025-10-19,Operaciones,compliance,Centro Sur,921.22,6,925.12,on_time,13,WMS
AST-0006023,2025-10-20,Operaciones,inventory,Hub Oeste,4679.91,44,2907.52,on_time,17,WMS
AST-0006024,2025-10-21,Operaciones,compliance,Hub Oeste,1002.23,7,925.12,on_time,16,WMS
AST-0006025,2025-10-28,Operaciones,inventory,Hub Oeste,3485.18,51,2907.52,approved,13,WMS
AST-0006026,2025-10-21,Operaciones,compliance,Centro Norte,510.01,11,925.12,on_time,14,WMS
AST-0006027,2025-10-22,Operaciones,inventory,Centro Sur,3830.37,46,2907.52,on_time,7,WMS
AST-0006028,2025-10-02,Operaciones,compliance,Hub Oeste,1379.83,5,925.12,late,13,WMS
AST-0006029,2025-10-14,Operaciones,inventory,Centro Norte,3075.09,38,2907.52,pending,7,WMS
AST-0006030,2025-10-22,Operaciones,compliance,Hub Oeste,955.4,14,925.12,approved,15,WMS
AST-0006031,2025-10-26,Operaciones,inventory,Hub Litoral,2257.04,44,2907.52,approved,15,WMS
AST-0006032,2025-10-18,Operaciones,inventory,Hub Oeste,3429.12,43,2907.52,on_time,13,WMS
AST-0006033,2025-10-07,Operaciones,inventory,Centro Norte,2811.72,55,2907.52,approved,13,WMS
AST-0006034,2025-10-21,Operaciones,inventory,Centro Sur,4432.04,48,2907.52,on_time,12,WMS
AST-0006035,2025-10-12,Operaciones,compliance,Centro Sur,875.13,6,925.12,on_time,12,WMS
AST-0006036,2025-10-07,Operaciones,compliance,Centro Sur,547.33,10,925.12,on_time,13,WMS
AST-0006037,2025-10-16,Operaciones,inventory,Hub Oeste,3182.54,41,2907.52,on_time,7,WMS
AST-0006038,2025-10-17,Operaciones,inventory,Hub Litoral,2280.96,49,2907.52,approved,9,WMS
AST-0006039,2025-10-06,Operaciones,compliance,Hub Litoral,612.68,9,925.12,on_time,19,WMS
AST-0006040,2025-10-27,Operaciones,cycle_time,Centro Sur,753.92,8,1189.44,on_time,10,WMS
AST-0006041,2025-10-18,Operaciones,compliance,Centro Norte,305.4,1,925.12,approved,12,WMS
AST-0006042,2025-10-16,Operaciones,cycle_time,Centro Sur,1067.68,4,1189.44,on_time,15,WMS
AST-0006043,2025-10-28,Operaciones,compliance,Centro Norte,1928.26,7,925.12,on_time,9,WMS
AST-0006044,2025-10-09,Operaciones,cycle_time,Hub Oeste,1188.23,3,1189.44,on_time,7,WMS
AST-0006045,2025-10-20,Operaciones,compliance,Hub Litoral,2340.34,12,925.12,late,13,WMS
AST-0006046,2025-10-15,Operaciones,inventory,Hub Litoral,4439.76,36,2907.52,on_time,12,WMS
AST-0006047,2025-10-07,Operaciones,inventory,Centro Sur,2825.5,51,2907.52,on_time,10,WMS
AST-0006048,2025-10-15,Operaciones,inventory,Centro Sur,4550.52,35,2907.52,approved,12,WMS
AST-0006049,2025-10-18,Operaciones,inventory,Hub Oeste,3144.56,43,2907.52,pending,10,WMS
AST-0006050,2025-10-05,Operaciones,inventory,Centro Sur,2094.08,48,2907.52,on_time,9,WMS
AST-0006051,2025-10-05,Operaciones,cycle_time,Centro Sur,1118.98,9,1189.44,on_time,15,WMS
AST-0006052,2025-10-02,Operaciones,cycle_time,Hub Oeste,1184.47,8,1189.44,late,9,WMS
AST-0006053,2025-10-04,Operaciones,inventory,Hub Litoral,5079.49,41,2907.52,on_time,9,WMS
AST-0006054,2025-10-03,Operaciones,inventory,Hub Oeste,3757.52,36,2907.52,approved,13,WMS
AST-0006055,2025-10-28,Operaciones,inventory,Centro Sur,2513.6,38,2907.52,approved,14,WMS
AST-0006056,2025-10-18,Operaciones,inventory,Hub Oeste,3581.15,52,2907.52,on_time,4,WMS
AST-0006057,2025-10-24,Operaciones,inventory,Hub Litoral,3295.62,34,2907.52,approved,5,WMS
AST-0006058,2025-10-08,Operaciones,inventory,Centro Sur,1456.05,42,2907.52,on_time,11,WMS
AST-0006059,2025-10-25,Operaciones,cycle_time,Hub Oeste,971.65,13,1189.44,on_time,14,WMS
AST-0006060,2025-10-07,Operaciones,inventory,Hub Litoral,2419.68,43,2907.52,approved,10,WMS
AST-0006061,2025-10-16,Operaciones,cycle_time,Hub Oeste,1290.0,2,1189.44,pending,10,WMS
AST-0006062,2025-10-26,Operaciones,cycle_time,Centro Norte,632.58,7,1189.44,on_time,14,WMS
AST-0006063,2025-10-15,Operaciones,inventory,Hub Litoral,2367.05,22,2907.52,approved,10,WMS
AST-0006064,2025-10-07,Operaciones,inventory,Hub Litoral,3345.19,43,2907.52,approved,15,WMS
AST-0006065,2025-10-04,Operaciones,inventory,Centro Norte,2691.36,48,2907.52,on_time,13,WMS
AST-0006066,2025-10-01,Operaciones,cycle_time,Hub Oeste,1045.0,3,1189.44,on_time,12,WMS
AST-0006067,2025-10-24,Operaciones,inventory,Hub Oeste,6689.91,44,2907.52,approved,18,WMS
