record_id;date;area;metric_type;supplier_name;net_value;units;target;status;lead_time;source_system
AST-0006176;2025-11-23;Compras;expense;Norte Industrial;6609.86;2;8158.43;on_time;12;PROCURE
AST-0006177;2025-11-05;Compras;supplier;Atlas Supply;2875.62;13;5131.92;on_time;7;PROCURE
AST-0006178;2025-11-06;Compras;supplier;Atlas Supply;4639.1;13;5131.92;approved;4;PROCURE
AST-0006179;2025-11-27;Compras;supplier;Litoral Office;3571.71;15;5131.92;on_time;12;PROCURE
AST-0006180;2025-11-15;Compras;order;Orion Tech;3687.19;11;4079.22;late;4;PROCURE
AST-0006181;2025-11-02;Compras;expense;Norte Industrial;9074.46;7;8158.43;on_time;5;PROCURE
AST-0006182;2025-11-23;Compras;expense;Litoral Office;5614.07;6;8158.43;approved;4;PROCURE
AST-0006183;2025-11-16;Compras;expense;Norte Industrial;11437.09;1;8158.43;on_time;13;PROCURE
AST-0006184;2025-11-06;Compras;order;Orion Tech;2309.39;5;4079.22;on_time;4;PROCURE
AST-0006185;2025-11-10;Compras;order;Pampa Logistics;2831.31;6;4079.22;on_time;2;PROCURE
AST-0006186;2025-11-04;Compras;expense;Norte Industrial;11580.79;7;8158.43;late;5;PROCURE
AST-0006187;2025-11-15;Compras;supplier;Orion Tech;9339.42;7;5131.92;approved;8;PROCURE
AST-0006188;2025-11-19;Compras;expense;Litoral Office;5749.79;17;8158.43;on_time;6;PROCURE
AST-0006189;2025-11-18;Compras;supplier;Litoral Office;11345.92;7;5131.92;approved;5;PROCURE
AST-0006190;2025-11-13;Compras;order;Atlas Supply;1915.5;22;4079.22;late;3;PROCURE
AST-0006191;2025-11-23;Compras;supplier;Litoral Office;6059.24;3;5131.92;on_time;4;PROCURE
AST-0006192;2025-11-22;Compras;expense;Litoral Office;8558.68;1;8158.43;approved;4;PROCURE
AST-0006193;2025-11-19;Compras;expense;Pampa Logistics;10462.67;1;8158.43;on_time;6;PROCURE
AST-0006194;2025-11-28;Compras;expense;Pampa Logistics;4414.75;5;8158.43;approved;5;PROCURE
AST-0006195;2025-11-18;Compras;supplier;Orion Tech;6469.57;20;5131.92;pending;6;PROCURE
AST-0006196;2025-11-11;Compras;supplier;Norte Industrial;6157.49;1;5131.92;approved;8;PROCURE
AST-0006197;2025-11-15;Compras;order;Norte Industrial;3953.04;14;4079.22;late;11;PROCURE
AST-0006198;2025-11-19;Compras;expense;Orion Tech;7772.19;19;8158.43;on_time;1;PROCURE
AST-0006199;2025-11-17;Compras;order;Atlas Supply;4226.59;10;4079.22;approved;1;PROCURE
AST-0006200;2025-11-19;Compras;supplier;Atlas Supply;10692.2;10;5131.92;late;7;PROCURE
AST-0006201;2025-11-16;Compras;expense;Atlas Supply;3015.01;10;8158.43;on_time;6;PROCURE
AST-0006202;2025-11-09;Compras;order;Atlas Supply;11226.31;1;4079.22;on_time;10;PROCURE
AST-0006203;2025-11-09;Compras;expense;Pampa Logistics;12454.29;11;8158.43;on_time;6;PROCURE
AST-0006204;2025-11-27;Compras;expense;Pampa Logistics;10068.14;13;8158.43;approved;5;PROCURE
AST-0006205;2025-11-16;Compras;expense;Atlas Supply;11239.93;19;8158.43;approved;4;PROCURE
AST-0006206;2025-11-04;Compras;expense;Pampa Logistics;9550.93;1;8158.43;approved;10;PROCURE
AST-0006207;2025-11-26;Compras;expense;Norte Industrial;10896.49;24;8158.43;on_time;5;PROCURE
AST-0006208;2025-11-22;Compras;supplier;Orion Tech;7616.68;4;5131.92;approved;11;PROCURE
AST-0006209;2025-11-08;Compras;supplier;Litoral Office;5232.66;24;5131.92;on_time;6;PROCURE
AST-0006210;2025-11-20;Compras;expense;Litoral Office;6625.76;14;8158.43;late;4;PROCURE
AST-0006211;2025-11-17;Compras;order;Norte Industrial;3394.63;6;4079.22;on_time;5;PROCURE
AST-0006212;2025-11-05;Compras;expense;Orion Tech;8258.34;1;8158.43;approved;12;PROCURE
AST-0006213;2025-11-21;Compras;expense;Norte Industrial;4949.09;10;8158.43;on_time;14;PROCURE
AST-0006214;2025-11-11;Compras;expense;Pampa Logistics;3259.73;1;8158.43;on_time;9;PROCURE
AST-0006215;2025-11-24;Compras;supplier;Atlas Supply;8528.94;8;5131.92;on_time;3;PROCURE
AST-0006216;2025-11-28;Compras;expense;Atlas Supply;9401.99;1;8158.43;on_time;6;PROCURE
AST-0006217;2025-11-27;Compras;expense;Orion Tech;3893.09;12;8158.43;on_time;1;PROCURE
AST-0006218;2025-11-28;Compras;expense;Norte Industrial;7817.61;11;8158.43;approved;9;PROCURE
AST-0006219;2025-11-03;Compras;supplier;Pampa Logistics;4916.29;11;5131.92;approved;9;PROCURE
AST-0006220;2025-11-15;Compras;expense;Atlas Supply;7863.53;5;8158.43;late;2;PROCURE
AST-0006221;2025-11-12;Compras;supplier;Atlas Supply;4443.38;2;5131.92;pending;5;PROCURE
AST-0006222;2025-11-28;Compras;expense;Norte Industrial;6919.12;11;8158.43;on_time;6;PROCURE
AST-0006223;2025-11-10;Compras;expense;Orion Tech;22925.75;16;8158.43;on_time;1;PROCURE
AST-0006224;2025-11-03;Compras;order;Norte Industrial;3948.27;5;4079.22;on_time;6;PROCURE
AST-0006225;2025-11-11;Compras;expense;Litoral Office;5259.14;13;8158.43;pending;7;PROCURE
AST-0006226;2025-11-10;Compras;expense;Orion Tech;5884.38;11;8158.43;approved;4;PROCURE
AST-0006227;2025-11-07;Compras;expense;Pampa Logistics;5064.71;3;8158.43;on_time;13;PROCURE
AST-0006228;2025-11-03;Compras;expense;Atlas Supply;5713.5;1;8158.43;on_time;2;PROCURE
AST-0006229;2025-11-05;Compras;supplier;Orion Tech;7397.08;2;5131.92;late;6;PROCURE
AST-0006230;2025-11-25;Compras;expense;Norte Industrial;6916.97;9;8158.43;on_time;7;PROCURE
AST-0006231;2025-11-13;Compras;supplier;Atlas Supply;4912.3;18;5131.92;on_time;11;PROCURE
AST-0006232;2025-11-23;Compras;supplier;Litoral Office;10324.88;1;5131.92;on_time;7;PROCURE
AST-0006233;2025-11-09;Compras;order;Orion Tech;5270.59;8;4079.22;on_time;7;PROCURE
