record_id,posting_date,area,kpi_type,vendor,value,quantity,budget,status,cycle_days,origin
AST-0008836,2026-06-12,Compras,supplier,Pampa Logistics,4182.2,8,4677.82,on_time,4,PROCURE
AST-0008837,2026-06-14,Compras,order,Pampa Logistics,2565.63,6,3718.26,approved,6,PROCURE
AST-0008838,2026-06-13,Compras,expense,Pampa Logistics,5650.36,18,7436.53,on_time,6,PROCURE
AST-0008839,2026-06-06,Compras,expense,Orion Tech,9046.11,4,7436.53,on_time,5,PROCURE
AST-0008840,2026-06-21,Compras,expense,Norte Industrial,8257.32,14,7436.53,pending,2,PROCURE
AST-0008841,2026-06-15,Compras,expense,Pampa Logistics,5494.65,12,7436.53,on_time,6,PROCURE
AST-0008842,2026-06-26,Compras,expense,Orion Tech,3884.56,17,7436.53,on_time,10,PROCURE
AST-0008843,2026-06-17,Compras,expense,Norte Industrial,13066.61,16,7436.53,on_time,8,PROCURE
AST-0008844,2026-06-04,Compras,order,Litoral Office,4691.31,13,3718.26,on_time,2,PROCURE
AST-0008845,2026-06-05,Compras,order,Orion Tech,4219.26,12,3718.26,on_time,4,PROCURE
AST-0008846,2026-06-03,Compras,expense,Orion Tech,6359.18,2,7436.53,pending,1,PROCURE
AST-0008847,2026-06-03,Compras,supplier,Orion Tech,4587.72,11,4677.82,on_time,9,PROCURE
AST-0008848,2026-06-07,Compras,expense,Pampa Logistics,10245.09,1,7436.53,on_time,2,PROCURE
AST-0008849,2026-06-02,Compras,supplier,Norte Industrial,3806.03,11,4677.82,late,8,PROCURE
AST-0008850,2026-06-08,Compras,expense,Litoral Office,8484.56,13,7436.53,pending,10,PROCURE
AST-0008851,2026-06-07,Compras,order,Pampa Logistics,2823.5,10,3718.26,approved,12,PROCURE
AST-0008852,2026-06-10,Compras,expense,Atlas Supply,3213.13,15,7436.53,on_time,13,PROCURE
AST-0008853,2026-06-19,Compras,order,Atlas Supply,3753.08,11,3718.26,on_time,6,PROCURE
AST-0008854,2026-06-15,Compras,expense,Orion Tech,4572.25,1,7436.53,approved,12,PROCURE
AST-0008855,2026-06-04,Compras,supplier,Pampa Logistics,3831.13,1,4677.82,on_time,4,PROCURE
AST-0008856,2026-06-25,Compras,order,Norte Industrial,4808.47,18,3718.26,late,5,PROCURE
AST-0008857,2026-06-18,Compras,expense,Litoral Office,15293.28,11,7436.53,on_time,2,PROCURE
AST-0008858,2026-06-03,Compras,order,Litoral Office,4395.0,1,3718.26,on_time,6,PROCURE
AST-0008859,2026-06-14,Compras,expense,Norte Industrial,13156.6,8,7436.53,approved,11,PROCURE
AST-0008860,2026-06-11,Compras,order,Atlas Supply,3055.35,1,3718.26,on_time,2,PROCURE
AST-0008861,2026-06-19,Compras,expense,Pampa Logistics,9857.36,9,7436.53,on_time,9,PROCURE
AST-0008862,2026-06-28,Compras,expense,Litoral Office,20475.02,1,7436.53,on_time,9,PROCURE
AST-0008863,2026-06-15,Compras,expense,Litoral Office,6496.34,11,7436.53,approved,6,PROCURE
AST-0008864,2026-06-06,Compras,order,Pampa Logistics,5846.47,17,3718.26,on_time,11,PROCURE
AST-0008865,2026-06-24,Compras,expense,Orion Tech,4872.01,11,7436.53,on_time,4,PROCURE
AST-0008866,2026-06-20,Compras,expense,Litoral Office,8679.76,11,7436.53,on_time,3,PROCURE
AST-0008867,2026-06-03,Compras,supplier,Pampa Logistics,4658.89,10,4677.82,approved,1,PROCURE
AST-0008868,2026-06-09,Compras,order,Litoral Office,10490.63,8,3718.26,approved,11,PROCURE
AST-0008869,2026-06-15,Compras,supplier,Pampa Logistics,2290.2,9,4677.82,approved,9,PROCURE
AST-0008870,2026-06-26,Compras,expense,Orion Tech,5380.61,1,7436.53,approved,2,PROCURE
AST-0008871,2026-06-24,Compras,expense,Atlas Supply,24205.49,1,7436.53,late,12,PROCURE
AST-0008872,2026-06-23,Compras,order,Atlas Supply,3912.09,7,3718.26,on_time,9,PROCURE
AST-0008873,2026-06-24,Compras,supplier,Litoral Office,2946.96,1,4677.82,on_time,7,PROCURE
AST-0008874,2026-06-07,Compras,expense,Orion Tech,5481.26,8,7436.53,approved,9,PROCURE
AST-0008875,2026-06-22,Compras,expense,Atlas Supply,7813.99,2,7436.53,approved,5,PROCURE
AST-0008876,2026-06-06,Compras,supplier,Norte Industrial,3212.52,11,4677.82,on_time,6,PROCURE
AST-0008877,2026-06-20,Compras,order,Orion Tech,2005.57,1,3718.26,on_time,9,PROCURE
AST-0008878,2026-06-10,Compras,order,Norte Industrial,3415.87,14,3718.26,on_time,7,PROCURE
AST-0008879,2026-06-14,Compras,supplier,Orion Tech,3369.95,1,4677.82,pending,10,PROCURE
AST-0008880,2026-06-20,Compras,expense,Litoral Office,10677.45,3,7436.53,on_time,9,PROCURE
AST-0008881,2026-06-28,Compras,order,Atlas Supply,3816.62,1,3718.26,approved,11,PROCURE
AST-0008882,2026-06-22,Compras,supplier,Atlas Supply,5576.71,14,4677.82,on_time,7,PROCURE
AST-0008883,2026-06-07,Compras,supplier,Norte Industrial,7960.15,11,4677.82,on_time,4,PROCURE
AST-0008884,2026-06-17,Compras,expense,Atlas Supply,6285.06,9,7436.53,on_time,4,PROCURE
AST-0008885,2026-06-27,Compras,expense,Atlas Supply,8098.29,4,7436.53,pending,1,PROCURE
AST-0008886,2026-06-08,Compras,order,Litoral Office,3474.68,3,3718.26,approved,6,PROCURE
AST-0008887,2026-06-09,Compras,expense,Norte Industrial,8341.74,3,7436.53,pending,5,PROCURE
AST-0008888,2026-06-11,Compras,order,Litoral Office,4172.47,1,3718.26,on_time,7,PROCURE
AST-0008889,2026-06-13,Compras,expense,Pampa Logistics,3592.7,11,7436.53,on_time,8,PROCURE
AST-0008890,2026-06-19,Compras,order,Litoral Office,5699.31,3,3718.26,on_time,11,PROCURE
AST-0008891,2027-02-15,Compras,order,Atlas Supply,3897.97,6,3718.26,late,6,PROCURE
AST-0008892,2026-06-17,Compras,order,Pampa Logistics,2163.21,3,3718.26,approved,5,PROCURE
AST-0008893,2026-06-02,Compras,order,Pampa Logistics,3934.15,4,3718.26,on_time,6,PROCURE
AST-0008894,2026-06-22,Compras,expense,Norte Industrial,17688.21,1,7436.53,on_time,8,PROCURE
AST-0008895,2026-06-26,Compras,expense,Atlas Supply,11202.25,7,7436.53,approved,6,PROCURE
AST-0008896,2026-06-11,Compras,supplier,Orion Tech,7800.67,1,4677.82,approved,1,PROCURE
AST-0008897,2026-06-10,Compras,supplier,Atlas Supply,3259.78,10,4677.82,pending,11,PROCURE
AST-0008898,2026-06-01,Compras,order,Litoral Office,5375.27,7,3718.26,on_time,5,PROCURE
AST-0008899,2026-06-07,Compras,order,Norte Industrial,1628.94,7,3718.26,approved,5,PROCURE
AST-0008900,2026-06-23,Compras,supplier,Orion Tech,3687.9,6,4677.82,pending,3,PROCURE
AST-0008901,2026-06-07,Compras,supplier,Atlas Supply,11599.2,5,4677.82,approved,6,PROCURE
AST-0008902,2026-06-03,Compras,expense,Orion Tech,10225.4,2,7436.53,approved,10,PROCURE
AST-0008903,2026-06-25,Compras,expense,Atlas Supply,6399.11,13,7436.53,on_time,1,PROCURE
AST-0008904,2026-06-08,Compras,order,Pampa Logistics,2179.28,20,3718.26,approved,2,PROCURE
AST-0008905,2026-06-28,Compras,expense,Pampa Logistics,7000.97,1,7436.53,on_time,7,PROCURE
AST-0008906,2026-06-23,Compras,expense,Norte Industrial,9545.35,14,7436.53,approved,11,PROCURE
AST-0008907,2026-06-02,Compras,expense,Atlas Supply,12056.99,8,7436.53,on_time,3,PROCURE
