record_id;date;area;metric_type;supplier_name;net_value;units;target;status;lead_time;source_system
AST-0006081;2025-11-08;Finanzas;expense;Aseguradora Nova;13623.61;9;8158.43;pending;9;ERP_FIN
AST-0006082;2025-11-11;Finanzas;expense;Banco Delta;4761.35;1;8158.43;on_time;1;ERP_FIN
AST-0006083;2025-11-14;Finanzas;invoice;Banco Delta;12077.6;4;5789.86;on_time;6;ERP_FIN
AST-0006084;2025-11-28;Finanzas;invoice;Impuestos;7867.32;12;5789.86;on_time;7;ERP_FIN
AST-0006085;2025-11-11;Finanzas;payment;Impuestos;4847.02;14;7105.73;on_time;3;ERP_FIN
AST-0006086;2025-11-02;Finanzas;expense;Servicios Centrales;6774.67;5;8158.43;on_time;8;ERP_FIN
AST-0006087;2025-11-20;Finanzas;invoice;Banco Delta;7515.13;9;5789.86;pending;4;ERP_FIN
AST-0006088;2025-11-01;Finanzas;expense;Impuestos;4357.42;1;8158.43;late;7;ERP_FIN
AST-0006089;2025-11-12;Finanzas;payment;Banco Delta;7844.75;1;7105.73;on_time;4;ERP_FIN
AST-0006090;2025-11-28;Finanzas;payment;Impuestos;4644.31;3;7105.73;on_time;10;ERP_FIN
AST-0006091;2025-11-08;Finanzas;expense;Servicios Centrales;7660.09;11;8158.43;on_time;3;ERP_FIN
AST-0006092;2025-11-14;Finanzas;expense;Impuestos;13839.27;12;8158.43;pending;5;ERP_FIN
AST-0006093;2025-11-13;Finanzas;expense;Servicios Centrales;10516.72;12;8158.43;approved;8;ERP_FIN
AST-0006094;2025-11-08;Finanzas;expense;Impuestos;10761.16;1;8158.43;approved;7;ERP_FIN
AST-0006095;2025-11-16;Finanzas;invoice;Aseguradora Nova;9797.85;1;5789.86;on_time;6;ERP_FIN
AST-0006096;2025-11-13;Finanzas;payment;Aseguradora Nova;7421.68;2;7105.73;pending;11;ERP_FIN
AST-0006097;2025-11-13;Finanzas;invoice;Servicios Centrales;8353.71;1;5789.86;late;5;ERP_FIN
AST-0006098;2025-11-26;Finanzas;invoice;Banco Delta;5028.86;5;5789.86;on_time;11;ERP_FIN
AST-0006099;2025-11-01;Finanzas;expense;Impuestos;4881.37;1;8158.43;on_time;7;ERP_FIN
AST-0006100;2025-11-01;Finanzas;invoice;Impuestos;6587.3;17;5789.86;late;8;ERP_FIN
AST-0006101;2025-11-07;Finanzas;invoice;Servicios Centrales;5652.83;7;5789.86;on_time;6;ERP_FIN
AST-0006102;2025-11-11;Finanzas;expense;Banco Delta;17510.81;5;8158.43;late;9;ERP_FIN
AST-0006103;2025-11-14;Finanzas;expense;Banco Delta;10714.11;11;8158.43;approved;10;ERP_FIN
AST-0006104;2025-11-14;Finanzas;invoice;Impuestos;6382.14;7;5789.86;approved;6;ERP_FIN
