record_id,date,area,metric_type,supplier_name,net_value,units,target,status,lead_time,source_system
AST-0008361,2026-05-12,Finanzas,invoice,Aseguradora Nova,3708.43,1,4983.62,approved,6,ERP_FIN
AST-0008362,2026-05-20,Finanzas,expense,Banco Delta,13259.91,9,7022.38,on_time,3,ERP_FIN
AST-0008363,2026-05-02,Finanzas,invoice,Aseguradora Nova,7147.94,3,4983.62,pending,5,ERP_FIN
AST-0008364,2026-05-12,Finanzas,invoice,Impuestos,4430.91,2,4983.62,approved,5,ERP_FIN
AST-0008365,2026-05-23,Finanzas,expense,Aseguradora Nova,14327.81,3,7022.38,approved,10,ERP_FIN
AST-0008366,2026-05-16,Finanzas,payment,Banco Delta,6394.81,1,6116.26,on_time,10,ERP_FIN
AST-0008367,2026-05-03,Finanzas,invoice,Servicios Centrales,1829.91,1,4983.62,on_time,6,ERP_FIN
AST-0008368,2026-05-23,Finanzas,expense,Banco Delta,8151.48,13,7022.38,approved,8,ERP_FIN
AST-0008369,2026-05-08,Finanzas,invoice,Servicios Centrales,3584.54,12,4983.62,on_time,4,ERP_FIN
AST-0008370,2026-05-27,Finanzas,invoice,Banco Delta,2980.49,17,4983.62,approved,1,ERP_FIN
AST-0008371,2026-05-10,Finanzas,invoice,Servicios Centrales,12275.47,2,4983.62,on_time,5,ERP_FIN
AST-0008372,2026-05-13,Finanzas,expense,Aseguradora Nova,4729.66,5,7022.38,on_time,10,ERP_FIN
AST-0008373,2026-05-03,Finanzas,expense,Banco Delta,11917.98,13,7022.38,pending,8,ERP_FIN
AST-0008374,2026-05-21,Finanzas,invoice,Impuestos,2471.54,7,4983.62,pending,3,ERP_FIN
AST-0008375,2026-05-05,Finanzas,expense,Banco Delta,12085.87,5,7022.38,late,6,ERP_FIN
AST-0008376,2026-05-07,Finanzas,invoice,Banco Delta,9079.99,14,4983.62,on_time,8,ERP_FIN
AST-0008377,2026-05-04,Finanzas,invoice,Aseguradora Nova,4625.97,1,4983.62,on_time,5,ERP_FIN
AST-0008378,2026-05-20,Finanzas,invoice,Aseguradora Nova,2381.56,7,4983.62,on_time,3,ERP_FIN
AST-0008379,2026-05-20,Finanzas,payment,Impuestos,3131.59,8,6116.26,approved,10,ERP_FIN
