record_id,posting_date,area,kpi_type,vendor,value,quantity,budget,status,cycle_days,origin
AST-0005416,2025-09-07,Compras,expense,Pampa Logistics,6715.4,17,7994.17,approved,10,PROCURE
AST-0005417,2025-09-03,Compras,supplier,Orion Tech,4739.88,12,5028.59,on_time,11,PROCURE
AST-0005418,2025-09-20,Compras,expense,Norte Industrial,8643.44,19,7994.17,pending,11,PROCURE
AST-0005419,2025-09-18,Compras,expense,Pampa Logistics,9111.25,2,7994.17,on_time,1,PROCURE
AST-0005420,2025-09-13,Compras,order,Orion Tech,5988.66,16,3997.08,approved,9,PROCURE
AST-0005421,2025-09-01,Compras,expense,Orion Tech,14863.63,1,7994.17,on_time,8,PROCURE
AST-0005422,2025-09-22,Compras,supplier,Atlas Supply,6586.18,15,5028.59,on_time,13,PROCURE
AST-0005423,2025-09-04,Compras,supplier,Pampa Logistics,11883.06,23,5028.59,approved,4,PROCURE
AST-0005424,2025-09-16,Compras,order,Litoral Office,3615.63,1,3997.08,on_time,5,PROCURE
AST-0005425,2025-09-15,Compras,expense,Litoral Office,7785.11,11,7994.17,approved,5,PROCURE
AST-0005426,2025-09-17,Compras,order,Norte Industrial,7973.81,11,3997.08,approved,9,PROCURE
AST-0005427,2025-09-01,Compras,supplier,Norte Industrial,4981.44,4,5028.59,on_time,8,PROCURE
AST-0005428,2025-09-11,Compras,order,Pampa Logistics,6640.69,1,3997.08,on_time,17,PROCURE
AST-0005429,2025-09-08,Compras,supplier,Orion Tech,3521.04,21,5028.59,approved,7,PROCURE
AST-0005430,2025-09-17,Compras,expense,Orion Tech,18182.38,4,7994.17,on_time,7,PROCURE
AST-0005431,2025-09-26,Compras,expense,Orion Tech,4755.93,10,7994.17,on_time,7,PROCURE
AST-0005432,2025-09-02,Compras,order,Pampa Logistics,6019.3,7,3997.08,pending,15,PROCURE
AST-0005433,2025-09-05,Compras,order,Litoral Office,1706.71,11,3997.08,on_time,10,PROCURE
AST-0005434,2025-09-02,Compras,supplier,Atlas Supply,7949.28,1,5028.59,approved,5,PROCURE
AST-0005435,2025-09-15,Compras,supplier,Norte Industrial,2740.55,7,5028.59,approved,8,PROCURE
AST-0005436,2025-09-13,Compras,order,Atlas Supply,5560.54,29,3997.08,approved,3,PROCURE
AST-0005437,2025-09-17,Compras,order,Norte Industrial,3053.21,8,3997.08,approved,8,PROCURE
AST-0005438,2025-09-08,Compras,order,Norte Industrial,2100.99,7,3997.08,approved,1,PROCURE
AST-0005439,2025-09-26,Compras,order,Orion Tech,4209.01,11,3997.08,pending,12,PROCURE
AST-0005440,2025-09-05,Compras,expense,Litoral Office,11496.35,18,7994.17,on_time,6,PROCURE
AST-0005441,2025-09-01,Compras,expense,Litoral Office,6881.01,1,7994.17,on_time,8,PROCURE
AST-0005442,2025-09-12,Compras,order,Pampa Logistics,2454.89,12,3997.08,on_time,8,PROCURE
AST-0005443,2025-09-14,Compras,order,Pampa Logistics,5917.94,1,3997.08,pending,8,PROCURE
AST-0005444,2025-09-21,Compras,expense,Pampa Logistics,14110.06,10,7994.17,late,5,PROCURE
AST-0005445,2025-09-10,Compras,supplier,Orion Tech,5571.24,1,5028.59,on_time,11,PROCURE
AST-0005446,2025-09-04,Compras,supplier,Atlas Supply,9208.96,16,5028.59,on_time,6,PROCURE
AST-0005447,2025-09-04,Compras,expense,Norte Industrial,8740.71,1,7994.17,approved,1,PROCURE
AST-0005448,2025-09-06,Compras,expense,Atlas Supply,10448.9,9,7994.17,pending,2,PROCURE
AST-0005449,2025-09-22,Compras,supplier,Litoral Office,4487.51,5,5028.59,on_time,9,PROCURE
AST-0005450,2025-09-16,Compras,expense,Norte Industrial,4270.7,18,7994.17,approved,6,PROCURE
AST-0005451,2025-09-06,Compras,expense,Norte Industrial,9919.5,2,7994.17,pending,6,PROCURE
AST-0005452,2025-09-01,Compras,supplier,Norte Industrial,2851.57,8,5028.59,on_time,5,PROCURE
AST-0005453,2025-09-08,Compras,expense,Orion Tech,6718.15,3,7994.17,pending,1,PROCURE
AST-0005454,2025-09-15,Compras,expense,Norte Industrial,5846.5,6,7994.17,on_time,7,PROCURE
AST-0005455,2025-09-07,Compras,supplier,Litoral Office,10425.39,11,5028.59,late,7,PROCURE
AST-0005456,2025-09-12,Compras,supplier,Norte Industrial,4588.97,2,5028.59,late,6,PROCURE
AST-0005457,2025-09-28,Compras,expense,Atlas Supply,6569.28,5,7994.17,on_time,7,PROCURE
AST-0005458,2025-09-02,Compras,expense,Orion Tech,12925.3,1,7994.17,on_time,7,PROCURE
