record_id,posting_date,area,kpi_type,vendor,value,quantity,budget,status,cycle_days,origin
AST-0004276,2025-06-17,Compras,expense,Atlas Supply,8514.79,1,6597.3,approved,3,PROCURE
AST-0004277,2025-06-02,Compras,expense,Litoral Office,5353.52,15,6597.3,on_time,4,PROCURE
AST-0004278,2025-06-10,Compras,expense,Pampa Logistics,11062.31,1,6597.3,approved,8,PROCURE
AST-0004279,2025-06-04,Compras,supplier,Litoral Office,5003.37,13,4149.91,approved,3,PROCURE
AST-0004280,2025-06-03,Compras,expense,Atlas Supply,5257.0,4,6597.3,on_time,1,PROCURE
AST-0004281,2025-06-18,Compras,expense,Orion Tech,2979.46,1,6597.3,on_time,10,PROCURE
AST-0004282,2025-06-25,Compras,supplier,Norte Industrial,5504.25,14,4149.91,late,5,PROCURE
AST-0004283,2025-06-22,Compras,supplier,Orion Tech,4683.41,10,4149.91,approved,4,PROCURE
AST-0004284,2025-06-20,Compras,expense,Litoral Office,9670.54,4,6597.3,approved,3,PROCURE
AST-0004285,2025-06-22,Compras,order,Orion Tech,2478.52,7,3298.65,approved,6,PROCURE
AST-0004286,2025-06-19,Compras,order,Atlas Supply,3400.07,3,3298.65,on_time,3,PROCURE
AST-0004287,2025-06-19,Compras,order,Orion Tech,2824.55,13,3298.65,approved,8,PROCURE
AST-0004288,2025-06-05,Compras,expense,Pampa Logistics,7884.95,18,6597.3,on_time,4,PROCURE
AST-0004289,2025-06-21,Compras,expense,Litoral Office,6463.52,4,6597.3,on_time,4,PROCURE
AST-0004290,2025-06-22,Compras,expense,Orion Tech,9143.59,4,6597.3,on_time,7,PROCURE
AST-0004291,2025-06-18,Compras,supplier,Norte Industrial,3851.69,1,4149.91,on_time,9,PROCURE
AST-0004292,2025-06-03,Compras,supplier,Pampa Logistics,7420.64,3,4149.91,late,1,PROCURE
AST-0004293,2025-06-17,Compras,expense,Pampa Logistics,6294.08,8,6597.3,on_time,10,PROCURE
AST-0004294,2025-06-17,Compras,order,Atlas Supply,3010.12,11,3298.65,on_time,5,PROCURE
AST-0004295,2025-06-14,Compras,expense,Pampa Logistics,4043.55,1,6597.3,on_time,8,PROCURE
AST-0004296,2025-06-15,Compras,expense,Litoral Office,4401.49,2,6597.3,late,10,PROCURE
AST-0004297,2025-06-04,Compras,expense,Atlas Supply,4987.83,12,6597.3,on_time,8,PROCURE
AST-0004298,2025-06-24,Compras,expense,Norte Industrial,7172.33,17,6597.3,on_time,2,PROCURE
AST-0004299,2025-06-22,Compras,order,Pampa Logistics,4681.24,10,3298.65,approved,10,PROCURE
AST-0004300,2025-06-15,Compras,order,Norte Industrial,2940.13,8,3298.65,pending,6,PROCURE
AST-0004301,2025-06-13,Compras,expense,Atlas Supply,14866.42,12,6597.3,on_time,12,PROCURE
AST-0004302,2027-02-15,Compras,supplier,Litoral Office,2402.77,1,4149.91,on_time,5,PROCURE
AST-0004303,2025-06-14,Compras,expense,Orion Tech,9345.26,1,6597.3,approved,9,PROCURE
AST-0004304,2025-06-21,Compras,expense,Orion Tech,3761.99,2,6597.3,approved,5,PROCURE
AST-0004305,2025-06-05,Compras,supplier,Norte Industrial,3824.94,14,4149.91,late,8,PROCURE
