record_id,posting_date,area,kpi_type,vendor,value,quantity,budget,status,cycle_days,origin
AST-0005321,2025-09-04,Finanzas,payment,Banco Delta,15026.69,3,6962.66,late,7,ERP_FIN
AST-0005322,2025-09-06,Finanzas,expense,Impuestos,4327.08,8,7994.17,approved,11,ERP_FIN
AST-0005323,2025-09-07,Finanzas,invoice,Banco Delta,5229.25,16,5673.28,approved,7,ERP_FIN
AST-0005324,2025-09-25,Finanzas,payment,Aseguradora Nova,6930.3,18,6962.66,on_time,10,ERP_FIN
AST-0005325,2025-09-02,Finanzas,payment,Aseguradora Nova,5920.7,22,6962.66,approved,6,ERP_FIN
AST-0005326,2025-09-02,Finanzas,expense,Impuestos,4446.66,14,7994.17,on_time,7,ERP_FIN
AST-0005327,2025-09-07,Finanzas,expense,Impuestos,6813.71,21,7994.17,pending,8,ERP_FIN
AST-0005328,2025-09-16,Finanzas,expense,Banco Delta,5994.17,5,7994.17,approved,5,ERP_FIN
AST-0005329,2025-09-20,Finanzas,invoice,Impuestos,9850.22,1,5673.28,on_time,4,ERP_FIN
AST-0005330,2025-09-14,Finanzas,expense,Servicios Centrales,9570.83,6,7994.17,approved,11,ERP_FIN
AST-0005331,2025-09-06,Finanzas,expense,Aseguradora Nova,8940.15,1,7994.17,on_time,11,ERP_FIN
AST-0005332,2025-09-26,Finanzas,invoice,Aseguradora Nova,5188.6,20,5673.28,on_time,7,ERP_FIN
AST-0005333,2025-09-23,Finanzas,payment,Aseguradora Nova,6878.12,13,6962.66,late,1,ERP_FIN
AST-0005334,2025-09-01,Finanzas,expense,Impuestos,3173.37,8,7994.17,on_time,1,ERP_FIN
AST-0005335,2025-09-09,Finanzas,expense,Servicios Centrales,4007.34,15,7994.17,on_time,6,ERP_FIN
AST-0005336,2025-09-26,Finanzas,expense,Impuestos,7073.52,19,7994.17,approved,5,ERP_FIN
AST-0005337,2025-09-09,Finanzas,expense,Impuestos,11851.72,3,7994.17,on_time,6,ERP_FIN
AST-0005338,2025-09-26,Finanzas,invoice,Servicios Centrales,3991.05,11,5673.28,approved,6,ERP_FIN
AST-0005339,2025-09-18,Finanzas,payment,Impuestos,8421.11,11,6962.66,approved,4,ERP_FIN
AST-0005340,2025-09-07,Finanzas,expense,Impuestos,11899.74,7,7994.17,on_time,10,ERP_FIN
AST-0005341,2025-09-08,Finanzas,expense,Servicios Centrales,7425.22,4,7994.17,approved,6,ERP_FIN
AST-0005342,2025-09-06,Finanzas,expense,Servicios Centrales,13098.43,9,7994.17,pending,9,ERP_FIN
AST-0005343,2025-09-08,Finanzas,invoice,Banco Delta,7369.92,14,5673.28,on_time,12,ERP_FIN
AST-0005344,2025-09-02,Finanzas,payment,Impuestos,8732.43,14,6962.66,late,6,ERP_FIN
AST-0005345,2025-09-22,Finanzas,invoice,Aseguradora Nova,5630.15,2,5673.28,on_time,7,ERP_FIN
AST-0005346,2025-09-19,Finanzas,invoice,Banco Delta,10048.8,1,5673.28,on_time,4,ERP_FIN
AST-0005347,2025-09-19,Finanzas,invoice,Impuestos,7010.94,2,5673.28,on_time,2,ERP_FIN
AST-0005348,2025-09-11,Finanzas,invoice,Impuestos,6279.46,6,5673.28,approved,6,ERP_FIN
AST-0005349,2025-09-27,Finanzas,expense,Impuestos,-3625.87,7,7994.17,late,3,ERP_FIN
AST-0005350,2025-09-02,Finanzas,expense,Aseguradora Nova,9948.87,12,7994.17,on_time,7,ERP_FIN
AST-0005351,2025-09-20,Finanzas,invoice,Impuestos,6217.67,3,5673.28,on_time,1,ERP_FIN
