record_id,date,area,metric_type,supplier_name,net_value,units,target,status,lead_time,source_system
AST-0007411,2026-02-14,Ventas,sales,Cliente Boreal,11514.38,15,14775.3,on_time,4,CRM
AST-0007412,2026-02-14,Ventas,sales,Mercado Sur,9556.98,21,14775.3,on_time,6,CRM
AST-0007413,2026-02-13,Ventas,order,Grupo Terra,4168.46,1,3578.39,late,5,CRM
AST-0007414,2026-02-15,Ventas,margin_input,Cuenta Andina,6046.18,17,8311.1,approved,6,CRM
AST-0007415,2026-02-14,Ventas,order,Cuenta Andina,3794.72,12,3578.39,on_time,2,CRM
AST-0007416,2026-02-10,Ventas,order,Casa Nativa,3298.86,5,3578.39,on_time,5,CRM
AST-0007417,2026-02-05,Ventas,margin_input,Cuenta Andina,9722.79,1,8311.1,on_time,7,CRM
AST-0007418,2026-02-05,Ventas,margin_input,Cliente Boreal,6312.58,11,8311.1,on_time,9,CRM
AST-0007419,2026-02-14,Ventas,sales,Cuenta Andina,22805.91,5,14775.3,approved,10,CRM
AST-0007420,2026-02-20,Ventas,margin_input,Mercado Sur,9311.18,6,8311.1,on_time,7,CRM
AST-0007421,2026-02-19,Ventas,margin_input,Grupo Terra,11860.22,7,8311.1,late,5,CRM
AST-0007422,2026-02-12,Ventas,order,Mercado Sur,2742.89,12,3578.39,approved,6,CRM
AST-0007423,2026-02-12,Ventas,margin_input,Cuenta Andina,6213.4,10,8311.1,on_time,8,CRM
AST-0007424,2026-02-13,Ventas,margin_input,Cuenta Andina,17487.75,1,8311.1,late,10,CRM
AST-0007425,2026-02-26,Ventas,sales,Grupo Terra,16644.93,14,14775.3,on_time,11,CRM
AST-0007426,2026-02-19,Ventas,margin_input,Mercado Sur,4476.21,15,8311.1,pending,3,CRM
AST-0007427,2026-02-07,Ventas,sales,Mercado Sur,28475.44,6,14775.3,on_time,10,CRM
AST-0007428,2026-02-18,Ventas,sales,Cuenta Andina,16147.37,4,14775.3,on_time,6,CRM
AST-0007429,2026-02-20,Ventas,sales,Mercado Sur,25197.1,1,14775.3,on_time,2,CRM
AST-0007430,2026-02-25,Ventas,order,Mercado Sur,3819.16,4,3578.39,on_time,7,CRM
AST-0007431,2026-02-21,Ventas,margin_input,Mercado Sur,10817.72,14,8311.1,on_time,1,CRM
AST-0007432,2026-02-04,Ventas,sales,Mercado Sur,8411.45,10,14775.3,approved,8,CRM
AST-0007433,2026-02-13,Ventas,sales,Casa Nativa,15926.64,6,14775.3,on_time,1,CRM
AST-0007434,2026-02-24,Ventas,sales,Grupo Terra,16173.59,13,14775.3,pending,6,CRM
AST-0007435,2026-02-24,Ventas,sales,Cliente Boreal,21361.58,4,14775.3,on_time,4,CRM
AST-0007436,2026-02-05,Ventas,sales,Mercado Sur,23869.27,6,14775.3,pending,12,CRM
AST-0007437,2026-02-12,Ventas,margin_input,Casa Nativa,10561.65,1,8311.1,late,8,CRM
AST-0007438,2026-02-10,Ventas,sales,Mercado Sur,17056.54,1,14775.3,on_time,3,CRM
AST-0007439,2026-02-09,Ventas,margin_input,Cliente Boreal,8735.2,10,8311.1,on_time,8,CRM
AST-0007440,2026-02-12,Ventas,sales,Cliente Boreal,13497.63,5,14775.3,on_time,7,CRM
AST-0007441,2026-02-02,Ventas,margin_input,Cliente Boreal,6093.79,17,8311.1,late,5,CRM
AST-0007442,2026-02-04,Ventas,order,Mercado Sur,5653.46,6,3578.39,approved,8,CRM
AST-0007443,2026-02-17,Ventas,sales,Mercado Sur,10468.88,1,14775.3,late,10,CRM
AST-0007444,2026-02-14,Ventas,margin_input,Cliente Boreal,10931.27,18,8311.1,on_time,6,CRM
AST-0007445,2026-02-03,Ventas,margin_input,Casa Nativa,7212.94,1,8311.1,approved,6,CRM
AST-0007446,2026-02-06,Ventas,order,Cuenta Andina,4324.95,1,3578.39,approved,9,CRM
AST-0007447,2026-02-15,Ventas,order,Cuenta Andina,1392.27,1,3578.39,on_time,6,CRM
AST-0007448,2026-02-10,Ventas,sales,Cuenta Andina,11118.82,20,14775.3,late,3,CRM
AST-0007449,2026-02-23,Ventas,sales,Cuenta Andina,16836.46,1,14775.3,late,7,CRM
AST-0007450,2026-02-03,Ventas,margin_input,Cuenta Andina,5616.33,5,8311.1,approved,8,CRM
AST-0007451,2026-02-07,Ventas,sales,Cliente Boreal,14475.68,1,14775.3,approved,8,CRM
AST-0007452,2026-02-01,Ventas,margin_input,Mercado Sur,9675.26,9,8311.1,on_time,11,CRM
AST-0007453,2026-02-16,Ventas,sales,Mercado Sur,13929.35,1,14775.3,approved,9,CRM
AST-0007454,2026-02-07,Ventas,sales,Casa Nativa,23270.96,14,14775.3,approved,8,CRM
AST-0007455,2026-02-18,Ventas,order,Cuenta Andina,5668.26,1,3578.39,approved,8,CRM
AST-0007456,2026-02-02,Ventas,sales,Cliente Boreal,24831.94,9,14775.3,approved,3,CRM
AST-0007457,2026-02-19,Ventas,sales,Cliente Boreal,28614.51,10,14775.3,on_time,7,CRM
AST-0007458,2026-02-08,Ventas,sales,Grupo Terra,7692.25,7,14775.3,approved,8,CRM
AST-0007459,2026-02-09,Ventas,sales,Cuenta Andina,19148.43,15,14775.3,on_time,12,CRM
AST-0007460,2026-02-05,Ventas,order,Mercado Sur,3193.24,16,3578.39,approved,10,CRM
AST-0007461,2026-02-17,Ventas,sales,Casa Nativa,33317.34,5,14775.3,on_time,7,CRM
AST-0007462,2026-02-13,Ventas,sales,Grupo Terra,12984.91,8,14775.3,on_time,9,CRM
AST-0007463,2026-02-11,Ventas,sales,Cliente Boreal,19581.38,1,14775.3,approved,6,CRM
AST-0007464,2026-02-07,Ventas,order,Cliente Boreal,3187.81,13,3578.39,approved,1,CRM
AST-0007465,2026-02-17,Ventas,sales,Mercado Sur,8442.96,15,14775.3,on_time,6,CRM
AST-0007466,2026-02-22,Ventas,order,Casa Nativa,4771.44,5,3578.39,on_time,7,CRM
AST-0007467,2026-02-01,Ventas,sales,Mercado Sur,14028.45,13,14775.3,pending,7,CRM
AST-0007468,2026-02-10,Ventas,order,Casa Nativa,7483.78,9,3578.39,approved,8,CRM
AST-0007469,2026-02-26,Ventas,margin_input,Mercado Sur,7103.44,3,8311.1,on_time,3,CRM
AST-0007470,2026-02-28,Ventas,sales,Casa Nativa,11558.12,9,14775.3,on_time,2,CRM
AST-0007471,2026-02-16,Ventas,order,Cliente Boreal,5460.61,6,3578.39,on_time,5,CRM
AST-0007472,2026-02-06,Ventas,order,Cliente Boreal,5347.64,6,3578.39,on_time,6,CRM
AST-0007473,2026-02-20,Ventas,order,Grupo Terra,2707.23,12,3578.39,approved,6,CRM
AST-0007474,2026-02-09,Ventas,order,Mercado Sur,1802.94,4,3578.39,on_time,8,CRM
AST-0007475,2026-02-11,Ventas,sales,Mercado Sur,11397.62,8,14775.3,approved,9,CRM
AST-0007476,2026-02-08,Ventas,order,Mercado Sur,3603.98,1,3578.39,on_time,8,CRM
AST-0007477,2026-02-16,Ventas,sales,Mercado Sur,25199.89,1,14775.3,approved,5,CRM
AST-0007478,2026-02-04,Ventas,margin_input,Mercado Sur,8023.43,1,8311.1,on_time,1,CRM
AST-0007479,2026-02-07,Ventas,sales,Cliente Boreal,31255.39,14,14775.3,approved,14,CRM
AST-0007480,2026-02-18,Ventas,order,Cliente Boreal,2688.97,6,3578.39,late,7,CRM
AST-0007481,2026-02-03,Ventas,margin_input,Mercado Sur,10151.19,3,8311.1,on_time,12,CRM
AST-0007482,2026-02-02,Ventas,order,Grupo Terra,2668.5,11,3578.39,approved,6,CRM
AST-0007483,2026-02-07,Ventas,sales,Cliente Boreal,15639.22,9,14775.3,on_time,1,CRM
AST-0007484,2026-02-26,Ventas,order,Mercado Sur,3933.97,23,3578.39,approved,2,CRM
AST-0007485,2026-02-11,Ventas,sales,Casa Nativa,15246.49,6,14775.3,on_time,12,CRM
AST-0007486,2026-02-07,Ventas,order,Casa Nativa,2355.55,18,3578.39,on_time,7,CRM
AST-0007487,2026-02-07,Ventas,sales,Casa Nativa,14343.39,4,14775.3,late,1,CRM
AST-0007488,2026-02-03,Ventas,order,Cliente Boreal,4742.38,17,3578.39,pending,9,CRM
AST-0007489,2026-02-08,Ventas,margin_input,Cuenta Andina,4819.91,1,8311.1,on_time,4,CRM
AST-0007490,2026-02-15,Ventas,order,Cliente Boreal,1476.08,10,3578.39,pending,4,CRM
AST-0007491,2026-02-03,Ventas,order,Cliente Boreal,6683.9,10,3578.39,on_time,5,CRM
AST-0007492,2026-02-15,Ventas,margin_input,Cuenta Andina,6897.33,8,8311.1,on_time,7,CRM
AST-0007493,2026-02-05,Ventas,sales,Mercado Sur,16182.35,1,14775.3,on_time,4,CRM
AST-0007494,2026-02-27,Ventas,margin_input,Casa Nativa,13165.98,16,8311.1,on_time,7,CRM
AST-0007495,2026-02-09,Ventas,order,Cliente Boreal,3203.6,2,3578.39,approved,7,CRM
AST-0007496,2026-02-11,Ventas,order,Grupo Terra,5150.96,17,3578.39,on_time,8,CRM
AST-0007497,2026-02-10,Ventas,margin_input,Mercado Sur,12594.83,2,8311.1,approved,8,CRM
AST-0007498,2026-02-03,Ventas,sales,Grupo Terra,14029.3,8,14775.3,approved,3,CRM
AST-0007499,2026-02-18,Ventas,sales,Cliente Boreal,10886.59,1,14775.3,approved,9,CRM
AST-0007500,2026-02-24,Ventas,order,Cliente Boreal,4273.84,7,3578.39,on_time,3,CRM
AST-0007501,2026-02-05,Ventas,order,Cliente Boreal,2619.39,4,3578.39,on_time,7,CRM
AST-0007502,2026-02-24,Ventas,sales,Mercado Sur,6182.95,1,14775.3,on_time,5,CRM
