record_id,date,area,metric_type,supplier_name,net_value,units,target,status,lead_time,source_system
AST-0008646,2026-05-25,Operaciones,inventory,Centro Norte,1799.52,47,2491.81,on_time,8,WMS
AST-0008647,2026-05-18,Operaciones,inventory,Centro Sur,2855.59,45,2491.81,on_time,12,WMS
AST-0008648,2026-05-18,Operaciones,compliance,Hub Litoral,447.22,14,792.85,approved,16,WMS
AST-0008649,2026-05-02,Operaciones,cycle_time,Centro Norte,1327.16,1,1019.38,approved,5,WMS
AST-0008650,2026-05-21,Operaciones,inventory,Hub Litoral,1183.31,43,2491.81,approved,9,WMS
AST-0008651,2026-05-17,Operaciones,compliance,Centro Norte,928.1,6,792.85,late,18,WMS
AST-0008652,2026-05-26,Operaciones,compliance,Centro Sur,1004.96,8,792.85,on_time,11,WMS
AST-0008653,2026-05-20,Operaciones,cycle_time,Hub Litoral,1718.31,1,1019.38,on_time,8,WMS
AST-0008654,2026-05-26,Operaciones,inventory,Hub Oeste,3653.46,52,2491.81,on_time,4,WMS
AST-0008655,2026-05-21,Operaciones,cycle_time,Centro Sur,996.63,8,1019.38,approved,14,WMS
AST-0008656,2026-05-24,Operaciones,inventory,Centro Sur,1762.21,42,2491.81,late,8,WMS
AST-0008657,2026-05-01,Operaciones,compliance,Hub Oeste,682.75,5,792.85,approved,10,WMS
AST-0008658,2026-05-02,Operaciones,inventory,Hub Oeste,3515.45,48,2491.81,late,13,WMS
AST-0008659,2026-05-13,Operaciones,inventory,Centro Sur,3183.67,53,2491.81,approved,17,WMS
AST-0008660,2026-05-03,Operaciones,cycle_time,Centro Sur,1898.61,5,1019.38,on_time,18,WMS
AST-0008661,2026-05-03,Operaciones,inventory,Centro Norte,2163.21,49,2491.81,approved,9,WMS
AST-0008662,2026-05-08,Operaciones,inventory,Hub Litoral,2014.78,45,2491.81,on_time,10,WMS
AST-0008663,2026-05-11,Operaciones,compliance,Hub Oeste,503.87,22,792.85,late,8,WMS
AST-0008664,2026-05-11,Operaciones,inventory,Hub Litoral,3451.47,40,2491.81,approved,10,WMS
AST-0008665,2026-05-10,Operaciones,inventory,Hub Litoral,1439.98,46,2491.81,approved,15,WMS
AST-0008666,2026-05-08,Operaciones,inventory,Hub Oeste,2367.27,38,2491.81,pending,13,WMS
AST-0008667,2026-05-05,Operaciones,inventory,Centro Norte,3568.32,44,2491.81,on_time,10,WMS
AST-0008668,2026-05-11,Operaciones,compliance,Centro Norte,830.81,5,792.85,approved,10,WMS
AST-0008669,2026-05-08,Operaciones,cycle_time,Hub Litoral,1240.96,13,1019.38,approved,19,WMS
AST-0008670,2026-05-05,Operaciones,compliance,Centro Sur,1323.78,7,792.85,on_time,15,WMS
