record_id;posting_date;area;kpi_type;vendor;value;quantity;budget;status;cycle_days;origin
AST-0003231;2025-03-11;Ventas;margin_input;Cuenta Andina;10604.45;6;7071.12;on_time;3;CRM
AST-0003232;2025-03-19;Ventas;margin_input;Cliente Boreal;5844.4;15;7071.12;approved;2;CRM
AST-0003233;2025-03-22;Ventas;sales;Mercado Sur;12461.39;5;12570.88;approved;2;CRM
AST-0003234;2025-03-18;Ventas;sales;Cliente Boreal;5651.81;13;12570.88;late;2;CRM
AST-0003235;2025-03-10;Ventas;sales;Casa Nativa;9121.52;8;12570.88;on_time;9;CRM
AST-0003236;2025-03-17;Ventas;order;Mercado Sur;2703.37;11;3044.51;approved;15;CRM
AST-0003237;2025-03-13;Ventas;order;Cuenta Andina;6379.01;16;3044.51;on_time;8;CRM
AST-0003238;2025-03-03;Ventas;sales;Cuenta Andina;17302.89;13;12570.88;approved;7;CRM
AST-0003239;2025-03-17;Ventas;sales;Mercado Sur;11500.49;12;12570.88;approved;5;CRM
AST-0003240;2025-03-13;Ventas;sales;Casa Nativa;7766.29;1;12570.88;on_time;8;CRM
AST-0003241;2025-03-12;Ventas;margin_input;Cliente Boreal;6473.58;5;7071.12;on_time;11;CRM
AST-0003242;2025-03-25;Ventas;sales;Mercado Sur;17641.03;8;12570.88;on_time;2;CRM
AST-0003243;2025-03-03;Ventas;sales;Cuenta Andina;10419.54;1;12570.88;approved;5;CRM
AST-0003244;2025-03-17;Ventas;sales;Grupo Terra;10883.36;3;12570.88;on_time;8;CRM
AST-0003245;2025-03-19;Ventas;margin_input;Casa Nativa;9499.81;1;7071.12;on_time;6;CRM
AST-0003246;2025-03-18;Ventas;sales;Mercado Sur;3624.95;14;12570.88;on_time;2;CRM
AST-0003247;2025-03-06;Ventas;order;Grupo Terra;2336.1;1;3044.51;approved;4;CRM
AST-0003248;2025-03-14;Ventas;order;Mercado Sur;3007.47;8;3044.51;late;4;CRM
AST-0003249;2025-03-25;Ventas;sales;Cuenta Andina;14462.58;4;12570.88;on_time;9;CRM
AST-0003250;2025-03-20;Ventas;sales;Cuenta Andina;4839.06;2;12570.88;on_time;11;CRM
AST-0003251;2025-03-06;Ventas;order;Casa Nativa;4708.76;11;3044.51;pending;9;CRM
AST-0003252;2025-03-16;Ventas;sales;Cuenta Andina;21260.8;18;12570.88;late;1;CRM
AST-0003253;2025-03-27;Ventas;sales;Mercado Sur;8838.74;26;12570.88;late;1;CRM
AST-0003254;2025-03-18;Ventas;sales;Grupo Terra;8677.39;9;12570.88;on_time;7;CRM
AST-0003255;2025-03-26;Ventas;order;Cliente Boreal;4812.32;2;3044.51;approved;8;CRM
AST-0003256;2025-03-07;Ventas;order;Mercado Sur;5222.8;1;3044.51;on_time;7;CRM
AST-0003257;2025-03-16;Ventas;sales;Casa Nativa;9341.44;5;12570.88;approved;6;CRM
AST-0003258;2025-03-10;Ventas;margin_input;Cuenta Andina;4323.08;1;7071.12;approved;7;CRM
