record_id,fecha,area,metric_type,proveedor,importe,cantidad,presupuesto,estado,cycle_days,sistema
AST-0005796,2025-10-12,Compras,order,Litoral Office,2936.01,10,4096.96,approved,11,PROCURE
AST-0005797,2025-10-23,Compras,expense,Orion Tech,8910.39,1,8193.92,approved,9,PROCURE
AST-0005798,2025-10-01,Compras,supplier,Litoral Office,6075.72,4,5154.24,approved,8,PROCURE
AST-0005799,2025-10-06,Compras,supplier,Norte Industrial,7356.64,5,5154.24,approved,9,PROCURE
AST-0005800,2025-10-18,Compras,supplier,Norte Industrial,6037.49,1,5154.24,on_time,11,PROCURE
AST-0005801,2025-10-09,Compras,order,Litoral Office,2893.17,3,4096.96,on_time,3,PROCURE
AST-0005802,2025-10-10,Compras,expense,Pampa Logistics,14451.53,8,8193.92,on_time,9,PROCURE
AST-0005803,2025-10-22,Compras,expense,Atlas Supply,14593.43,10,8193.92,pending,9,PROCURE
AST-0005804,2025-10-07,Compras,expense,Orion Tech,7890.65,2,8193.92,approved,9,PROCURE
AST-0005805,2025-10-10,Compras,expense,Norte Industrial,7756.53,5,8193.92,approved,4,PROCURE
AST-0005806,2025-10-03,Compras,supplier,Litoral Office,10700.04,3,5154.24,on_time,6,PROCURE
AST-0005807,2025-10-03,Compras,expense,Litoral Office,7317.24,19,8193.92,late,9,PROCURE
AST-0005808,2025-10-18,Compras,expense,Orion Tech,12558.0,9,8193.92,approved,7,PROCURE
AST-0005809,2025-10-15,Compras,expense,Norte Industrial,5483.17,4,8193.92,on_time,3,PROCURE
AST-0005810,2025-10-12,Compras,expense,Pampa Logistics,8347.4,20,8193.92,approved,3,PROCURE
AST-0005811,2025-10-26,Compras,order,Norte Industrial,5158.71,5,4096.96,approved,7,PROCURE
AST-0005812,2025-10-25,Compras,order,Pampa Logistics,5183.59,1,4096.96,approved,6,PROCURE
AST-0005813,2025-10-13,Compras,supplier,Atlas Supply,5333.11,5,5154.24,late,5,PROCURE
AST-0005814,2025-10-23,Compras,order,Orion Tech,4178.12,1,4096.96,on_time,7,PROCURE
AST-0005815,2025-10-27,Compras,supplier,Orion Tech,4035.89,6,5154.24,on_time,5,PROCURE
AST-0005816,2025-10-28,Compras,supplier,Pampa Logistics,5611.05,2,5154.24,on_time,9,PROCURE
AST-0005817,2025-10-11,Compras,order,Pampa Logistics,3356.24,15,4096.96,on_time,10,PROCURE
AST-0005818,2025-10-04,Compras,expense,Orion Tech,10540.39,2,8193.92,approved,1,PROCURE
AST-0005819,2025-10-12,Compras,order,Orion Tech,6635.5,8,4096.96,pending,11,PROCURE
AST-0005820,2025-10-26,Compras,order,Orion Tech,6323.17,7,4096.96,pending,4,PROCURE
AST-0005821,2025-10-28,Compras,expense,Orion Tech,4878.7,7,8193.92,approved,3,PROCURE
AST-0005822,2025-10-06,Compras,expense,Norte Industrial,20520.39,13,8193.92,pending,6,PROCURE
AST-0005823,2025-10-22,Compras,expense,Pampa Logistics,5668.17,8,8193.92,late,8,PROCURE
AST-0005824,2025-10-28,Compras,expense,Pampa Logistics,8551.75,14,8193.92,approved,8,PROCURE
AST-0005825,2025-10-15,Compras,expense,Orion Tech,5704.84,11,8193.92,on_time,6,PROCURE
AST-0005826,2025-10-20,Compras,order,Pampa Logistics,2782.74,8,4096.96,on_time,4,PROCURE
AST-0005827,2025-10-03,Compras,expense,Atlas Supply,8203.5,14,8193.92,on_time,6,PROCURE
AST-0005828,2025-10-22,Compras,order,Norte Industrial,4223.37,8,4096.96,approved,3,PROCURE
AST-0005829,2025-10-07,Compras,supplier,Pampa Logistics,7335.45,1,5154.24,on_time,5,PROCURE
AST-0005830,2025-10-26,Compras,expense,Orion Tech,7435.13,12,8193.92,on_time,1,PROCURE
