record_id,posting_date,area,kpi_type,vendor,value,quantity,budget,status,cycle_days,origin
AST-0001996,2024-12-13,Compras,supplier,Litoral Office,5339.14,4,4382.04,approved,10,PROCURE
AST-0001997,2024-12-28,Compras,expense,Atlas Supply,12310.96,2,6966.32,late,4,PROCURE
AST-0001998,2024-12-07,Compras,expense,Atlas Supply,5283.55,2,6966.32,approved,5,PROCURE
AST-0001999,2024-12-15,Compras,order,Orion Tech,2902.71,9,3483.16,approved,1,PROCURE
AST-0002000,2024-12-26,Compras,supplier,Litoral Office,2678.73,1,4382.04,on_time,4,PROCURE
AST-0002001,2024-12-17,Compras,supplier,Orion Tech,9147.43,9,4382.04,on_time,6,PROCURE
AST-0002002,2024-12-28,Compras,order,Orion Tech,5995.82,2,3483.16,on_time,9,PROCURE
AST-0002003,2024-12-27,Compras,supplier,Orion Tech,13346.15,10,4382.04,late,4,PROCURE
AST-0002004,2024-12-19,Compras,expense,Atlas Supply,3075.84,9,6966.32,on_time,4,PROCURE
AST-0002005,2024-12-06,Compras,order,Norte Industrial,5630.06,17,3483.16,on_time,8,PROCURE
AST-0002006,2024-12-18,Compras,expense,Atlas Supply,6710.52,11,6966.32,on_time,8,PROCURE
AST-0002007,2024-12-23,Compras,expense,Norte Industrial,4241.16,5,6966.32,late,9,PROCURE
AST-0002008,2024-12-16,Compras,supplier,Norte Industrial,3254.49,4,4382.04,pending,11,PROCURE
AST-0002009,2024-12-14,Compras,expense,Atlas Supply,10493.96,9,6966.32,on_time,7,PROCURE
AST-0002010,2024-12-25,Compras,expense,Pampa Logistics,6124.52,1,6966.32,on_time,4,PROCURE
AST-0002011,2024-12-25,Compras,expense,Litoral Office,5685.39,1,6966.32,on_time,4,PROCURE
AST-0002012,2024-12-16,Compras,supplier,Pampa Logistics,3078.88,2,4382.04,on_time,5,PROCURE
AST-0002013,2024-12-27,Compras,order,Atlas Supply,2342.5,7,3483.16,approved,2,PROCURE
AST-0002014,2024-12-19,Compras,supplier,Litoral Office,6866.28,22,4382.04,approved,3,PROCURE
AST-0002015,2024-12-19,Compras,supplier,Norte Industrial,2810.72,1,4382.04,on_time,4,PROCURE
AST-0002016,2024-12-12,Compras,supplier,Litoral Office,5785.59,7,4382.04,on_time,6,PROCURE
AST-0002017,2024-12-23,Compras,expense,Atlas Supply,10871.77,6,6966.32,approved,8,PROCURE
AST-0002018,2024-12-05,Compras,order,Orion Tech,5885.43,1,3483.16,on_time,6,PROCURE
AST-0002019,2024-12-21,Compras,supplier,Orion Tech,5057.13,1,4382.04,on_time,7,PROCURE
AST-0002020,2024-12-02,Compras,supplier,Norte Industrial,8446.13,12,4382.04,approved,5,PROCURE
AST-0002021,2024-12-05,Compras,supplier,Norte Industrial,8411.66,15,4382.04,pending,6,PROCURE
AST-0002022,2024-12-07,Compras,order,Orion Tech,3948.53,12,3483.16,late,9,PROCURE
AST-0002023,2024-12-17,Compras,order,Pampa Logistics,7192.33,12,3483.16,on_time,7,PROCURE
AST-0002024,2024-12-25,Compras,supplier,Orion Tech,3040.61,11,4382.04,approved,7,PROCURE
AST-0002025,2024-12-15,Compras,supplier,Pampa Logistics,2479.24,18,4382.04,on_time,7,PROCURE
AST-0002026,2024-12-28,Compras,order,Atlas Supply,5564.04,12,3483.16,approved,1,PROCURE
AST-0002027,2024-12-15,Compras,expense,Pampa Logistics,13487.44,5,6966.32,approved,4,PROCURE
AST-0002028,2024-12-09,Compras,order,Atlas Supply,3856.31,4,3483.16,on_time,9,PROCURE
AST-0002029,2024-12-26,Compras,supplier,Pampa Logistics,8110.59,5,4382.04,approved,1,PROCURE
AST-0002030,2024-12-13,Compras,expense,Pampa Logistics,9277.01,6,6966.32,on_time,2,PROCURE
AST-0002031,2024-12-23,Compras,supplier,Litoral Office,2178.35,10,4382.04,on_time,1,PROCURE
AST-0002032,2024-12-25,Compras,expense,Litoral Office,8867.57,4,6966.32,late,12,PROCURE
AST-0002033,2024-12-03,Compras,order,Orion Tech,2575.97,1,3483.16,on_time,7,PROCURE
AST-0002034,2024-12-11,Compras,supplier,Litoral Office,4879.46,4,4382.04,pending,5,PROCURE
AST-0002035,2024-12-23,Compras,expense,Norte Industrial,3541.18,2,6966.32,on_time,7,PROCURE
AST-0002036,2024-12-15,Compras,expense,Pampa Logistics,6178.83,2,6966.32,approved,8,PROCURE
AST-0002037,2024-12-13,Compras,supplier,Orion Tech,2671.65,7,4382.04,late,8,PROCURE
AST-0002038,2024-12-23,Compras,supplier,Orion Tech,2549.01,1,4382.04,on_time,7,PROCURE
AST-0002039,2024-12-11,Compras,order,Litoral Office,4674.8,8,3483.16,on_time,5,PROCURE
AST-0002040,2024-12-23,Compras,order,Orion Tech,5914.23,5,3483.16,approved,4,PROCURE
AST-0002041,2024-12-27,Compras,supplier,Atlas Supply,3353.76,18,4382.04,approved,7,PROCURE
AST-0002042,2024-12-17,Compras,expense,Atlas Supply,18120.28,15,6966.32,on_time,3,PROCURE
AST-0002043,2024-12-22,Compras,order,Atlas Supply,3810.11,14,3483.16,on_time,12,PROCURE
AST-0002044,2024-12-18,Compras,expense,Atlas Supply,4949.62,11,6966.32,on_time,8,PROCURE
AST-0002045,2024-12-13,Compras,expense,Litoral Office,6605.84,1,6966.32,approved,9,PROCURE
AST-0002046,2024-12-10,Compras,expense,Norte Industrial,10620.58,10,6966.32,on_time,8,PROCURE
AST-0002047,2024-12-07,Compras,supplier,Litoral Office,3739.72,1,4382.04,approved,9,PROCURE
AST-0002048,2024-12-20,Compras,order,Norte Industrial,6365.69,24,3483.16,late,7,PROCURE
AST-0002049,2024-12-01,Compras,order,Atlas Supply,1849.33,1,3483.16,approved,1,PROCURE
AST-0002050,2024-12-09,Compras,supplier,Norte Industrial,4704.96,6,4382.04,approved,10,PROCURE
AST-0002051,2024-12-04,Compras,expense,Orion Tech,15319.06,1,6966.32,late,9,PROCURE
AST-0002052,2024-12-13,Compras,expense,Pampa Logistics,7968.9,1,6966.32,on_time,6,PROCURE
AST-0002053,2024-12-16,Compras,expense,Orion Tech,3324.33,4,6966.32,on_time,7,PROCURE
AST-0002054,2024-12-18,Compras,supplier,Litoral Office,5972.53,4,4382.04,on_time,3,PROCURE
AST-0002055,2024-12-05,Compras,expense,Atlas Supply,3576.64,1,6966.32,approved,4,PROCURE
AST-0002056,2024-12-21,Compras,expense,Atlas Supply,3898.88,2,6966.32,on_time,1,PROCURE
AST-0002057,2024-12-12,Compras,expense,Atlas Supply,4947.35,12,6966.32,late,7,PROCURE
AST-0002058,2024-12-11,Compras,supplier,Litoral Office,6341.38,1,4382.04,pending,2,PROCURE
AST-0002059,2024-12-02,Compras,order,Pampa Logistics,2922.4,9,3483.16,on_time,7,PROCURE
AST-0002060,2024-12-21,Compras,expense,Orion Tech,10175.64,4,6966.32,on_time,5,PROCURE
AST-0002061,2024-12-22,Compras,order,Atlas Supply,3277.99,2,3483.16,on_time,5,PROCURE
AST-0002062,2024-12-03,Compras,supplier,Pampa Logistics,4588.88,15,4382.04,on_time,7,PROCURE
AST-0002063,2024-12-05,Compras,expense,Atlas Supply,18330.19,9,6966.32,late,8,PROCURE
AST-0002064,2024-12-05,Compras,order,Atlas Supply,1797.12,1,3483.16,late,6,PROCURE
AST-0002065,2024-12-04,Compras,order,Litoral Office,3136.46,6,3483.16,on_time,10,PROCURE
AST-0002066,2024-12-03,Compras,supplier,Pampa Logistics,3865.59,23,4382.04,on_time,5,PROCURE
AST-0002067,2024-12-04,Compras,expense,Norte Industrial,3346.38,1,6966.32,approved,10,PROCURE
AST-0002068,2024-12-13,Compras,supplier,Orion Tech,3289.81,14,4382.04,approved,9,PROCURE
AST-0002069,2024-12-17,Compras,supplier,Atlas Supply,2754.17,19,4382.04,on_time,8,PROCURE
AST-0002070,2024-12-12,Compras,supplier,Atlas Supply,3554.54,16,4382.04,pending,8,PROCURE
AST-0002071,2024-12-14,Compras,expense,Litoral Office,5999.32,7,6966.32,approved,9,PROCURE
AST-0002072,2024-12-09,Compras,supplier,Litoral Office,3904.24,8,4382.04,pending,8,PROCURE
AST-0002073,2024-12-28,Compras,order,Norte Industrial,3525.09,18,3483.16,on_time,10,PROCURE
AST-0002074,2024-12-06,Compras,order,Norte Industrial,4537.45,24,3483.16,on_time,7,PROCURE
AST-0002075,2024-12-28,Compras,expense,Pampa Logistics,7951.63,6,6966.32,pending,10,PROCURE
AST-0002076,2024-12-01,Compras,expense,Atlas Supply,6676.11,19,6966.32,approved,10,PROCURE
AST-0002077,2024-12-06,Compras,supplier,Pampa Logistics,5412.01,15,4382.04,late,7,PROCURE
AST-0002078,2024-12-26,Compras,expense,Atlas Supply,10992.69,4,6966.32,on_time,2,PROCURE
AST-0002079,2024-12-18,Compras,expense,Orion Tech,4528.97,5,6966.32,on_time,9,PROCURE
AST-0002080,2024-12-21,Compras,supplier,Orion Tech,3307.84,20,4382.04,approved,5,PROCURE
AST-0002081,2024-12-11,Compras,supplier,Litoral Office,3853.32,15,4382.04,pending,1,PROCURE
AST-0002082,2024-12-22,Compras,expense,Norte Industrial,9011.44,14,6966.32,approved,8,PROCURE
AST-0002083,2024-12-21,Compras,expense,Litoral Office,11198.96,10,6966.32,approved,9,PROCURE
AST-0002084,2024-12-10,Compras,expense,Litoral Office,4942.04,2,6966.32,on_time,4,PROCURE
AST-0002085,2024-12-11,Compras,supplier,Pampa Logistics,5410.63,6,4382.04,on_time,7,PROCURE
AST-0002086,2024-12-12,Compras,expense,Litoral Office,5464.59,15,6966.32,approved,6,PROCURE
AST-0002087,2024-12-03,Compras,order,Litoral Office,1867.27,16,3483.16,late,9,PROCURE
AST-0002088,2024-12-17,Compras,expense,Norte Industrial,7559.24,15,6966.32,approved,4,PROCURE
AST-0002089,2024-12-22,Compras,order,Norte Industrial,5637.0,7,3483.16,on_time,7,PROCURE
AST-0002090,2024-12-14,Compras,supplier,Pampa Logistics,3913.61,8,4382.04,on_time,10,PROCURE
