record_id,fecha,area,metric_type,proveedor,importe,cantidad,presupuesto,estado,cycle_days,sistema
AST-0002471,2025-01-27,Ventas,order,Cliente Boreal,2713.48,6,3323.2,on_time,11,CRM
AST-0002472,2025-01-05,Ventas,order,Cliente Boreal,3160.74,13,3323.2,on_time,10,CRM
AST-0002473,2025-01-05,Ventas,sales,Cuenta Andina,3568.59,7,13721.6,approved,11,CRM
AST-0002474,2025-01-01,Ventas,sales,Cuenta Andina,24082.16,15,13721.6,on_time,5,CRM
AST-0002475,2025-01-24,Ventas,order,Mercado Sur,2581.52,12,3323.2,on_time,9,CRM
AST-0002476,2025-01-12,Ventas,sales,Cuenta Andina,8363.75,9,13721.6,late,6,CRM
AST-0002477,2025-01-24,Ventas,margin_input,Mercado Sur,12745.83,21,7718.4,on_time,10,CRM
AST-0002478,2025-01-15,Ventas,margin_input,Mercado Sur,9861.54,8,7718.4,late,3,CRM
AST-0002479,2025-01-10,Ventas,order,Casa Nativa,3079.4,15,3323.2,pending,5,CRM
AST-0002480,2025-01-17,Ventas,sales,Grupo Terra,10650.39,5,13721.6,on_time,8,CRM
AST-0002481,2025-01-05,Ventas,sales,Cliente Boreal,8045.24,9,13721.6,late,5,CRM
AST-0002482,2025-01-06,Ventas,sales,Grupo Terra,18092.49,8,13721.6,on_time,3,CRM
AST-0002483,2025-01-13,Ventas,order,Cuenta Andina,3317.3,9,3323.2,on_time,3,CRM
AST-0002484,2025-01-17,Ventas,margin_input,Mercado Sur,10740.48,6,7718.4,on_time,3,CRM
AST-0002485,2025-01-24,Ventas,sales,Grupo Terra,12143.95,15,13721.6,late,7,CRM
AST-0002486,2025-01-14,Ventas,sales,Grupo Terra,14057.42,3,13721.6,approved,4,CRM
AST-0002487,2025-01-22,Ventas,order,Grupo Terra,4275.97,8,3323.2,on_time,5,CRM
AST-0002488,2025-01-02,Ventas,order,Cuenta Andina,4367.69,1,3323.2,on_time,3,CRM
AST-0002489,2025-01-24,Ventas,margin_input,Mercado Sur,5370.59,4,7718.4,approved,7,CRM
AST-0002490,2025-01-21,Ventas,margin_input,Cuenta Andina,7541.97,1,7718.4,on_time,8,CRM
AST-0002491,2025-01-09,Ventas,margin_input,Mercado Sur,2594.48,15,7718.4,on_time,10,CRM
AST-0002492,2025-01-09,Ventas,margin_input,Casa Nativa,3822.21,14,7718.4,approved,1,CRM
AST-0002493,2025-01-14,Ventas,sales,Cliente Boreal,8823.12,13,13721.6,on_time,6,CRM
AST-0002494,2025-01-25,Ventas,sales,Cliente Boreal,12886.58,12,13721.6,approved,8,CRM
AST-0002495,2025-01-08,Ventas,margin_input,Mercado Sur,5624.63,9,7718.4,on_time,7,CRM
AST-0002496,2025-01-12,Ventas,sales,Cuenta Andina,22110.95,2,13721.6,approved,9,CRM
AST-0002497,2025-01-20,Ventas,sales,Grupo Terra,13200.15,2,13721.6,late,6,CRM
AST-0002498,2025-01-02,Ventas,sales,Grupo Terra,34489.73,10,13721.6,on_time,1,CRM
AST-0002499,2025-01-25,Ventas,order,Mercado Sur,4878.59,1,3323.2,approved,8,CRM
AST-0002500,2025-01-08,Ventas,sales,Mercado Sur,22976.99,1,13721.6,on_time,8,CRM
AST-0002501,2025-01-14,Ventas,order,Grupo Terra,2310.79,9,3323.2,on_time,7,CRM
AST-0002502,2025-01-28,Ventas,order,Casa Nativa,3202.07,8,3323.2,on_time,2,CRM
AST-0002503,2025-01-07,Ventas,sales,Casa Nativa,19726.58,9,13721.6,approved,7,CRM
AST-0002504,2025-01-04,Ventas,sales,Grupo Terra,24101.5,9,13721.6,on_time,6,CRM
AST-0002505,2025-01-23,Ventas,order,Mercado Sur,1676.9,3,3323.2,approved,1,CRM
AST-0002506,2025-01-01,Ventas,sales,Casa Nativa,13364.15,4,13721.6,pending,4,CRM
AST-0002507,2025-01-07,Ventas,order,Cliente Boreal,6625.17,10,3323.2,on_time,11,CRM
AST-0002508,2025-01-04,Ventas,order,Grupo Terra,2653.08,2,3323.2,approved,3,CRM
AST-0002509,2025-01-26,Ventas,sales,Cuenta Andina,23212.61,8,13721.6,approved,7,CRM
AST-0002510,2025-01-19,Ventas,sales,Mercado Sur,16602.39,7,13721.6,on_time,8,CRM
AST-0002511,2025-01-16,Ventas,margin_input,Cuenta Andina,6627.75,11,7718.4,approved,8,CRM
AST-0002512,2025-01-06,Ventas,sales,Grupo Terra,14639.77,7,13721.6,on_time,6,CRM
AST-0002513,2025-01-10,Ventas,margin_input,Grupo Terra,7762.72,2,7718.4,on_time,7,CRM
AST-0002514,2025-01-15,Ventas,sales,Grupo Terra,13564.15,6,13721.6,on_time,7,CRM
AST-0002515,2025-01-18,Ventas,order,Cliente Boreal,1415.02,3,3323.2,late,1,CRM
AST-0002516,2025-01-07,Ventas,sales,Cuenta Andina,18140.24,17,13721.6,on_time,8,CRM
AST-0002517,2025-01-24,Ventas,order,Casa Nativa,2152.38,12,3323.2,approved,13,CRM
AST-0002518,2025-01-27,Ventas,margin_input,Cuenta Andina,10066.74,4,7718.4,on_time,9,CRM
AST-0002519,2025-01-09,Ventas,sales,Cliente Boreal,11449.82,3,13721.6,on_time,4,CRM
AST-0002520,2025-01-14,Ventas,margin_input,Grupo Terra,5773.63,11,7718.4,on_time,6,CRM
AST-0002521,2025-01-23,Ventas,order,Cuenta Andina,5341.62,7,3323.2,approved,10,CRM
AST-0002522,2025-01-21,Ventas,order,Cliente Boreal,6173.17,9,3323.2,late,6,CRM
AST-0002523,2025-01-10,Ventas,order,Cuenta Andina,2374.07,1,3323.2,approved,5,CRM
AST-0002524,2025-01-07,Ventas,order,Cliente Boreal,4957.08,14,3323.2,on_time,7,CRM
AST-0002525,2025-01-21,Ventas,order,Casa Nativa,3958.5,10,3323.2,on_time,14,CRM
AST-0002526,2025-01-12,Ventas,sales,Mercado Sur,16928.01,6,13721.6,on_time,2,CRM
AST-0002527,2025-01-09,Ventas,order,Grupo Terra,2476.78,1,3323.2,on_time,9,CRM
AST-0002528,2025-01-14,Ventas,order,Grupo Terra,3686.74,17,3323.2,late,8,CRM
AST-0002529,2025-01-19,Ventas,sales,Casa Nativa,18713.01,1,13721.6,on_time,1,CRM
AST-0002530,2025-01-27,Ventas,order,Mercado Sur,5625.04,3,3323.2,on_time,1,CRM
AST-0002531,2025-01-06,Ventas,sales,Casa Nativa,19733.77,8,13721.6,on_time,13,CRM
AST-0002532,2025-01-02,Ventas,sales,Cuenta Andina,27789.47,2,13721.6,approved,8,CRM
AST-0002533,2025-01-12,Ventas,order,Mercado Sur,3028.52,12,3323.2,on_time,9,CRM
AST-0002534,2025-01-15,Ventas,sales,Cuenta Andina,11155.2,14,13721.6,approved,5,CRM
AST-0002535,2025-01-23,Ventas,margin_input,Casa Nativa,14979.44,8,7718.4,approved,4,CRM
AST-0002536,2025-01-23,Ventas,order,Cliente Boreal,5858.58,5,3323.2,approved,8,CRM
AST-0002537,2025-01-18,Ventas,sales,Cliente Boreal,20368.98,12,13721.6,approved,5,CRM
AST-0002538,2025-01-04,Ventas,order,Casa Nativa,4823.14,1,3323.2,late,7,CRM
AST-0002539,2025-01-10,Ventas,sales,Cuenta Andina,16897.07,12,13721.6,approved,3,CRM
AST-0002540,2025-01-20,Ventas,sales,Mercado Sur,21102.28,6,13721.6,approved,10,CRM
AST-0002541,2025-01-25,Ventas,order,Casa Nativa,2965.31,10,3323.2,on_time,7,CRM
AST-0002542,2025-01-04,Ventas,sales,Casa Nativa,11725.24,5,13721.6,late,12,CRM
AST-0002543,2025-01-04,Ventas,order,Cliente Boreal,5079.43,14,3323.2,approved,7,CRM
AST-0002544,2025-01-03,Ventas,sales,Mercado Sur,5735.8,8,13721.6,late,7,CRM
AST-0002545,2025-01-27,Ventas,margin_input,Cuenta Andina,7427.24,6,7718.4,on_time,6,CRM
AST-0002546,2025-01-21,Ventas,sales,Mercado Sur,10532.72,4,13721.6,pending,4,CRM
AST-0002547,2025-01-07,Ventas,sales,Mercado Sur,22226.0,4,13721.6,approved,4,CRM
AST-0002548,2025-01-09,Ventas,sales,Mercado Sur,10491.95,7,13721.6,on_time,2,CRM
AST-0002549,2025-01-24,Ventas,order,Casa Nativa,4398.35,5,3323.2,late,7,CRM
AST-0002550,2025-01-21,Ventas,sales,Cuenta Andina,14274.43,9,13721.6,approved,6,CRM
AST-0002551,2025-01-23,Ventas,order,Cuenta Andina,4212.91,4,3323.2,late,5,CRM
AST-0002552,2025-01-21,Ventas,sales,Casa Nativa,19609.87,1,13721.6,on_time,9,CRM
AST-0002553,2025-01-10,Ventas,order,Cliente Boreal,3528.3,1,3323.2,approved,6,CRM
AST-0002554,2025-01-08,Ventas,order,Cuenta Andina,2819.2,7,3323.2,approved,7,CRM
AST-0002555,2025-01-16,Ventas,sales,Grupo Terra,9441.53,6,13721.6,on_time,9,CRM
AST-0002556,2025-01-11,Ventas,margin_input,Cliente Boreal,17459.16,8,7718.4,on_time,7,CRM
AST-0002557,2025-01-27,Ventas,sales,Cliente Boreal,9501.41,13,13721.6,on_time,7,CRM
AST-0002558,2025-01-13,Ventas,sales,Cuenta Andina,15113.11,15,13721.6,approved,8,CRM
AST-0002559,2025-01-14,Ventas,sales,Cliente Boreal,16499.58,21,13721.6,pending,6,CRM
AST-0002560,2025-01-23,Ventas,order,Casa Nativa,3870.51,6,3323.2,on_time,6,CRM
AST-0002561,2025-01-20,Ventas,margin_input,Casa Nativa,5778.3,9,7718.4,on_time,6,CRM
AST-0002562,2025-01-04,Ventas,sales,Cliente Boreal,10818.96,1,13721.6,approved,9,CRM
AST-0002563,2025-01-01,Ventas,sales,Cuenta Andina,11000.48,1,13721.6,on_time,8,CRM
AST-0002564,2025-01-12,Ventas,sales,Cliente Boreal,11302.74,1,13721.6,approved,6,CRM
AST-0002565,2025-01-15,Ventas,order,Grupo Terra,1945.8,11,3323.2,pending,5,CRM
