record_id;fecha;area;metric_type;proveedor;importe;cantidad;presupuesto;estado;cycle_days;sistema
AST-0000191;2024-07-06;Ventas;sales;Cuenta Andina;9402.91;19;12800.0;on_time;13;CRM
AST-0000192;2024-07-14;Ventas;sales;Cliente Boreal;12871.23;4;12800.0;on_time;6;CRM
AST-0000193;2024-07-21;Ventas;sales;Cuenta Andina;13782.46;2;12800.0;on_time;7;CRM
AST-0000194;2024-07-23;Ventas;sales;Grupo Terra;13397.06;1;12800.0;on_time;7;CRM
AST-0000195;2024-07-02;Ventas;margin_input;Mercado Sur;15185.16;10;7200.0;on_time;8;CRM
AST-0000196;2024-07-23;Ventas;order;Casa Nativa;1731.8;4;3100.0;on_time;5;CRM
AST-0000197;2024-07-04;Ventas;order;Cuenta Andina;2592.36;1;3100.0;late;7;CRM
AST-0000198;2024-07-02;Ventas;margin_input;Casa Nativa;3300.53;1;7200.0;pending;9;CRM
AST-0000199;2024-07-16;Ventas;sales;Cliente Boreal;6711.49;1;12800.0;on_time;1;CRM
AST-0000200;2024-07-20;Ventas;sales;Cliente Boreal;15170.85;7;12800.0;approved;9;CRM
AST-0000201;2024-07-28;Ventas;sales;Casa Nativa;5993.88;7;12800.0;late;9;CRM
AST-0000202;2024-07-03;Ventas;order;Casa Nativa;986.31;3;3100.0;pending;3;CRM
AST-0000203;2024-07-05;Ventas;sales;Grupo Terra;9042.24;1;12800.0;approved;6;CRM
AST-0000204;2024-07-27;Ventas;sales;Cuenta Andina;10968.65;10;12800.0;approved;6;CRM
AST-0000205;2024-07-10;Ventas;sales;Mercado Sur;7344.53;11;12800.0;on_time;6;CRM
AST-0000206;2024-07-12;Ventas;order;Cuenta Andina;3054.28;13;3100.0;on_time;4;CRM
AST-0000207;2024-07-18;Ventas;order;Cuenta Andina;2486.7;1;3100.0;approved;1;CRM
AST-0000208;2024-07-06;Ventas;sales;Mercado Sur;13702.75;6;12800.0;on_time;5;CRM
AST-0000209;2024-07-05;Ventas;order;Mercado Sur;1994.46;17;3100.0;approved;3;CRM
AST-0000210;2024-07-26;Ventas;sales;Casa Nativa;17870.45;11;12800.0;approved;13;CRM
AST-0000211;2024-07-27;Ventas;margin_input;Casa Nativa;5974.56;22;7200.0;on_time;13;CRM
AST-0000212;2024-07-20;Ventas;order;Casa Nativa;2084.7;12;3100.0;on_time;6;CRM
AST-0000213;2024-07-11;Ventas;sales;Cuenta Andina;15402.04;3;12800.0;approved;7;CRM
AST-0000214;2024-07-16;Ventas;order;Cliente Boreal;1905.1;11;3100.0;approved;6;CRM
AST-0000215;2024-07-08;Ventas;sales;Cuenta Andina;8179.52;6;12800.0;on_time;5;CRM
AST-0000216;2024-07-13;Ventas;sales;Mercado Sur;5998.46;11;12800.0;on_time;2;CRM
AST-0000217;2024-07-01;Ventas;margin_input;Grupo Terra;4514.16;8;7200.0;on_time;5;CRM
AST-0000218;2024-07-24;Ventas;order;Mercado Sur;3086.17;13;3100.0;approved;6;CRM
