record_id,date,area,metric_type,supplier_name,net_value,units,target,status,lead_time,source_system
AST-0008456,2026-05-26,Compras,expense,Norte Industrial,17505.45,9,7022.38,approved,13,PROCURE
AST-0008457,2026-05-08,Compras,order,Pampa Logistics,2229.96,10,3511.19,on_time,4,PROCURE
AST-0008458,2026-05-20,Compras,expense,Norte Industrial,18403.29,9,7022.38,approved,1,PROCURE
AST-0008459,2026-05-23,Compras,expense,Norte Industrial,7037.67,3,7022.38,approved,8,PROCURE
AST-0008460,2026-05-10,Compras,order,Norte Industrial,4433.1,8,3511.19,on_time,6,PROCURE
AST-0008461,2026-05-02,Compras,supplier,Litoral Office,10845.55,4,4417.3,approved,5,PROCURE
AST-0008462,2026-05-10,Compras,supplier,Orion Tech,3304.14,1,4417.3,approved,5,PROCURE
AST-0008463,2026-05-20,Compras,expense,Norte Industrial,13696.62,13,7022.38,approved,4,PROCURE
AST-0008464,2026-05-19,Compras,expense,Norte Industrial,15177.34,9,7022.38,on_time,3,PROCURE
AST-0008465,2026-05-14,Compras,expense,Orion Tech,9929.83,1,7022.38,on_time,1,PROCURE
AST-0008466,2026-05-16,Compras,expense,Atlas Supply,14329.77,8,7022.38,late,6,PROCURE
AST-0008467,2026-05-21,Compras,expense,Pampa Logistics,15212.64,5,7022.38,on_time,12,PROCURE
AST-0008468,2026-05-06,Compras,expense,Atlas Supply,8318.08,17,7022.38,approved,5,PROCURE
AST-0008469,2026-05-13,Compras,expense,Pampa Logistics,4911.33,4,7022.38,approved,4,PROCURE
AST-0008470,2026-05-03,Compras,supplier,Atlas Supply,1337.08,17,4417.3,on_time,6,PROCURE
AST-0008471,2026-05-04,Compras,supplier,Orion Tech,8772.97,4,4417.3,on_time,5,PROCURE
AST-0008472,2026-05-09,Compras,order,Orion Tech,2368.92,15,3511.19,on_time,6,PROCURE
AST-0008473,2026-05-08,Compras,expense,Atlas Supply,6846.77,4,7022.38,pending,2,PROCURE
AST-0008474,2026-05-20,Compras,expense,Litoral Office,11808.85,7,7022.38,approved,10,PROCURE
AST-0008475,2026-05-01,Compras,order,Atlas Supply,4071.62,15,3511.19,pending,8,PROCURE
AST-0008476,2026-05-16,Compras,expense,Litoral Office,12377.65,11,7022.38,on_time,6,PROCURE
AST-0008477,2026-05-23,Compras,expense,Orion Tech,16445.89,1,7022.38,approved,7,PROCURE
AST-0008478,2026-05-22,Compras,expense,Orion Tech,13910.47,13,7022.38,on_time,12,PROCURE
AST-0008479,2026-05-16,Compras,order,Atlas Supply,1701.07,2,3511.19,on_time,4,PROCURE
AST-0008480,2026-05-20,Compras,expense,Pampa Logistics,8446.86,7,7022.38,on_time,6,PROCURE
