record_id,posting_date,area,kpi_type,vendor,value,quantity,budget,status,cycle_days,origin
AST-0004466,2025-06-19,Operaciones,inventory,Centro Sur,3175.7,54,2340.98,on_time,9,WMS
AST-0004467,2025-06-20,Operaciones,inventory,Centro Norte,3015.02,54,2340.98,on_time,17,WMS
AST-0004468,2025-06-11,Operaciones,cycle_time,Centro Norte,876.13,7,957.67,approved,13,WMS
AST-0004469,2025-06-09,Operaciones,inventory,Hub Oeste,2458.56,42,2340.98,approved,14,WMS
AST-0004470,2025-06-10,Operaciones,inventory,Hub Oeste,2123.24,51,2340.98,on_time,14,WMS
AST-0004471,2025-06-06,Operaciones,inventory,Hub Oeste,3308.36,51,2340.98,late,10,WMS
AST-0004472,2025-06-09,Operaciones,cycle_time,Centro Norte,815.3,15,957.67,on_time,13,WMS
AST-0004473,2025-06-21,Operaciones,inventory,Centro Sur,1228.45,48,2340.98,on_time,13,WMS
AST-0004474,2025-06-28,Operaciones,cycle_time,Hub Litoral,1167.83,19,957.67,approved,14,WMS
AST-0004475,2025-06-10,Operaciones,compliance,Hub Litoral,507.91,5,744.86,approved,12,WMS
AST-0004476,2025-06-23,Operaciones,inventory,Hub Oeste,2170.02,53,2340.98,approved,10,WMS
AST-0004477,2025-06-27,Operaciones,cycle_time,Centro Norte,887.86,8,957.67,approved,14,WMS
AST-0004478,2025-06-03,Operaciones,compliance,Centro Norte,412.91,9,744.86,on_time,17,WMS
AST-0004479,2025-06-11,Operaciones,compliance,Hub Litoral,821.87,11,744.86,on_time,12,WMS
AST-0004480,2025-06-24,Operaciones,compliance,Centro Norte,1124.93,10,744.86,approved,8,WMS
AST-0004481,2025-06-17,Operaciones,inventory,Hub Oeste,1239.98,36,2340.98,on_time,10,WMS
AST-0004482,2025-06-14,Operaciones,cycle_time,Centro Norte,1405.53,1,957.67,late,11,WMS
AST-0004483,2025-06-10,Operaciones,inventory,Hub Oeste,2893.52,36,2340.98,on_time,12,WMS
AST-0004484,2025-06-11,Operaciones,compliance,Centro Norte,366.44,11,744.86,on_time,14,WMS
AST-0004485,2025-06-24,Operaciones,inventory,Hub Oeste,2665.69,43,2340.98,on_time,11,WMS
AST-0004486,2025-06-14,Operaciones,inventory,Centro Sur,1833.81,46,2340.98,approved,13,WMS
AST-0004487,2025-06-13,Operaciones,inventory,Hub Litoral,3026.96,46,2340.98,approved,14,WMS
AST-0004488,2025-06-16,Operaciones,inventory,Centro Norte,2006.28,43,2340.98,approved,16,WMS
AST-0004489,2025-06-17,Operaciones,inventory,Centro Norte,3621.7,46,2340.98,late,9,WMS
AST-0004490,2025-06-18,Operaciones,inventory,Centro Sur,865.21,62,2340.98,approved,7,WMS
AST-0004491,2025-06-19,Operaciones,cycle_time,Hub Litoral,1316.54,1,957.67,late,13,WMS
AST-0004492,2025-06-22,Operaciones,inventory,Hub Oeste,3483.72,36,2340.98,on_time,9,WMS
AST-0004493,2025-06-02,Operaciones,cycle_time,Centro Sur,1601.69,9,957.67,on_time,10,WMS
AST-0004494,2025-06-03,Operaciones,inventory,Centro Norte,2668.64,51,2340.98,late,14,WMS
AST-0004495,2025-06-13,Operaciones,cycle_time,Hub Litoral,857.04,2,957.67,on_time,10,WMS
AST-0004496,2025-06-01,Operaciones,inventory,Hub Litoral,2100.68,62,2340.98,on_time,8,WMS
AST-0004497,2025-06-18,Operaciones,inventory,Hub Oeste,3065.75,48,2340.98,approved,12,WMS
AST-0004498,2025-06-21,Operaciones,cycle_time,Centro Sur,1088.57,14,957.67,on_time,6,WMS
