record_id;date;area;metric_type;supplier_name;net_value;units;target;status;lead_time;source_system
AST-0006271;2025-11-24;Ventas;sales;Casa Nativa;24334.74;8;16843.22;on_time;1;CRM
AST-0006272;2025-11-23;Ventas;order;Mercado Sur;5386.15;2;4079.22;pending;10;CRM
AST-0006273;2025-11-11;Ventas;sales;Cuenta Andina;9171.2;12;16843.22;on_time;3;CRM
AST-0006274;2025-11-14;Ventas;margin_input;Mercado Sur;19816.69;1;9474.31;on_time;6;CRM
AST-0006275;2025-11-09;Ventas;sales;Cuenta Andina;24530.1;12;16843.22;pending;5;CRM
AST-0006276;2025-11-03;Ventas;sales;Mercado Sur;20593.68;14;16843.22;on_time;6;CRM
AST-0006277;2025-11-01;Ventas;sales;Casa Nativa;16267.36;4;16843.22;approved;6;CRM
AST-0006278;2025-11-24;Ventas;sales;Casa Nativa;10639.67;2;16843.22;approved;3;CRM
AST-0006279;2025-11-17;Ventas;sales;Mercado Sur;17838.06;1;16843.22;on_time;4;CRM
AST-0006280;2025-11-04;Ventas;margin_input;Cuenta Andina;11890.89;3;9474.31;approved;8;CRM
AST-0006281;2025-11-17;Ventas;order;Mercado Sur;5674.18;1;4079.22;late;4;CRM
AST-0006282;2025-11-25;Ventas;margin_input;Grupo Terra;6159.62;1;9474.31;on_time;5;CRM
AST-0006283;2025-11-02;Ventas;sales;Mercado Sur;12811.08;9;16843.22;pending;13;CRM
AST-0006284;2025-11-13;Ventas;sales;Grupo Terra;22955.64;13;16843.22;approved;7;CRM
AST-0006285;2025-11-25;Ventas;sales;Grupo Terra;23049.97;8;16843.22;on_time;9;CRM
AST-0006286;2025-11-15;Ventas;order;Mercado Sur;2147.1;14;4079.22;late;9;CRM
AST-0006287;2025-11-05;Ventas;sales;Mercado Sur;31519.64;8;16843.22;on_time;5;CRM
AST-0006288;2025-11-14;Ventas;margin_input;Casa Nativa;7161.23;19;9474.31;on_time;3;CRM
AST-0006289;2025-11-26;Ventas;sales;Cuenta Andina;15914.32;17;16843.22;approved;10;CRM
AST-0006290;2025-11-15;Ventas;margin_input;Casa Nativa;4642.64;20;9474.31;late;8;CRM
AST-0006291;2025-11-18;Ventas;order;Cuenta Andina;5917.34;10;4079.22;approved;4;CRM
AST-0006292;2025-11-14;Ventas;sales;Mercado Sur;17497.05;8;16843.22;on_time;5;CRM
AST-0006293;2025-11-15;Ventas;order;Grupo Terra;3765.42;11;4079.22;approved;8;CRM
AST-0006294;2025-11-22;Ventas;margin_input;Cliente Boreal;15698.65;10;9474.31;on_time;2;CRM
AST-0006295;2025-11-25;Ventas;margin_input;Grupo Terra;14053.34;7;9474.31;on_time;7;CRM
AST-0006296;2025-11-12;Ventas;sales;Mercado Sur;20623.28;13;16843.22;late;13;CRM
AST-0006297;2025-11-24;Ventas;sales;Cliente Boreal;18797.25;3;16843.22;approved;8;CRM
AST-0006298;2025-11-20;Ventas;order;Cuenta Andina;2917.53;16;4079.22;late;3;CRM
AST-0006299;2025-11-19;Ventas;margin_input;Grupo Terra;41496.12;8;9474.31;on_time;9;CRM
AST-0006300;2025-11-20;Ventas;sales;Cliente Boreal;4727.44;3;16843.22;on_time;11;CRM
AST-0006301;2025-11-21;Ventas;sales;Cliente Boreal;13976.52;1;16843.22;approved;5;CRM
AST-0006302;2025-11-27;Ventas;margin_input;Mercado Sur;6500.63;1;9474.31;on_time;11;CRM
AST-0006303;2025-11-09;Ventas;margin_input;Grupo Terra;7465.65;9;9474.31;on_time;7;CRM
AST-0006304;2025-11-25;Ventas;sales;Mercado Sur;21715.77;3;16843.22;approved;3;CRM
AST-0006305;2025-11-26;Ventas;sales;Mercado Sur;12399.96;12;16843.22;late;5;CRM
AST-0006306;2025-11-05;Ventas;sales;Casa Nativa;25685.81;10;16843.22;approved;1;CRM
AST-0006307;2025-11-21;Ventas;margin_input;Mercado Sur;17187.43;4;9474.31;approved;8;CRM
AST-0006308;2025-11-05;Ventas;order;Casa Nativa;2817.22;4;4079.22;approved;7;CRM
AST-0006309;2025-11-17;Ventas;order;Cuenta Andina;6023.95;4;4079.22;approved;8;CRM
AST-0006310;2025-11-21;Ventas;margin_input;Casa Nativa;13674.52;15;9474.31;pending;3;CRM
AST-0006311;2025-11-11;Ventas;order;Cuenta Andina;3050.93;3;4079.22;approved;3;CRM
AST-0006312;2025-11-08;Ventas;order;Cuenta Andina;6044.27;5;4079.22;approved;13;CRM
AST-0006313;2025-11-23;Ventas;sales;Cliente Boreal;9010.13;13;16843.22;on_time;9;CRM
AST-0006314;2025-11-07;Ventas;sales;Casa Nativa;14224.13;13;16843.22;approved;5;CRM
AST-0006315;2025-11-10;Ventas;order;Grupo Terra;6355.4;7;4079.22;on_time;9;CRM
AST-0006316;2025-11-09;Ventas;sales;Grupo Terra;9329.63;15;16843.22;on_time;6;CRM
AST-0006317;2025-11-12;Ventas;sales;Cuenta Andina;13554.69;1;16843.22;late;2;CRM
AST-0006318;2025-11-02;Ventas;order;Grupo Terra;2398.56;14;4079.22;on_time;9;CRM
AST-0006319;2025-11-18;Ventas;sales;Grupo Terra;30367.85;19;16843.22;on_time;2;CRM
AST-0006320;2025-11-27;Ventas;order;Grupo Terra;2851.88;1;4079.22;pending;2;CRM
AST-0006321;2025-11-03;Ventas;margin_input;Grupo Terra;4873.25;14;9474.31;late;3;CRM
AST-0006322;2025-11-12;Ventas;sales;Cuenta Andina;8796.55;11;16843.22;approved;3;CRM
AST-0006323;2025-11-04;Ventas;margin_input;Cuenta Andina;10276.86;21;9474.31;approved;8;CRM
AST-0006324;2025-11-08;Ventas;sales;Mercado Sur;15558.12;14;16843.22;late;8;CRM
AST-0006325;2025-11-24;Ventas;margin_input;Cuenta Andina;8068.5;11;9474.31;pending;10;CRM
AST-0006326;2025-11-15;Ventas;margin_input;Casa Nativa;5733.13;11;9474.31;late;5;CRM
AST-0006327;2025-11-22;Ventas;sales;Grupo Terra;12481.29;14;16843.22;on_time;1;CRM
AST-0006328;2025-11-13;Ventas;margin_input;Grupo Terra;13615.09;27;9474.31;on_time;5;CRM
AST-0006329;2025-11-10;Ventas;sales;Cuenta Andina;10590.62;6;16843.22;on_time;6;CRM
AST-0006330;2025-11-07;Ventas;sales;Cuenta Andina;7142.09;1;16843.22;on_time;1;CRM
AST-0006331;2025-11-04;Ventas;margin_input;Mercado Sur;9275.73;12;9474.31;on_time;6;CRM
AST-0006332;2025-11-07;Ventas;sales;Casa Nativa;32359.93;7;16843.22;on_time;4;CRM
