record_id,date,area,metric_type,supplier_name,net_value,units,target,status,lead_time,source_system
AST-0003991,2025-05-20,Ventas,sales,Cuenta Andina,19185.06,19,12846.16,on_time,3,CRM
AST-0003992,2025-05-25,Ventas,sales,Cliente Boreal,9641.27,1,12846.16,pending,7,CRM
AST-0003993,2025-05-28,Ventas,sales,Mercado Sur,15696.77,19,12846.16,late,6,CRM
AST-0003994,2025-05-15,Ventas,sales,Cliente Boreal,23454.22,28,12846.16,approved,5,CRM
AST-0003995,2025-05-09,Ventas,sales,Casa Nativa,11374.94,8,12846.16,approved,5,CRM
AST-0003996,2025-05-06,Ventas,order,Mercado Sur,3302.32,7,3111.18,approved,4,CRM
AST-0003997,2025-05-14,Ventas,order,Casa Nativa,2071.11,8,3111.18,on_time,7,CRM
AST-0003998,2025-05-07,Ventas,sales,Cuenta Andina,16295.51,1,12846.16,on_time,8,CRM
AST-0003999,2025-05-11,Ventas,margin_input,Mercado Sur,11057.96,9,7225.96,on_time,10,CRM
AST-0004000,2025-05-15,Ventas,margin_input,Cliente Boreal,12000.8,1,7225.96,on_time,7,CRM
AST-0004001,2025-05-20,Ventas,order,Casa Nativa,1657.3,2,3111.18,approved,12,CRM
AST-0004002,2025-05-28,Ventas,sales,Cliente Boreal,12068.26,7,12846.16,on_time,14,CRM
AST-0004003,2025-05-17,Ventas,sales,Mercado Sur,22802.21,1,12846.16,on_time,2,CRM
AST-0004004,2025-05-28,Ventas,sales,Cliente Boreal,19329.75,8,12846.16,on_time,9,CRM
AST-0004005,2025-05-17,Ventas,order,Cuenta Andina,4769.45,1,3111.18,on_time,8,CRM
AST-0004006,2025-05-03,Ventas,order,Cliente Boreal,2282.02,1,3111.18,on_time,10,CRM
AST-0004007,2025-05-10,Ventas,order,Cuenta Andina,2426.79,15,3111.18,late,8,CRM
AST-0004008,2025-05-02,Ventas,order,Mercado Sur,5113.4,8,3111.18,on_time,2,CRM
AST-0004009,2025-05-10,Ventas,order,Grupo Terra,4147.96,9,3111.18,approved,3,CRM
AST-0004010,2025-05-09,Ventas,margin_input,Cuenta Andina,7793.95,10,7225.96,late,3,CRM
AST-0004011,2025-05-05,Ventas,sales,Cliente Boreal,23200.25,5,12846.16,late,1,CRM
AST-0004012,2025-05-10,Ventas,margin_input,Grupo Terra,5921.28,25,7225.96,on_time,2,CRM
AST-0004013,2025-05-10,Ventas,margin_input,Cuenta Andina,10284.12,11,7225.96,on_time,10,CRM
AST-0004014,2025-05-27,Ventas,order,Grupo Terra,1260.58,22,3111.18,approved,4,CRM
AST-0004015,2025-05-18,Ventas,sales,Cliente Boreal,13675.02,10,12846.16,approved,5,CRM
AST-0004016,2025-05-11,Ventas,margin_input,Cliente Boreal,7714.67,11,7225.96,on_time,4,CRM
AST-0004017,2025-05-27,Ventas,margin_input,Cuenta Andina,5917.73,10,7225.96,late,1,CRM
AST-0004018,2025-05-11,Ventas,order,Grupo Terra,3597.36,10,3111.18,on_time,3,CRM
AST-0004019,2025-05-13,Ventas,order,Casa Nativa,1926.11,9,3111.18,late,7,CRM
AST-0004020,2025-05-11,Ventas,sales,Grupo Terra,10418.32,4,12846.16,approved,5,CRM
AST-0004021,2025-05-05,Ventas,margin_input,Cuenta Andina,16319.09,4,7225.96,pending,7,CRM
AST-0004022,2025-05-07,Ventas,order,Casa Nativa,3455.11,4,3111.18,approved,10,CRM
AST-0004023,2025-05-09,Ventas,sales,Grupo Terra,6794.76,16,12846.16,on_time,7,CRM
AST-0004024,2025-05-04,Ventas,margin_input,Cuenta Andina,4536.54,17,7225.96,on_time,11,CRM
AST-0004025,2025-05-28,Ventas,order,Cuenta Andina,4024.44,17,3111.18,pending,11,CRM
AST-0004026,2025-05-05,Ventas,sales,Grupo Terra,10102.13,12,12846.16,on_time,1,CRM
AST-0004027,2025-05-27,Ventas,margin_input,Cuenta Andina,10876.61,4,7225.96,approved,8,CRM
