record_id,date,area,metric_type,supplier_name,net_value,units,target,status,lead_time,source_system
AST-0007506,2026-02-06,Operaciones,compliance,Hub Oeste,517.36,1,808.02,approved,9,WMS
AST-0007507,2026-02-08,Operaciones,compliance,Centro Norte,1108.62,13,808.02,on_time,15,WMS
AST-0007508,2026-02-20,Operaciones,inventory,Centro Norte,1437.09,35,2539.5,on_time,13,WMS
AST-0007509,2026-02-15,Operaciones,cycle_time,Hub Litoral,1604.47,1,1038.89,pending,10,WMS
AST-0007510,2026-02-23,Operaciones,inventory,Hub Litoral,2470.36,54,2539.5,on_time,8,WMS
AST-0007511,2026-02-08,Operaciones,inventory,Hub Oeste,1852.33,49,2539.5,late,17,WMS
AST-0007512,2026-02-19,Operaciones,compliance,Centro Sur,599.55,10,808.02,pending,13,WMS
AST-0007513,2026-02-15,Operaciones,compliance,Centro Norte,514.3,7,808.02,on_time,12,WMS
AST-0007514,2026-02-05,Operaciones,cycle_time,Hub Oeste,1051.36,1,1038.89,approved,12,WMS
AST-0007515,2026-02-14,Operaciones,inventory,Centro Norte,3079.01,47,2539.5,on_time,10,WMS
AST-0007516,2026-02-13,Operaciones,cycle_time,Hub Litoral,988.08,17,1038.89,approved,9,WMS
AST-0007517,2026-02-13,Operaciones,cycle_time,Centro Sur,687.79,5,1038.89,on_time,14,WMS
AST-0007518,2026-02-22,Operaciones,cycle_time,Hub Oeste,1155.21,14,1038.89,approved,13,WMS
AST-0007519,2026-02-24,Operaciones,cycle_time,Centro Sur,342.29,10,1038.89,on_time,8,WMS
AST-0007520,2026-02-22,Operaciones,cycle_time,Centro Sur,845.7,8,1038.89,on_time,12,WMS
AST-0007521,2026-02-22,Operaciones,cycle_time,Hub Oeste,937.57,2,1038.89,pending,16,WMS
AST-0007522,2026-02-04,Operaciones,cycle_time,Hub Oeste,738.93,13,1038.89,on_time,14,WMS
AST-0007523,2026-02-01,Operaciones,compliance,Centro Norte,751.97,5,808.02,approved,13,WMS
AST-0007524,2026-02-28,Operaciones,inventory,Centro Norte,4749.06,36,2539.5,approved,11,WMS
AST-0007525,2026-02-05,Operaciones,inventory,Centro Norte,3900.3,41,2539.5,approved,9,WMS
AST-0007526,2026-02-19,Operaciones,inventory,Centro Norte,2962.63,47,2539.5,approved,9,WMS
