record_id,fecha,area,metric_type,proveedor,importe,cantidad,presupuesto,estado,cycle_days,sistema
AST-0001236,2024-10-01,Compras,supplier,Litoral Office,4084.22,8,4525.25,approved,13,PROCURE
AST-0001237,2024-10-28,Compras,expense,Atlas Supply,10893.64,12,7193.98,on_time,5,PROCURE
AST-0001238,2024-10-16,Compras,supplier,Litoral Office,3445.18,9,4525.25,on_time,6,PROCURE
AST-0001239,2024-10-28,Compras,expense,Norte Industrial,9826.1,14,7193.98,on_time,5,PROCURE
AST-0001240,2024-10-10,Compras,expense,Pampa Logistics,6883.66,1,7193.98,approved,4,PROCURE
AST-0001241,2024-10-01,Compras,order,Orion Tech,5564.46,8,3596.99,pending,11,PROCURE
AST-0001242,2024-10-01,Compras,supplier,Atlas Supply,1201.68,11,4525.25,late,7,PROCURE
AST-0001243,2024-10-22,Compras,expense,Atlas Supply,6317.64,4,7193.98,approved,9,PROCURE
AST-0001244,2024-10-03,Compras,expense,Litoral Office,5862.88,3,7193.98,approved,4,PROCURE
AST-0001245,2024-10-16,Compras,supplier,Pampa Logistics,4858.41,1,4525.25,on_time,4,PROCURE
AST-0001246,2024-10-28,Compras,expense,Norte Industrial,4660.03,1,7193.98,on_time,3,PROCURE
AST-0001247,2024-10-22,Compras,supplier,Orion Tech,3059.22,10,4525.25,late,8,PROCURE
AST-0001248,2024-10-21,Compras,expense,Atlas Supply,8176.57,9,7193.98,on_time,6,PROCURE
AST-0001249,2024-10-20,Compras,order,Atlas Supply,2946.17,1,3596.99,approved,10,PROCURE
AST-0001250,2024-10-02,Compras,expense,Litoral Office,5107.15,1,7193.98,on_time,3,PROCURE
AST-0001251,2024-10-14,Compras,supplier,Litoral Office,10135.01,2,4525.25,on_time,9,PROCURE
AST-0001252,2024-10-28,Compras,expense,Orion Tech,12179.68,6,7193.98,pending,6,PROCURE
AST-0001253,2024-10-12,Compras,order,Norte Industrial,2733.16,6,3596.99,on_time,5,PROCURE
AST-0001254,2024-10-01,Compras,expense,Orion Tech,6187.96,1,7193.98,late,5,PROCURE
AST-0001255,2024-10-14,Compras,expense,Atlas Supply,7304.9,2,7193.98,on_time,9,PROCURE
AST-0001256,2024-10-16,Compras,expense,Norte Industrial,5784.24,13,7193.98,on_time,4,PROCURE
AST-0001257,2024-10-23,Compras,expense,Orion Tech,6910.51,22,7193.98,on_time,3,PROCURE
AST-0001258,2024-10-07,Compras,expense,Pampa Logistics,10429.91,13,7193.98,on_time,8,PROCURE
AST-0001259,2024-10-24,Compras,expense,Litoral Office,5889.42,3,7193.98,late,2,PROCURE
AST-0001260,2024-10-18,Compras,expense,Atlas Supply,5009.35,6,7193.98,on_time,1,PROCURE
AST-0001261,2024-10-11,Compras,supplier,Litoral Office,5061.26,6,4525.25,pending,12,PROCURE
AST-0001262,2024-10-16,Compras,expense,Norte Industrial,6724.33,10,7193.98,late,6,PROCURE
AST-0001263,2024-10-15,Compras,supplier,Atlas Supply,5834.04,21,4525.25,on_time,6,PROCURE
AST-0001264,2024-10-09,Compras,order,Norte Industrial,3535.63,1,3596.99,approved,12,PROCURE
AST-0001265,2024-10-07,Compras,expense,Norte Industrial,14889.63,9,7193.98,on_time,3,PROCURE
AST-0001266,2024-10-17,Compras,order,Pampa Logistics,4818.43,4,3596.99,late,10,PROCURE
AST-0001267,2024-10-13,Compras,expense,Orion Tech,6978.27,10,7193.98,on_time,9,PROCURE
AST-0001268,2024-10-21,Compras,supplier,Orion Tech,11117.63,1,4525.25,pending,5,PROCURE
AST-0001269,2024-10-28,Compras,expense,Norte Industrial,7695.08,2,7193.98,approved,6,PROCURE
AST-0001270,2024-10-10,Compras,expense,Litoral Office,6100.03,8,7193.98,on_time,7,PROCURE
AST-0001271,2024-10-27,Compras,expense,Norte Industrial,5081.18,5,7193.98,approved,9,PROCURE
AST-0001272,2024-10-22,Compras,supplier,Litoral Office,2980.37,9,4525.25,approved,7,PROCURE
AST-0001273,2024-10-20,Compras,order,Pampa Logistics,2600.81,8,3596.99,late,4,PROCURE
AST-0001274,2024-10-16,Compras,supplier,Pampa Logistics,4867.38,8,4525.25,approved,8,PROCURE
AST-0001275,2024-10-01,Compras,order,Orion Tech,3213.92,9,3596.99,on_time,3,PROCURE
AST-0001276,2024-10-21,Compras,order,Orion Tech,3190.65,2,3596.99,on_time,3,PROCURE
AST-0001277,2024-10-16,Compras,order,Norte Industrial,3814.16,9,3596.99,late,9,PROCURE
AST-0001278,2024-10-17,Compras,order,Atlas Supply,6668.07,1,3596.99,late,5,PROCURE
AST-0001279,2024-10-24,Compras,expense,Atlas Supply,3317.06,8,7193.98,pending,6,PROCURE
AST-0001280,2024-10-22,Compras,order,Litoral Office,2080.11,4,3596.99,late,1,PROCURE
AST-0001281,2024-10-06,Compras,expense,Orion Tech,3062.4,7,7193.98,on_time,2,PROCURE
AST-0001282,2024-10-04,Compras,expense,Pampa Logistics,2986.32,6,7193.98,on_time,8,PROCURE
AST-0001283,2024-10-26,Compras,expense,Orion Tech,5342.73,18,7193.98,on_time,7,PROCURE
AST-0001284,2024-10-15,Compras,expense,Litoral Office,3533.2,1,7193.98,on_time,4,PROCURE
AST-0001285,2024-10-07,Compras,order,Atlas Supply,2729.36,1,3596.99,approved,9,PROCURE
AST-0001286,2024-10-04,Compras,expense,Norte Industrial,13006.48,2,7193.98,on_time,8,PROCURE
AST-0001287,2024-10-24,Compras,expense,Litoral Office,7018.15,3,7193.98,late,1,PROCURE
AST-0001288,2024-10-08,Compras,order,Norte Industrial,8712.84,1,3596.99,approved,9,PROCURE
AST-0001289,2024-10-17,Compras,supplier,Atlas Supply,2263.91,11,4525.25,on_time,5,PROCURE
AST-0001290,2024-10-23,Compras,order,Litoral Office,8353.96,1,3596.99,pending,7,PROCURE
AST-0001291,2024-10-03,Compras,expense,Litoral Office,13231.85,14,7193.98,late,4,PROCURE
AST-0001292,2024-10-04,Compras,order,Atlas Supply,4433.65,1,3596.99,on_time,5,PROCURE
AST-0001293,2024-10-25,Compras,order,Orion Tech,3483.11,1,3596.99,on_time,4,PROCURE
