record_id,date,area,metric_type,supplier_name,net_value,units,target,status,lead_time,source_system
AST-0002851,2025-02-16,Ventas,sales,Casa Nativa,8703.89,6,13042.69,on_time,8,CRM
AST-0002852,2025-02-24,Ventas,sales,Grupo Terra,20392.72,12,13042.69,late,5,CRM
AST-0002853,2025-02-06,Ventas,sales,Cuenta Andina,6160.01,21,13042.69,on_time,4,CRM
AST-0002854,2025-02-17,Ventas,order,Casa Nativa,2130.43,4,3158.78,on_time,12,CRM
AST-0002855,2025-02-21,Ventas,sales,Cuenta Andina,15197.02,4,13042.69,on_time,5,CRM
AST-0002856,2025-02-26,Ventas,margin_input,Casa Nativa,9805.83,8,7336.51,late,9,CRM
AST-0002857,2025-02-06,Ventas,order,Cliente Boreal,3238.49,7,3158.78,approved,14,CRM
AST-0002858,2025-02-16,Ventas,margin_input,Mercado Sur,4566.39,7,7336.51,on_time,4,CRM
AST-0002859,2025-02-10,Ventas,sales,Cliente Boreal,13265.0,9,13042.69,on_time,9,CRM
AST-0002860,2025-02-17,Ventas,order,Mercado Sur,2436.72,13,3158.78,approved,5,CRM
AST-0002861,2025-02-15,Ventas,margin_input,Cliente Boreal,5147.97,10,7336.51,approved,4,CRM
AST-0002862,2025-02-16,Ventas,sales,Casa Nativa,14096.99,1,13042.69,late,1,CRM
AST-0002863,2025-02-23,Ventas,order,Cliente Boreal,2691.43,18,3158.78,approved,6,CRM
AST-0002864,2025-02-28,Ventas,margin_input,Mercado Sur,11313.3,3,7336.51,approved,5,CRM
AST-0002865,2025-02-23,Ventas,order,Cuenta Andina,3621.77,25,3158.78,approved,6,CRM
AST-0002866,2025-02-06,Ventas,sales,Mercado Sur,11172.31,15,13042.69,late,3,CRM
AST-0002867,2025-02-18,Ventas,margin_input,Cuenta Andina,6035.79,17,7336.51,on_time,4,CRM
AST-0002868,2025-02-04,Ventas,sales,Cliente Boreal,15360.74,1,13042.69,late,9,CRM
AST-0002869,2025-02-04,Ventas,sales,Cliente Boreal,12711.05,7,13042.69,approved,13,CRM
AST-0002870,2025-02-15,Ventas,margin_input,Cuenta Andina,2798.48,3,7336.51,on_time,9,CRM
AST-0002871,2025-02-01,Ventas,order,Cuenta Andina,5495.6,10,3158.78,approved,5,CRM
AST-0002872,2025-02-03,Ventas,sales,Grupo Terra,19713.8,6,13042.69,on_time,8,CRM
AST-0002873,2025-02-16,Ventas,margin_input,Cliente Boreal,7856.25,16,7336.51,approved,6,CRM
AST-0002874,2025-02-26,Ventas,sales,Cuenta Andina,11194.74,7,13042.69,on_time,9,CRM
AST-0002875,2025-02-10,Ventas,margin_input,Mercado Sur,4592.73,1,7336.51,approved,6,CRM
AST-0002876,2025-02-02,Ventas,order,Cliente Boreal,3276.29,9,3158.78,late,7,CRM
AST-0002877,2025-02-01,Ventas,sales,Mercado Sur,24623.89,7,13042.69,approved,13,CRM
AST-0002878,2025-02-08,Ventas,sales,Casa Nativa,19416.42,12,13042.69,on_time,7,CRM
AST-0002879,2025-02-05,Ventas,sales,Grupo Terra,15090.55,12,13042.69,pending,4,CRM
AST-0002880,2025-02-21,Ventas,order,Casa Nativa,4423.59,1,3158.78,pending,5,CRM
AST-0002881,2025-02-28,Ventas,order,Casa Nativa,7383.11,21,3158.78,approved,9,CRM
AST-0002882,2025-02-24,Ventas,margin_input,Grupo Terra,8151.24,10,7336.51,approved,1,CRM
AST-0002883,2025-02-19,Ventas,order,Cuenta Andina,2272.45,1,3158.78,approved,12,CRM
AST-0002884,2025-02-20,Ventas,sales,Mercado Sur,11272.31,24,13042.69,on_time,2,CRM
AST-0002885,2025-02-20,Ventas,sales,Cuenta Andina,9501.36,1,13042.69,on_time,1,CRM
AST-0002886,2025-02-17,Ventas,sales,Cliente Boreal,29342.5,1,13042.69,late,7,CRM
AST-0002887,2025-02-21,Ventas,order,Cliente Boreal,3229.08,5,3158.78,on_time,5,CRM
AST-0002888,2025-02-01,Ventas,order,Mercado Sur,3697.19,19,3158.78,on_time,4,CRM
AST-0002889,2025-02-16,Ventas,sales,Casa Nativa,6207.96,16,13042.69,late,5,CRM
AST-0002890,2025-02-19,Ventas,sales,Grupo Terra,9383.67,7,13042.69,on_time,6,CRM
AST-0002891,2025-02-19,Ventas,sales,Grupo Terra,37937.88,4,13042.69,approved,8,CRM
AST-0002892,2025-02-09,Ventas,sales,Grupo Terra,9017.8,5,13042.69,pending,6,CRM
AST-0002893,2025-02-12,Ventas,order,Casa Nativa,3045.31,9,3158.78,approved,7,CRM
AST-0002894,2025-02-12,Ventas,sales,Casa Nativa,13464.09,10,13042.69,on_time,6,CRM
AST-0002895,2025-02-10,Ventas,sales,Mercado Sur,11717.58,24,13042.69,on_time,10,CRM
AST-0002896,2025-02-01,Ventas,sales,Casa Nativa,18459.94,18,13042.69,on_time,1,CRM
AST-0002897,2025-02-05,Ventas,order,Cuenta Andina,2627.57,1,3158.78,on_time,8,CRM
AST-0002898,2025-02-18,Ventas,sales,Casa Nativa,17666.28,1,13042.69,on_time,9,CRM
AST-0002899,2025-02-25,Ventas,sales,Grupo Terra,7034.75,16,13042.69,on_time,4,CRM
AST-0002900,2025-02-13,Ventas,sales,Cuenta Andina,24277.45,4,13042.69,on_time,6,CRM
AST-0002901,2025-02-01,Ventas,margin_input,Cliente Boreal,6846.57,5,7336.51,approved,3,CRM
AST-0002902,2025-02-06,Ventas,margin_input,Grupo Terra,8396.22,10,7336.51,on_time,9,CRM
AST-0002903,2025-02-25,Ventas,sales,Cuenta Andina,9194.23,18,13042.69,on_time,5,CRM
AST-0002904,2025-02-14,Ventas,sales,Cliente Boreal,14528.99,10,13042.69,approved,6,CRM
AST-0002905,2025-02-24,Ventas,margin_input,Cuenta Andina,9292.11,14,7336.51,approved,9,CRM
AST-0002906,2025-02-14,Ventas,sales,Grupo Terra,13823.86,1,13042.69,on_time,8,CRM
AST-0002907,2025-02-21,Ventas,margin_input,Grupo Terra,8187.01,17,7336.51,on_time,7,CRM
AST-0002908,2025-02-20,Ventas,margin_input,Cuenta Andina,6374.5,2,7336.51,on_time,5,CRM
AST-0002909,2025-02-02,Ventas,order,Mercado Sur,2257.37,17,3158.78,late,5,CRM
AST-0002910,2025-02-06,Ventas,margin_input,Casa Nativa,13730.31,17,7336.51,pending,9,CRM
AST-0002911,2025-02-17,Ventas,sales,Grupo Terra,13846.44,1,13042.69,on_time,7,CRM
AST-0002912,2025-02-24,Ventas,margin_input,Cuenta Andina,6537.41,6,7336.51,approved,6,CRM
AST-0002913,2025-02-28,Ventas,sales,Casa Nativa,15535.32,11,13042.69,approved,9,CRM
AST-0002914,2025-02-20,Ventas,sales,Grupo Terra,19142.4,7,13042.69,pending,8,CRM
AST-0002915,2025-02-17,Ventas,sales,Grupo Terra,12875.52,22,13042.69,pending,5,CRM
AST-0002916,2025-02-25,Ventas,order,Grupo Terra,5713.56,11,3158.78,late,8,CRM
AST-0002917,2025-02-28,Ventas,margin_input,Casa Nativa,18342.2,8,7336.51,approved,9,CRM
AST-0002918,2025-02-06,Ventas,order,Cliente Boreal,2631.21,1,3158.78,on_time,5,CRM
AST-0002919,2025-02-09,Ventas,margin_input,Cuenta Andina,4840.19,4,7336.51,approved,4,CRM
AST-0002920,2025-02-11,Ventas,order,Casa Nativa,2960.55,11,3158.78,on_time,6,CRM
AST-0002921,2025-02-01,Ventas,order,Casa Nativa,5104.43,14,3158.78,pending,8,CRM
AST-0002922,2025-02-07,Ventas,order,Grupo Terra,1208.63,12,3158.78,on_time,7,CRM
AST-0002923,2025-02-05,Ventas,order,Mercado Sur,3760.61,3,3158.78,approved,6,CRM
AST-0002924,2025-02-09,Ventas,sales,Cuenta Andina,11825.2,15,13042.69,on_time,5,CRM
AST-0002925,2025-02-11,Ventas,order,Cliente Boreal,1878.72,19,3158.78,late,11,CRM
