record_id,fecha,area,metric_type,proveedor,importe,cantidad,presupuesto,estado,cycle_days,sistema
AST-0005701,2025-10-20,Finanzas,expense,Servicios Centrales,6043.28,1,8193.92,pending,7,ERP_FIN
AST-0005702,2025-10-21,Finanzas,payment,Impuestos,8632.65,15,7136.64,late,7,ERP_FIN
AST-0005703,2025-10-06,Finanzas,expense,Servicios Centrales,4271.2,7,8193.92,on_time,5,ERP_FIN
AST-0005704,2025-10-16,Finanzas,expense,Aseguradora Nova,6512.6,12,8193.92,on_time,1,ERP_FIN
AST-0005705,2025-10-05,Finanzas,invoice,Aseguradora Nova,9321.26,22,5815.04,approved,5,ERP_FIN
AST-0005706,2025-10-09,Finanzas,payment,Impuestos,7202.77,5,7136.64,on_time,8,ERP_FIN
AST-0005707,2025-10-10,Finanzas,expense,Banco Delta,9613.85,1,8193.92,approved,5,ERP_FIN
AST-0005708,2025-10-25,Finanzas,invoice,Aseguradora Nova,5672.71,6,5815.04,pending,5,ERP_FIN
AST-0005709,2025-10-23,Finanzas,expense,Banco Delta,5893.25,13,8193.92,on_time,2,ERP_FIN
AST-0005710,2025-10-15,Finanzas,payment,Aseguradora Nova,7037.24,15,7136.64,approved,2,ERP_FIN
AST-0005711,2025-10-23,Finanzas,invoice,Banco Delta,9247.83,2,5815.04,on_time,8,ERP_FIN
AST-0005712,2025-10-21,Finanzas,payment,Impuestos,11695.87,14,7136.64,on_time,4,ERP_FIN
AST-0005713,2025-10-26,Finanzas,invoice,Banco Delta,5821.85,2,5815.04,approved,1,ERP_FIN
AST-0005714,2025-10-25,Finanzas,expense,Impuestos,6583.12,1,8193.92,on_time,10,ERP_FIN
AST-0005715,2025-10-22,Finanzas,expense,Aseguradora Nova,8993.59,1,8193.92,late,7,ERP_FIN
AST-0005716,2025-10-05,Finanzas,invoice,Banco Delta,7591.2,6,5815.04,on_time,10,ERP_FIN
AST-0005717,2025-10-27,Finanzas,expense,Banco Delta,8345.79,6,8193.92,approved,8,ERP_FIN
AST-0005718,2025-10-01,Finanzas,expense,Banco Delta,4314.89,13,8193.92,approved,7,ERP_FIN
AST-0005719,2025-10-17,Finanzas,expense,Banco Delta,16645.78,7,8193.92,approved,12,ERP_FIN
AST-0005720,2025-10-11,Finanzas,invoice,Banco Delta,5365.25,16,5815.04,approved,6,ERP_FIN
AST-0005721,2025-10-21,Finanzas,invoice,Banco Delta,4802.86,6,5815.04,approved,8,ERP_FIN
AST-0005722,2025-10-03,Finanzas,invoice,Banco Delta,5497.69,12,5815.04,late,9,ERP_FIN
AST-0005723,2025-10-10,Finanzas,invoice,Impuestos,6877.53,1,5815.04,late,7,ERP_FIN
