record_id;fecha;area;metric_type;proveedor;importe;cantidad;presupuesto;estado;cycle_days;sistema
AST-0000096;2024-07-03;Compras;supplier;Atlas Supply;3479.72;8;3900.0;approved;10;PROCURE
AST-0000097;2024-07-02;Compras;expense;Norte Industrial;4471.83;14;6200.0;on_time;5;PROCURE
AST-0000098;2024-07-06;Compras;expense;Pampa Logistics;6407.83;2;6200.0;approved;6;PROCURE
AST-0000099;2024-07-17;Compras;expense;Litoral Office;4262.35;5;6200.0;late;8;PROCURE
AST-0000100;2024-07-08;Compras;supplier;Atlas Supply;3811.37;7;3900.0;on_time;4;PROCURE
AST-0000101;2024-07-02;Compras;expense;Norte Industrial;4102.22;7;6200.0;on_time;5;PROCURE
AST-0000102;2024-07-19;Compras;order;Litoral Office;1757.47;9;3100.0;approved;9;PROCURE
AST-0000103;2024-07-13;Compras;expense;Orion Tech;5323.49;2;6200.0;on_time;4;PROCURE
AST-0000104;2024-07-19;Compras;expense;Pampa Logistics;5826.66;1;6200.0;on_time;13;PROCURE
AST-0000105;2024-07-21;Compras;expense;Litoral Office;3139.81;12;6200.0;approved;6;PROCURE
AST-0000106;2024-07-04;Compras;supplier;Norte Industrial;3567.57;1;3900.0;approved;2;PROCURE
AST-0000107;2024-07-07;Compras;expense;Norte Industrial;4784.2;1;6200.0;late;10;PROCURE
AST-0000108;2024-07-17;Compras;supplier;Litoral Office;3121.15;23;3900.0;on_time;6;PROCURE
AST-0000109;2024-07-28;Compras;expense;Litoral Office;6283.56;9;6200.0;approved;10;PROCURE
AST-0000110;2024-07-16;Compras;expense;Atlas Supply;3734.4;10;6200.0;on_time;4;PROCURE
AST-0000111;2024-07-18;Compras;expense;Orion Tech;4555.77;2;6200.0;on_time;1;PROCURE
AST-0000112;2024-07-01;Compras;expense;Atlas Supply;5756.77;12;6200.0;on_time;13;PROCURE
AST-0000113;2024-07-28;Compras;supplier;Norte Industrial;1951.76;1;3900.0;approved;14;PROCURE
AST-0000114;2024-07-15;Compras;expense;Litoral Office;7491.64;2;6200.0;on_time;5;PROCURE
AST-0000115;2024-07-20;Compras;expense;Orion Tech;3738.9;14;6200.0;late;3;PROCURE
AST-0000116;2024-07-14;Compras;expense;Norte Industrial;7778.88;11;6200.0;on_time;8;PROCURE
AST-0000117;2024-07-26;Compras;expense;Orion Tech;9531.1;16;6200.0;on_time;3;PROCURE
AST-0000118;2024-07-06;Compras;order;Pampa Logistics;2319.05;6;3100.0;on_time;9;PROCURE
AST-0000119;2024-07-02;Compras;expense;Norte Industrial;5822.39;1;6200.0;approved;7;PROCURE
AST-0000120;2024-07-14;Compras;supplier;Norte Industrial;3173.26;18;3900.0;approved;1;PROCURE
AST-0000121;2024-07-07;Compras;order;Litoral Office;2345.15;15;3100.0;late;12;PROCURE
AST-0000122;2024-07-09;Compras;order;Norte Industrial;2361.11;1;3100.0;on_time;7;PROCURE
AST-0000123;2024-07-23;Compras;expense;Orion Tech;5517.26;1;6200.0;approved;1;PROCURE
AST-0000124;2024-07-10;Compras;order;Pampa Logistics;2406.4;3;3100.0;approved;16;PROCURE
AST-0000125;2024-07-20;Compras;expense;Pampa Logistics;10586.22;21;6200.0;late;4;PROCURE
AST-0000126;2024-07-21;Compras;supplier;Atlas Supply;3851.31;6;3900.0;on_time;7;PROCURE
AST-0000127;2024-07-08;Compras;expense;Atlas Supply;6633.07;18;6200.0;late;3;PROCURE
AST-0000128;2024-07-25;Compras;expense;Orion Tech;5417.02;1;6200.0;late;14;PROCURE
AST-0000129;2024-07-04;Compras;order;Orion Tech;2266.48;1;3100.0;approved;3;PROCURE
AST-0000130;2024-07-09;Compras;supplier;Orion Tech;6545.5;12;3900.0;on_time;4;PROCURE
AST-0000131;2024-07-02;Compras;expense;;7041.35;1;6200.0;approved;9;PROCURE
AST-0000132;2024-07-23;Compras;supplier;Norte Industrial;3941.01;13;3900.0;late;4;PROCURE
AST-0000133;2024-07-06;Compras;expense;Orion Tech;5690.74;3;6200.0;late;7;PROCURE
AST-0000134;2024-07-27;Compras;expense;Pampa Logistics;11669.93;1;6200.0;late;10;PROCURE
AST-0000135;2024-07-17;Compras;supplier;Pampa Logistics;1584.07;15;3900.0;on_time;6;PROCURE
AST-0000136;2024-07-03;Compras;expense;Atlas Supply;10127.26;4;6200.0;pending;6;PROCURE
AST-0000137;2024-07-04;Compras;expense;Orion Tech;1919.87;2;6200.0;on_time;6;PROCURE
AST-0000138;2024-07-01;Compras;supplier;Orion Tech;6199.25;13;3900.0;approved;5;PROCURE
AST-0000139;2024-07-03;Compras;supplier;Norte Industrial;2795.06;6;3900.0;approved;6;PROCURE
AST-0000140;2024-07-06;Compras;order;Pampa Logistics;6152.48;9;3100.0;late;7;PROCURE
AST-0000141;2024-07-23;Compras;supplier;Norte Industrial;3981.13;10;3900.0;pending;11;PROCURE
AST-0000142;2024-07-23;Compras;expense;Orion Tech;7515.91;18;6200.0;on_time;5;PROCURE
AST-0000143;2024-07-06;Compras;expense;Litoral Office;5248.86;9;6200.0;approved;6;PROCURE
AST-0000144;2024-07-13;Compras;expense;Norte Industrial;5534.63;6;6200.0;on_time;4;PROCURE
AST-0000145;2024-07-26;Compras;order;Norte Industrial;3187.45;7;3100.0;approved;7;PROCURE
AST-0000146;2024-07-11;Compras;expense;Pampa Logistics;9848.4;1;6200.0;approved;3;PROCURE
AST-0000147;2024-07-25;Compras;order;Norte Industrial;4787.69;3;3100.0;on_time;6;PROCURE
AST-0000148;2024-07-22;Compras;order;Orion Tech;4448.9;11;3100.0;approved;6;PROCURE
AST-0000149;2024-07-19;Compras;expense;Pampa Logistics;4849.32;9;6200.0;on_time;10;PROCURE
AST-0000150;2024-07-02;Compras;expense;Atlas Supply;7552.02;15;6200.0;on_time;6;PROCURE
AST-0000151;2024-07-05;Compras;supplier;Orion Tech;3100.66;14;3900.0;approved;8;PROCURE
AST-0000152;2024-07-14;Compras;supplier;Orion Tech;4703.06;9;3900.0;on_time;6;PROCURE
AST-0000153;2024-07-28;Compras;order;Litoral Office;3468.52;1;3100.0;approved;6;PROCURE
AST-0000154;2024-07-01;Compras;order;Litoral Office;2414.07;10;3100.0;approved;9;PROCURE
AST-0000155;2024-07-17;Compras;expense;Norte Industrial;9761.74;11;6200.0;pending;8;PROCURE
AST-0000156;2024-07-04;Compras;order;Norte Industrial;1757.08;6;3100.0;on_time;8;PROCURE
