record_id,date,area,metric_type,supplier_name,net_value,units,target,status,lead_time,source_system
AST-0005226,2025-08-08,Operaciones,compliance,Hub Litoral,598.33,9,857.75,on_time,14,WMS
AST-0005227,2025-08-07,Operaciones,cycle_time,Hub Oeste,425.39,1,1102.82,on_time,7,WMS
AST-0005228,2025-08-02,Operaciones,compliance,Hub Oeste,1258.48,1,857.75,approved,14,WMS
AST-0005229,2025-08-09,Operaciones,cycle_time,,2211.71,1,1102.82,pending,14,WMS
AST-0005230,2025-08-09,Operaciones,inventory,Centro Sur,1694.19,47,2695.79,pending,11,WMS
AST-0005231,2025-08-21,Operaciones,cycle_time,Centro Norte,335.02,3,1102.82,on_time,10,WMS
AST-0005232,2025-08-25,Operaciones,inventory,Centro Sur,3037.17,49,2695.79,late,14,WMS
AST-0005233,2025-08-06,Operaciones,inventory,Centro Norte,2490.02,54,2695.79,late,9,WMS
AST-0005234,2025-08-05,Operaciones,compliance,Centro Norte,1242.35,9,857.75,late,11,WMS
AST-0005235,2025-08-12,Operaciones,inventory,Centro Sur,2371.56,39,2695.79,on_time,10,WMS
AST-0005236,2025-08-03,Operaciones,cycle_time,Centro Norte,797.64,14,1102.82,on_time,14,WMS
AST-0005237,2025-08-01,Operaciones,cycle_time,Centro Sur,993.63,1,1102.82,on_time,10,WMS
AST-0005238,2025-08-04,Operaciones,cycle_time,Centro Norte,1224.62,5,1102.82,approved,5,WMS
AST-0005239,2025-08-09,Operaciones,inventory,Hub Oeste,2120.07,48,2695.79,approved,9,WMS
AST-0005240,2025-08-13,Operaciones,inventory,Centro Sur,2511.26,46,2695.79,late,14,WMS
AST-0005241,2025-08-26,Operaciones,compliance,Centro Norte,585.85,1,857.75,approved,9,WMS
AST-0005242,2025-08-27,Operaciones,compliance,Hub Oeste,822.95,10,857.75,on_time,15,WMS
AST-0005243,2025-08-06,Operaciones,compliance,Hub Litoral,1136.58,21,857.75,approved,10,WMS
AST-0005244,2025-08-15,Operaciones,compliance,Centro Sur,547.52,13,857.75,approved,8,WMS
AST-0005245,2025-08-26,Operaciones,inventory,Hub Oeste,1693.0,44,2695.79,approved,17,WMS
AST-0005246,2025-08-20,Operaciones,inventory,Centro Norte,1817.33,49,2695.79,on_time,10,WMS
AST-0005247,2025-08-02,Operaciones,inventory,Centro Norte,1180.1,40,2695.79,on_time,12,WMS
AST-0005248,2025-08-16,Operaciones,compliance,Centro Sur,2141.11,20,857.75,approved,14,WMS
AST-0005249,2025-08-01,Operaciones,cycle_time,Hub Litoral,431.22,6,1102.82,late,13,WMS
AST-0005250,2025-08-03,Operaciones,inventory,Centro Sur,1689.47,42,2695.79,approved,10,WMS
AST-0005251,2025-08-13,Operaciones,compliance,Centro Sur,882.49,13,857.75,approved,13,WMS
AST-0005252,2025-08-17,Operaciones,inventory,Hub Oeste,3184.63,38,2695.79,approved,12,WMS
AST-0005253,2025-08-12,Operaciones,inventory,Hub Oeste,2646.86,56,2695.79,on_time,13,WMS
AST-0005254,2025-08-18,Operaciones,inventory,Hub Oeste,1637.28,39,2695.79,on_time,13,WMS
AST-0005255,2025-08-05,Operaciones,inventory,Centro Norte,4569.35,48,2695.79,on_time,12,WMS
AST-0005256,2025-08-24,Operaciones,inventory,Hub Oeste,2361.16,46,2695.79,approved,17,WMS
AST-0005257,2025-08-01,Operaciones,cycle_time,Centro Sur,515.2,1,1102.82,on_time,16,WMS
AST-0005258,2025-08-23,Operaciones,compliance,Hub Litoral,546.53,1,857.75,pending,12,WMS
AST-0005259,2025-08-10,Operaciones,inventory,Centro Norte,3914.05,42,2695.79,on_time,11,WMS
AST-0005260,2025-08-16,Operaciones,inventory,Hub Litoral,2661.06,45,2695.79,approved,10,WMS
AST-0005261,2025-08-10,Operaciones,inventory,Centro Sur,1549.15,38,2695.79,late,11,WMS
AST-0005262,2025-08-02,Operaciones,inventory,Centro Norte,2751.28,58,2695.79,on_time,13,WMS
AST-0005263,2025-08-13,Operaciones,inventory,Hub Oeste,4561.48,37,2695.79,on_time,10,WMS
AST-0005264,2025-08-25,Operaciones,cycle_time,Centro Norte,1893.23,18,1102.82,approved,12,WMS
AST-0005265,2025-08-05,Operaciones,inventory,Centro Norte,2768.39,42,2695.79,on_time,14,WMS
AST-0005266,2025-08-06,Operaciones,compliance,Centro Sur,1088.26,11,857.75,on_time,16,WMS
AST-0005267,2025-08-05,Operaciones,inventory,Hub Oeste,3150.84,41,2695.79,on_time,14,WMS
AST-0005268,2025-08-24,Operaciones,cycle_time,Centro Sur,1590.6,4,1102.82,approved,6,WMS
AST-0005269,2025-08-20,Operaciones,cycle_time,Hub Oeste,998.08,3,1102.82,on_time,14,WMS
AST-0005270,2025-08-09,Operaciones,cycle_time,Hub Litoral,992.26,14,1102.82,on_time,13,WMS
AST-0005271,2025-08-28,Operaciones,inventory,Centro Sur,3823.06,44,2695.79,approved,10,WMS
AST-0005272,2025-08-14,Operaciones,inventory,Hub Litoral,2209.52,38,2695.79,approved,13,WMS
AST-0005273,2025-08-09,Operaciones,cycle_time,Centro Norte,2119.39,16,1102.82,on_time,12,WMS
AST-0005274,2025-08-20,Operaciones,compliance,Centro Sur,429.24,25,857.75,late,13,WMS
