record_id,fecha,area,metric_type,proveedor,importe,cantidad,presupuesto,estado,cycle_days,sistema
AST-0006936,2026-01-25,Compras,supplier,Norte Industrial,4396.99,17,4742.4,approved,7,PROCURE
AST-0006937,2026-01-07,Compras,expense,Orion Tech,12878.0,1,7539.2,on_time,4,PROCURE
AST-0006938,2026-01-07,Compras,order,Norte Industrial,3074.44,1,3769.6,late,7,PROCURE
AST-0006939,2026-01-10,Compras,expense,Atlas Supply,7854.64,3,7539.2,approved,8,PROCURE
AST-0006940,2026-01-27,Compras,expense,Orion Tech,-10858.96,2,7539.2,approved,2,PROCURE
AST-0006941,2026-01-03,Compras,order,Litoral Office,1976.97,6,3769.6,approved,2,PROCURE
AST-0006942,2026-01-19,Compras,order,Atlas Supply,7813.45,6,3769.6,on_time,9,PROCURE
AST-0006943,2026-01-08,Compras,order,Norte Industrial,2911.56,1,3769.6,approved,6,PROCURE
AST-0006944,2026-01-17,Compras,expense,Norte Industrial,8047.99,4,7539.2,approved,8,PROCURE
AST-0006945,2026-01-15,Compras,supplier,Norte Industrial,3453.11,15,4742.4,approved,9,PROCURE
AST-0006946,2026-01-06,Compras,expense,Atlas Supply,7936.41,5,7539.2,late,6,PROCURE
AST-0006947,2026-01-02,Compras,expense,Litoral Office,11555.4,1,7539.2,on_time,6,PROCURE
AST-0006948,2026-01-22,Compras,expense,Atlas Supply,6113.51,9,7539.2,late,4,PROCURE
AST-0006949,2026-01-21,Compras,supplier,Orion Tech,8306.23,19,4742.4,approved,7,PROCURE
AST-0006950,2026-01-14,Compras,expense,Pampa Logistics,5845.52,13,7539.2,on_time,7,PROCURE
AST-0006951,2026-01-11,Compras,supplier,Pampa Logistics,7189.21,7,4742.4,pending,4,PROCURE
AST-0006952,2026-01-27,Compras,expense,Norte Industrial,7195.26,8,7539.2,approved,3,PROCURE
AST-0006953,2026-01-09,Compras,supplier,Pampa Logistics,3610.42,1,4742.4,pending,5,PROCURE
AST-0006954,2026-01-17,Compras,order,Norte Industrial,5527.47,4,3769.6,late,3,PROCURE
AST-0006955,2026-01-23,Compras,expense,Pampa Logistics,8351.85,6,7539.2,approved,9,PROCURE
AST-0006956,2026-01-26,Compras,expense,Pampa Logistics,11373.06,16,7539.2,on_time,6,PROCURE
AST-0006957,2026-01-28,Compras,supplier,Pampa Logistics,2718.75,1,4742.4,on_time,5,PROCURE
AST-0006958,2026-01-05,Compras,supplier,Pampa Logistics,4246.35,19,4742.4,on_time,3,PROCURE
AST-0006959,2026-01-03,Compras,supplier,Norte Industrial,5735.02,5,4742.4,approved,11,PROCURE
AST-0006960,2026-01-02,Compras,expense,Norte Industrial,7772.31,21,7539.2,on_time,4,PROCURE
AST-0006961,2026-01-18,Compras,supplier,Atlas Supply,6786.57,9,4742.4,late,1,PROCURE
AST-0006962,2026-01-03,Compras,expense,Pampa Logistics,8647.39,5,7539.2,approved,1,PROCURE
AST-0006963,2026-01-01,Compras,expense,Litoral Office,9887.12,8,7539.2,on_time,6,PROCURE
AST-0006964,2026-01-06,Compras,order,Atlas Supply,3169.91,1,3769.6,on_time,5,PROCURE
AST-0006965,2026-01-18,Compras,supplier,Norte Industrial,5865.61,5,4742.4,pending,10,PROCURE
AST-0006966,2026-01-26,Compras,expense,Atlas Supply,8680.34,17,7539.2,late,6,PROCURE
AST-0006967,2026-01-11,Compras,order,Orion Tech,2870.54,6,3769.6,on_time,9,PROCURE
AST-0006968,2026-01-11,Compras,expense,Norte Industrial,6932.25,13,7539.2,on_time,7,PROCURE
AST-0006969,2026-01-22,Compras,expense,Pampa Logistics,7168.84,5,7539.2,on_time,8,PROCURE
AST-0006970,2026-01-15,Compras,expense,Litoral Office,8805.91,11,7539.2,on_time,10,PROCURE
AST-0006971,2026-01-19,Compras,expense,Pampa Logistics,4705.92,11,7539.2,on_time,2,PROCURE
AST-0006972,2026-01-19,Compras,supplier,Atlas Supply,4720.66,1,4742.4,on_time,7,PROCURE
AST-0006973,2026-01-27,Compras,expense,Litoral Office,9693.31,5,7539.2,on_time,8,PROCURE
AST-0006974,2026-01-23,Compras,order,Atlas Supply,2207.12,4,3769.6,on_time,9,PROCURE
AST-0006975,2026-01-18,Compras,supplier,Atlas Supply,5370.71,1,4742.4,late,5,PROCURE
AST-0006976,2026-01-05,Compras,expense,Pampa Logistics,12291.82,3,7539.2,late,12,PROCURE
AST-0006977,2026-01-19,Compras,expense,Orion Tech,4128.89,1,7539.2,late,4,PROCURE
