record_id;date;area;metric_type;supplier_name;net_value;units;target;status;lead_time;source_system
AST-0001806;2024-11-13;Operaciones;cycle_time;Hub Oeste;2876.57;10;1041.22;late;7;WMS
AST-0001807;2024-11-28;Operaciones;inventory;Hub Litoral;2710.17;41;2545.2;approved;12;WMS
AST-0001808;2024-11-05;Operaciones;compliance;Hub Oeste;1479.73;9;809.84;approved;13;WMS
AST-0001809;2024-11-13;Operaciones;inventory;Hub Litoral;3766.61;56;2545.2;on_time;9;WMS
AST-0001810;2024-11-16;Operaciones;cycle_time;Centro Norte;1024.91;1;1041.22;approved;9;WMS
AST-0001811;2024-11-24;Operaciones;inventory;Centro Norte;2315.88;52;2545.2;on_time;18;WMS
AST-0001812;2024-11-21;Operaciones;cycle_time;Centro Sur;981.11;7;1041.22;approved;13;WMS
AST-0001813;2024-11-16;Operaciones;cycle_time;Centro Norte;424.39;1;1041.22;approved;10;WMS
AST-0001814;2024-11-17;Operaciones;inventory;Hub Oeste;2223.04;48;2545.2;approved;9;WMS
AST-0001815;2024-11-10;Operaciones;inventory;Hub Litoral;2735.92;49;2545.2;on_time;13;WMS
AST-0001816;2024-11-14;Operaciones;inventory;Centro Norte;2374.8;48;2545.2;approved;19;WMS
AST-0001817;2024-11-11;Operaciones;inventory;Centro Norte;5752.31;50;2545.2;on_time;12;WMS
AST-0001818;2024-11-11;Operaciones;inventory;Hub Oeste;4778.39;42;2545.2;approved;15;WMS
AST-0001819;2024-11-01;Operaciones;inventory;Hub Litoral;1774.46;57;2545.2;pending;8;WMS
AST-0001820;2024-11-17;Operaciones;inventory;Centro Norte;1287.76;44;2545.2;on_time;10;WMS
AST-0001821;2024-11-09;Operaciones;inventory;Hub Litoral;2350.8;36;2545.2;late;5;WMS
AST-0001822;2024-11-16;Operaciones;inventory;Centro Sur;2736.25;38;2545.2;on_time;6;WMS
AST-0001823;2024-11-16;Operaciones;cycle_time;Hub Oeste;1411.89;1;1041.22;approved;9;WMS
AST-0001824;2024-11-24;Operaciones;inventory;Centro Sur;3173.44;46;2545.2;approved;10;WMS
AST-0001825;2024-11-01;Operaciones;inventory;Centro Norte;2873.55;43;2545.2;approved;8;WMS
