record_id,posting_date,area,kpi_type,vendor,value,quantity,budget,status,cycle_days,origin
AST-0002091,2024-12-05,Ventas,order,Casa Nativa,4870.76,15,3483.16,on_time,10,CRM
AST-0002092,2024-12-13,Ventas,order,Cliente Boreal,5116.29,3,3483.16,late,6,CRM
AST-0002093,2024-12-05,Ventas,order,Mercado Sur,6654.86,8,3483.16,approved,7,CRM
AST-0002094,2024-12-13,Ventas,sales,Cuenta Andina,8348.86,2,14382.08,approved,3,CRM
AST-0002095,2024-12-13,Ventas,sales,Mercado Sur,42016.04,9,14382.08,pending,10,CRM
AST-0002096,2024-12-12,Ventas,margin_input,Mercado Sur,10351.51,17,8089.92,on_time,5,CRM
AST-0002097,2024-12-12,Ventas,order,Cuenta Andina,7919.74,6,3483.16,on_time,2,CRM
AST-0002098,2024-12-13,Ventas,order,Grupo Terra,3816.07,1,3483.16,approved,9,CRM
AST-0002099,2024-12-28,Ventas,sales,Cliente Boreal,22066.9,3,14382.08,on_time,6,CRM
AST-0002100,2024-12-10,Ventas,sales,Casa Nativa,19705.74,17,14382.08,late,7,CRM
AST-0002101,2024-12-15,Ventas,order,Cliente Boreal,5775.9,1,3483.16,on_time,2,CRM
AST-0002102,2024-12-06,Ventas,sales,Cliente Boreal,14796.13,17,14382.08,on_time,6,CRM
AST-0002103,2024-12-12,Ventas,sales,Casa Nativa,15788.1,7,14382.08,on_time,5,CRM
AST-0002104,2024-12-15,Ventas,sales,Casa Nativa,22019.88,13,14382.08,on_time,10,CRM
AST-0002105,2024-12-20,Ventas,order,Mercado Sur,4212.86,18,3483.16,approved,6,CRM
AST-0002106,2024-12-21,Ventas,sales,Cuenta Andina,18739.84,11,14382.08,approved,8,CRM
AST-0002107,2024-12-25,Ventas,order,Cuenta Andina,5310.47,13,3483.16,approved,4,CRM
AST-0002108,2024-12-06,Ventas,margin_input,Cliente Boreal,5740.24,13,8089.92,approved,5,CRM
AST-0002109,2024-12-04,Ventas,order,Cliente Boreal,6270.92,2,3483.16,approved,2,CRM
AST-0002110,2024-12-05,Ventas,margin_input,Grupo Terra,8650.85,4,8089.92,approved,10,CRM
AST-0002111,2024-12-12,Ventas,order,Cuenta Andina,3227.31,8,3483.16,approved,6,CRM
AST-0002112,2024-12-05,Ventas,margin_input,Cuenta Andina,3519.27,9,8089.92,approved,8,CRM
AST-0002113,2024-12-27,Ventas,order,Grupo Terra,2118.14,2,3483.16,on_time,7,CRM
AST-0002114,2024-12-18,Ventas,sales,Mercado Sur,21115.61,1,14382.08,pending,4,CRM
AST-0002115,2024-12-07,Ventas,sales,Cuenta Andina,15241.21,1,14382.08,on_time,3,CRM
AST-0002116,2024-12-25,Ventas,sales,Casa Nativa,30041.55,30,14382.08,on_time,7,CRM
AST-0002117,2024-12-16,Ventas,order,Casa Nativa,2942.35,7,3483.16,on_time,5,CRM
AST-0002118,2024-12-19,Ventas,order,Cuenta Andina,4226.04,2,3483.16,pending,6,CRM
AST-0002119,2024-12-04,Ventas,order,Mercado Sur,1474.05,8,3483.16,approved,4,CRM
AST-0002120,2024-12-27,Ventas,order,Mercado Sur,3389.79,4,3483.16,approved,10,CRM
