record_id;posting_date;area;kpi_type;vendor;value;quantity;budget;status;cycle_days;origin
AST-0007601;2026-03-18;Finanzas;expense;Aseguradora Nova;7081.3;2;6889.04;late;4;ERP_FIN
AST-0007602;2026-03-19;Finanzas;expense;Banco Delta;7970.25;9;6889.04;on_time;4;ERP_FIN
AST-0007603;2026-03-11;Finanzas;expense;Aseguradora Nova;8053.63;19;6889.04;on_time;10;ERP_FIN
AST-0007604;2026-03-28;Finanzas;expense;Aseguradora Nova;14233.68;10;6889.04;on_time;5;ERP_FIN
AST-0007605;2026-03-01;Finanzas;expense;Banco Delta;8968.37;11;6889.04;on_time;6;ERP_FIN
AST-0007606;2026-03-09;Finanzas;expense;Impuestos;7761.37;4;6889.04;on_time;3;ERP_FIN
AST-0007607;2026-03-01;Finanzas;payment;Aseguradora Nova;3366.27;8;6000.13;on_time;7;ERP_FIN
AST-0007608;2026-03-05;Finanzas;payment;Banco Delta;6865.83;5;6000.13;on_time;6;ERP_FIN
AST-0007609;2026-03-02;Finanzas;payment;Banco Delta;6083.9;18;6000.13;pending;7;ERP_FIN
AST-0007610;2026-03-03;Finanzas;expense;Impuestos;4447.78;9;6889.04;approved;8;ERP_FIN
AST-0007611;2026-03-03;Finanzas;payment;Impuestos;4224.54;12;6000.13;on_time;6;ERP_FIN
AST-0007612;2026-03-19;Finanzas;invoice;Servicios Centrales;4482.8;14;4889.0;on_time;8;ERP_FIN
AST-0007613;2026-03-04;Finanzas;invoice;Impuestos;5333.56;7;4889.0;on_time;5;ERP_FIN
AST-0007614;2026-03-20;Finanzas;expense;Servicios Centrales;5983.28;6;6889.04;approved;11;ERP_FIN
AST-0007615;2026-03-08;Finanzas;invoice;Aseguradora Nova;3112.15;15;4889.0;on_time;1;ERP_FIN
AST-0007616;2026-03-13;Finanzas;expense;Impuestos;7834.6;10;6889.04;pending;8;ERP_FIN
AST-0007617;2026-03-02;Finanzas;invoice;Servicios Centrales;7464.23;1;4889.0;on_time;9;ERP_FIN
AST-0007618;2026-03-24;Finanzas;expense;Banco Delta;6375.72;1;6889.04;on_time;7;ERP_FIN
AST-0007619;2026-03-25;Finanzas;expense;Aseguradora Nova;4264.42;12;6889.04;approved;9;ERP_FIN
AST-0007620;2026-03-28;Finanzas;invoice;Aseguradora Nova;3167.13;9;4889.0;on_time;11;ERP_FIN
AST-0007621;2026-03-26;Finanzas;invoice;Aseguradora Nova;4184.32;4;4889.0;on_time;6;ERP_FIN
AST-0007622;2026-03-07;Finanzas;invoice;Servicios Centrales;4170.89;1;4889.0;approved;10;ERP_FIN
AST-0007623;2026-03-04;Finanzas;expense;Impuestos;2628.54;1;6889.04;on_time;8;ERP_FIN
AST-0007624;2026-03-25;Finanzas;expense;Impuestos;4343.29;5;6889.04;late;10;ERP_FIN
AST-0007625;2026-03-07;Finanzas;expense;Servicios Centrales;3619.07;1;6889.04;late;5;ERP_FIN
AST-0007626;2026-03-11;Finanzas;expense;Banco Delta;4359.51;1;6889.04;pending;6;ERP_FIN
AST-0007627;2026-03-17;Finanzas;expense;Impuestos;23164.26;14;6889.04;on_time;7;ERP_FIN
AST-0007628;2026-03-28;Finanzas;expense;Servicios Centrales;8176.6;1;6889.04;approved;11;ERP_FIN
AST-0007629;2026-03-22;Finanzas;expense;Servicios Centrales;5459.57;15;6889.04;pending;7;ERP_FIN
AST-0007630;2026-03-25;Finanzas;payment;Banco Delta;3686.01;1;6000.13;on_time;5;ERP_FIN
AST-0007631;2026-03-03;Finanzas;payment;Aseguradora Nova;3895.75;9;6000.13;on_time;5;ERP_FIN
AST-0007632;2026-03-17;Finanzas;expense;Impuestos;5150.51;6;6889.04;approved;8;ERP_FIN
AST-0007633;2026-03-01;Finanzas;invoice;Servicios Centrales;3500.37;10;4889.0;approved;5;ERP_FIN
AST-0007634;2026-03-03;Finanzas;invoice;Banco Delta;3395.03;7;4889.0;approved;7;ERP_FIN
AST-0007635;2026-03-13;Finanzas;expense;Aseguradora Nova;3797.63;12;6889.04;approved;7;ERP_FIN
AST-0007636;2026-03-14;Finanzas;expense;Aseguradora Nova;11765.44;3;6889.04;on_time;4;ERP_FIN
AST-0007637;2026-03-19;Finanzas;payment;Servicios Centrales;5002.27;2;6000.13;approved;1;ERP_FIN
AST-0007638;2026-03-06;Finanzas;payment;Banco Delta;27883.22;1;6000.13;on_time;7;ERP_FIN
AST-0007639;2026-03-03;Finanzas;expense;Aseguradora Nova;6201.36;12;6889.04;approved;7;ERP_FIN
AST-0007640;2026-03-12;Finanzas;invoice;Servicios Centrales;3077.41;2;4889.0;late;1;ERP_FIN
AST-0007641;2026-03-26;Finanzas;expense;Impuestos;6094.48;8;6889.04;on_time;9;ERP_FIN
AST-0007642;2026-03-15;Finanzas;expense;Aseguradora Nova;11931.54;1;6889.04;on_time;5;ERP_FIN
AST-0007643;2026-03-04;Finanzas;expense;Impuestos;6360.84;9;6889.04;on_time;7;ERP_FIN
AST-0007644;2026-03-01;Finanzas;invoice;Servicios Centrales;6713.35;6;4889.0;on_time;4;ERP_FIN
AST-0007645;2026-03-28;Finanzas;invoice;Banco Delta;2964.19;5;4889.0;approved;6;ERP_FIN
AST-0007646;2026-03-22;Finanzas;expense;Aseguradora Nova;3962.34;11;6889.04;pending;6;ERP_FIN
AST-0007647;2026-03-06;Finanzas;invoice;Servicios Centrales;7404.98;1;4889.0;on_time;1;ERP_FIN
AST-0007648;2026-03-24;Finanzas;expense;Aseguradora Nova;5803.84;16;6889.04;on_time;9;ERP_FIN
AST-0007649;2026-03-17;Finanzas;invoice;Banco Delta;3061.21;6;4889.0;on_time;1;ERP_FIN
AST-0007650;2026-03-14;Finanzas;invoice;Servicios Centrales;1602.64;1;4889.0;late;5;ERP_FIN
AST-0007651;2026-03-11;Finanzas;invoice;Aseguradora Nova;2588.71;10;4889.0;on_time;7;ERP_FIN
AST-0007652;2026-03-27;Finanzas;payment;Banco Delta;5998.29;15;6000.13;approved;7;ERP_FIN
AST-0007653;2026-03-09;Finanzas;payment;Banco Delta;3662.58;2;6000.13;on_time;5;ERP_FIN
AST-0007654;2026-03-03;Finanzas;payment;Banco Delta;5810.57;1;6000.13;approved;6;ERP_FIN
AST-0007655;2026-03-04;Finanzas;expense;Aseguradora Nova;11432.43;21;6889.04;on_time;3;ERP_FIN
AST-0007656;2026-03-14;Finanzas;expense;Impuestos;11265.56;4;6889.04;approved;9;ERP_FIN
AST-0007657;2026-03-22;Finanzas;expense;Impuestos;9234.38;6;6889.04;on_time;9;ERP_FIN
AST-0007658;2026-03-12;Finanzas;expense;Aseguradora Nova;6973.31;1;6889.04;approved;3;ERP_FIN
AST-0007659;2026-03-14;Finanzas;expense;Aseguradora Nova;5954.31;3;6889.04;on_time;4;ERP_FIN
AST-0007660;2026-03-10;Finanzas;invoice;Aseguradora Nova;1759.98;11;4889.0;approved;11;ERP_FIN
AST-0007661;2026-03-28;Finanzas;payment;Servicios Centrales;5802.93;9;6000.13;on_time;9;ERP_FIN
AST-0007662;2026-03-08;Finanzas;expense;Impuestos;9585.84;8;6889.04;approved;7;ERP_FIN
AST-0007663;2026-03-19;Finanzas;expense;Servicios Centrales;9266.9;8;6889.04;pending;7;ERP_FIN
AST-0007664;2026-03-23;Finanzas;expense;Servicios Centrales;7763.77;3;6889.04;approved;10;ERP_FIN
AST-0007665;2026-03-21;Finanzas;expense;Banco Delta;8825.32;18;6889.04;approved;11;ERP_FIN
AST-0007666;2026-03-14;Finanzas;invoice;Aseguradora Nova;8365.58;5;4889.0;on_time;2;ERP_FIN
AST-0007667;2026-03-02;Finanzas;expense;Impuestos;10550.69;25;6889.04;pending;12;ERP_FIN
AST-0007668;2026-03-25;Finanzas;invoice;Banco Delta;2256.9;7;4889.0;on_time;6;ERP_FIN
AST-0007669;2026-03-05;Finanzas;invoice;Servicios Centrales;3285.58;16;4889.0;approved;8;ERP_FIN
AST-0007670;2026-03-12;Finanzas;invoice;Aseguradora Nova;7641.66;14;4889.0;approved;5;ERP_FIN
AST-0007671;2026-03-15;Finanzas;expense;Banco Delta;14898.93;11;6889.04;on_time;2;ERP_FIN
AST-0007672;2026-03-20;Finanzas;invoice;Impuestos;8500.3;8;4889.0;on_time;5;ERP_FIN
AST-0007673;2026-03-03;Finanzas;invoice;Banco Delta;7614.32;15;4889.0;on_time;8;ERP_FIN
AST-0007674;2026-03-23;Finanzas;payment;Banco Delta;6401.23;10;6000.13;on_time;8;ERP_FIN
AST-0007675;2026-03-05;Finanzas;expense;Impuestos;3885.56;16;6889.04;approved;6;ERP_FIN
AST-0007676;2026-03-01;Finanzas;expense;Impuestos;6517.76;3;6889.04;on_time;6;ERP_FIN
AST-0007677;2026-03-17;Finanzas;expense;Aseguradora Nova;10982.87;2;6889.04;approved;6;ERP_FIN
AST-0007678;2026-03-22;Finanzas;expense;Aseguradora Nova;5902.57;3;6889.04;on_time;6;ERP_FIN
AST-0007679;2026-03-04;Finanzas;invoice;Impuestos;7659.99;1;4889.0;on_time;8;ERP_FIN
AST-0007680;2026-03-13;Finanzas;expense;Impuestos;5975.29;5;6889.04;on_time;14;ERP_FIN
