record_id;fecha;area;metric_type;proveedor;importe;cantidad;presupuesto;estado;cycle_days;sistema
AST-0000286;2024-07-17;Operaciones;inventory;Hub Oeste;2132.98;41;2200.0;on_time;16;WMS
AST-0000287;2024-07-24;Operaciones;compliance;Hub Litoral;944.95;5;700.0;approved;17;WMS
AST-0000288;2024-07-10;Operaciones;inventory;Hub Litoral;2261.18;71;2200.0;approved;4;WMS
AST-0000289;2024-07-03;Operaciones;inventory;Centro Sur;1535.48;50;2200.0;late;13;WMS
AST-0000290;2024-07-13;Operaciones;compliance;Centro Sur;698.08;1;700.0;approved;13;WMS
AST-0000291;2024-07-13;Operaciones;inventory;Centro Norte;2040.07;49;2200.0;approved;12;WMS
AST-0000292;2024-07-21;Operaciones;compliance;Centro Norte;647.25;10;700.0;pending;8;WMS
AST-0000293;2024-07-27;Operaciones;cycle_time;Hub Litoral;525.42;1;900.0;on_time;12;WMS
AST-0000294;2024-07-23;Operaciones;inventory;Centro Sur;867.87;39;2200.0;on_time;15;WMS
AST-0000295;2024-07-06;Operaciones;cycle_time;Centro Sur;1041.85;1;900.0;on_time;13;WMS
AST-0000296;2024-07-10;Operaciones;cycle_time;Hub Oeste;1009.49;8;900.0;approved;13;WMS
AST-0000297;2024-07-19;Operaciones;cycle_time;Hub Oeste;1492.84;1;900.0;on_time;13;WMS
AST-0000298;2024-07-06;Operaciones;cycle_time;Hub Litoral;2155.52;7;900.0;pending;13;WMS
AST-0000299;2024-07-26;Operaciones;cycle_time;Centro Sur;1293.74;17;900.0;on_time;16;WMS
AST-0000300;2024-07-22;Operaciones;cycle_time;Hub Litoral;1685.03;9;900.0;approved;15;WMS
AST-0000301;2024-07-28;Operaciones;inventory;Centro Norte;3595.45;57;2200.0;on_time;18;WMS
AST-0000302;2024-07-02;Operaciones;cycle_time;Hub Litoral;669.47;23;900.0;on_time;8;WMS
AST-0000303;2024-07-04;Operaciones;inventory;Centro Norte;4013.03;48;2200.0;late;11;WMS
AST-0000304;2024-07-17;Operaciones;cycle_time;Hub Litoral;703.57;20;900.0;late;12;WMS
AST-0000305;2024-07-14;Operaciones;cycle_time;Centro Norte;1329.91;1;900.0;approved;14;WMS
AST-0000306;2024-07-10;Operaciones;compliance;Hub Litoral;505.03;14;700.0;pending;13;WMS
AST-0000307;2024-07-10;Operaciones;compliance;Hub Litoral;449.73;21;700.0;pending;9;WMS
AST-0000308;2024-07-12;Operaciones;inventory;Centro Norte;3657.18;57;2200.0;on_time;13;WMS
AST-0000309;2024-07-25;Operaciones;inventory;Hub Litoral;3115.2;40;2200.0;on_time;12;WMS
AST-0000310;2024-07-22;Operaciones;cycle_time;Centro Sur;912.78;5;900.0;on_time;10;WMS
AST-0000311;2024-07-28;Operaciones;inventory;Centro Sur;1188.25;38;2200.0;pending;7;WMS
AST-0000312;2024-07-06;Operaciones;cycle_time;Centro Norte;459.11;1;900.0;on_time;10;WMS
AST-0000313;2024-07-27;Operaciones;inventory;Centro Norte;2478.93;49;2200.0;on_time;13;WMS
AST-0000314;2024-07-07;Operaciones;cycle_time;Hub Litoral;582.29;5;900.0;on_time;10;WMS
AST-0000315;2024-07-21;Operaciones;cycle_time;Hub Oeste;985.93;10;900.0;approved;11;WMS
AST-0000316;2024-07-25;Operaciones;inventory;Centro Sur;1217.28;48;2200.0;approved;16;WMS
AST-0000317;2024-07-13;Operaciones;compliance;Centro Norte;612.24;8;700.0;on_time;12;WMS
AST-0000318;2024-07-28;Operaciones;inventory;Centro Norte;2441.75;56;2200.0;on_time;7;WMS
AST-0000319;2024-07-10;Operaciones;inventory;Hub Litoral;2559.01;38;2200.0;on_time;11;WMS
AST-0000320;2024-07-25;Operaciones;compliance;Hub Oeste;431.6;12;700.0;pending;14;WMS
AST-0000321;2024-07-26;Operaciones;cycle_time;Centro Sur;3014.68;20;900.0;on_time;11;WMS
AST-0000322;2024-07-10;Operaciones;compliance;Hub Oeste;617.81;4;700.0;on_time;8;WMS
AST-0000323;2024-07-15;Operaciones;cycle_time;Centro Norte;1198.68;11;900.0;late;15;WMS
AST-0000324;2024-07-01;Operaciones;compliance;Centro Sur;527.02;7;700.0;approved;14;WMS
AST-0000325;2024-07-25;Operaciones;inventory;Centro Norte;2498.47;49;2200.0;approved;14;WMS
AST-0000326;2024-07-25;Operaciones;cycle_time;Centro Sur;972.38;2;900.0;on_time;14;WMS
AST-0000327;2024-07-03;Operaciones;inventory;Centro Norte;2384.96;43;2200.0;approved;13;WMS
AST-0000328;2024-07-10;Operaciones;inventory;Centro Sur;1557.51;51;2200.0;on_time;13;WMS
AST-0000329;2024-07-23;Operaciones;inventory;Hub Oeste;1725.33;55;2200.0;approved;14;WMS
AST-0000330;2024-07-14;Operaciones;compliance;Hub Oeste;592.75;1;700.0;approved;11;WMS
AST-0000331;2024-07-22;Operaciones;inventory;Centro Norte;4387.62;49;2200.0;approved;9;WMS
AST-0000332;2024-07-21;Operaciones;compliance;Hub Oeste;659.87;9;700.0;pending;15;WMS
AST-0000333;2024-07-14;Operaciones;inventory;Centro Norte;1284.67;51;2200.0;on_time;14;WMS
AST-0000334;2024-07-09;Operaciones;inventory;Centro Sur;2953.55;39;2200.0;on_time;13;WMS
AST-0000335;2024-07-18;Operaciones;inventory;Centro Sur;1747.49;50;2200.0;approved;12;WMS
AST-0000336;2024-07-25;Operaciones;inventory;Centro Norte;4762.21;47;2200.0;approved;17;WMS
AST-0000337;2024-07-21;Operaciones;inventory;Hub Oeste;2845.72;29;2200.0;late;10;WMS
AST-0000338;2024-07-04;Operaciones;compliance;Centro Sur;1398.6;13;700.0;on_time;11;WMS
AST-0000339;2024-07-17;Operaciones;inventory;Centro Sur;875.12;48;2200.0;on_time;10;WMS
