record_id;posting_date;area;kpi_type;vendor;value;quantity;budget;status;cycle_days;origin
AST-0007696;2026-03-28;Compras;supplier;Norte Industrial;1605.69;14;4333.43;on_time;2;PROCURE
AST-0007697;2026-03-03;Compras;supplier;Orion Tech;5439.05;7;4333.43;approved;8;PROCURE
AST-0007698;2026-03-22;Compras;expense;Pampa Logistics;6362.71;1;6889.04;late;5;PROCURE
AST-0007699;2026-03-09;Compras;expense;Pampa Logistics;6166.75;8;6889.04;approved;5;PROCURE
AST-0007700;2026-03-22;Compras;expense;Orion Tech;10475.76;10;6889.04;on_time;6;PROCURE
AST-0007701;2026-03-25;Compras;order;Litoral Office;1397.7;10;3444.52;on_time;6;PROCURE
AST-0007702;2026-03-06;Compras;order;Pampa Logistics;2178.07;1;3444.52;approved;9;PROCURE
AST-0007703;2026-03-28;Compras;supplier;Pampa Logistics;3451.99;10;4333.43;on_time;8;PROCURE
AST-0007704;2026-03-13;Compras;expense;;4252.1;19;6889.04;on_time;5;PROCURE
AST-0007705;2026-03-17;Compras;expense;Orion Tech;7519.5;16;6889.04;on_time;4;PROCURE
AST-0007706;2026-03-09;Compras;expense;Atlas Supply;14908.55;3;6889.04;approved;4;PROCURE
AST-0007707;2026-03-09;Compras;supplier;Litoral Office;6765.33;5;4333.43;late;7;PROCURE
AST-0007708;2026-03-19;Compras;supplier;Pampa Logistics;2165.37;7;4333.43;late;6;PROCURE
AST-0007709;2026-03-16;Compras;expense;Atlas Supply;4989.39;3;6889.04;approved;3;PROCURE
AST-0007710;2026-03-25;Compras;expense;Orion Tech;7437.78;7;6889.04;approved;6;PROCURE
AST-0007711;2026-03-17;Compras;order;Pampa Logistics;2553.54;5;3444.52;on_time;6;PROCURE
AST-0007712;2026-03-17;Compras;supplier;Orion Tech;3099.84;10;4333.43;on_time;14;PROCURE
AST-0007713;2026-03-11;Compras;expense;Litoral Office;3486.69;3;6889.04;late;8;PROCURE
AST-0007714;2026-03-17;Compras;order;Pampa Logistics;6729.5;5;3444.52;late;3;PROCURE
AST-0007715;2026-03-15;Compras;expense;Atlas Supply;5413.93;11;6889.04;approved;9;PROCURE
AST-0007716;2026-03-24;Compras;expense;Litoral Office;4097.3;3;6889.04;approved;11;PROCURE
AST-0007717;2026-03-27;Compras;order;Atlas Supply;4747.2;12;3444.52;on_time;9;PROCURE
AST-0007718;2026-03-15;Compras;order;Atlas Supply;8627.33;3;3444.52;approved;3;PROCURE
AST-0007719;2026-03-04;Compras;expense;Norte Industrial;3248.63;13;6889.04;approved;2;PROCURE
AST-0007720;2026-03-03;Compras;order;Litoral Office;8150.67;19;3444.52;on_time;8;PROCURE
AST-0007721;2026-03-26;Compras;expense;Norte Industrial;7885.21;12;6889.04;approved;1;PROCURE
AST-0007722;2026-03-15;Compras;order;Atlas Supply;4008.72;15;3444.52;approved;8;PROCURE
AST-0007723;2026-03-25;Compras;order;Atlas Supply;3813.8;7;3444.52;late;7;PROCURE
AST-0007724;2026-03-22;Compras;order;Pampa Logistics;4826.28;1;3444.52;on_time;6;PROCURE
AST-0007725;2026-03-04;Compras;expense;Norte Industrial;9839.05;1;6889.04;on_time;7;PROCURE
AST-0007726;2026-03-08;Compras;expense;Norte Industrial;8461.67;4;6889.04;on_time;3;PROCURE
AST-0007727;2026-03-09;Compras;order;Norte Industrial;5586.88;22;3444.52;approved;6;PROCURE
AST-0007728;2026-03-09;Compras;expense;Pampa Logistics;10774.2;15;6889.04;on_time;8;PROCURE
AST-0007729;2026-03-07;Compras;order;Litoral Office;3140.44;24;3444.52;on_time;4;PROCURE
AST-0007730;2026-03-11;Compras;order;Norte Industrial;2852.73;17;3444.52;approved;6;PROCURE
AST-0007731;2026-03-08;Compras;expense;Litoral Office;5397.79;1;6889.04;late;9;PROCURE
AST-0007732;2026-03-18;Compras;supplier;Pampa Logistics;3980.49;14;4333.43;approved;7;PROCURE
AST-0007733;2026-03-27;Compras;supplier;Norte Industrial;2682.59;20;4333.43;on_time;8;PROCURE
AST-0007734;2026-03-02;Compras;order;Litoral Office;5201.15;25;3444.52;on_time;8;PROCURE
AST-0007735;2026-03-11;Compras;order;Atlas Supply;2963.11;10;3444.52;approved;5;PROCURE
AST-0007736;2026-03-03;Compras;order;Litoral Office;3034.67;11;3444.52;on_time;3;PROCURE
AST-0007737;2026-03-20;Compras;expense;Litoral Office;4890.72;9;6889.04;late;2;PROCURE
AST-0007738;2026-03-08;Compras;expense;Norte Industrial;15878.1;12;6889.04;late;2;PROCURE
AST-0007739;2026-03-07;Compras;supplier;Norte Industrial;4902.15;1;4333.43;on_time;11;PROCURE
AST-0007740;2026-03-25;Compras;order;Atlas Supply;4279.19;19;3444.52;late;5;PROCURE
AST-0007741;2026-03-25;Compras;expense;Litoral Office;7540.03;1;6889.04;on_time;5;PROCURE
AST-0007742;2026-03-27;Compras;supplier;Litoral Office;4150.49;2;4333.43;on_time;1;PROCURE
AST-0007743;2026-03-09;Compras;expense;Litoral Office;5101.61;15;6889.04;on_time;5;PROCURE
AST-0007744;2026-03-21;Compras;expense;Atlas Supply;6839.52;1;6889.04;pending;5;PROCURE
AST-0007745;2026-03-28;Compras;order;Atlas Supply;3173.13;13;3444.52;on_time;5;PROCURE
AST-0007746;2026-03-20;Compras;expense;Norte Industrial;5263.75;18;6889.04;on_time;10;PROCURE
AST-0007747;2026-03-08;Compras;supplier;Atlas Supply;3340.54;7;4333.43;approved;4;PROCURE
AST-0007748;2026-03-19;Compras;expense;Atlas Supply;3400.52;15;6889.04;approved;3;PROCURE
AST-0007749;2026-03-23;Compras;expense;Orion Tech;8710.69;3;6889.04;on_time;8;PROCURE
AST-0007750;2026-03-01;Compras;supplier;Norte Industrial;3708.59;1;4333.43;on_time;11;PROCURE
AST-0007751;2026-03-02;Compras;order;Norte Industrial;4688.39;13;3444.52;on_time;8;PROCURE
AST-0007752;2026-03-23;Compras;expense;Norte Industrial;7493.32;10;6889.04;on_time;3;PROCURE
AST-0007753;2026-03-13;Compras;supplier;Norte Industrial;5583.95;8;4333.43;on_time;7;PROCURE
AST-0007754;2026-03-20;Compras;order;Litoral Office;4432.26;1;3444.52;on_time;5;PROCURE
AST-0007755;2026-03-20;Compras;expense;Pampa Logistics;4080.64;12;6889.04;on_time;7;PROCURE
AST-0007756;2026-03-24;Compras;expense;Litoral Office;4166.46;4;6889.04;on_time;4;PROCURE
AST-0007757;2026-03-12;Compras;order;Orion Tech;4821.47;8;3444.52;on_time;12;PROCURE
AST-0007758;2026-03-03;Compras;order;Pampa Logistics;5253.26;20;3444.52;approved;8;PROCURE
AST-0007759;2026-03-08;Compras;expense;Litoral Office;3981.43;21;6889.04;on_time;4;PROCURE
AST-0007760;2026-03-13;Compras;order;Norte Industrial;2281.02;24;3444.52;on_time;4;PROCURE
AST-0007761;2026-03-27;Compras;expense;Litoral Office;3700.8;1;6889.04;on_time;7;PROCURE
AST-0007762;2026-03-06;Compras;supplier;Litoral Office;5738.47;18;4333.43;approved;7;PROCURE
AST-0007763;2026-03-20;Compras;expense;Pampa Logistics;4857.76;13;6889.04;approved;10;PROCURE
AST-0007764;2026-03-24;Compras;expense;Litoral Office;9650.52;14;6889.04;on_time;6;PROCURE
AST-0007765;2026-03-28;Compras;order;Atlas Supply;5547.31;4;3444.52;late;10;PROCURE
AST-0007766;2026-03-22;Compras;supplier;Litoral Office;5144.92;6;4333.43;approved;6;PROCURE
AST-0007767;2026-03-22;Compras;order;Orion Tech;5762.65;14;3444.52;approved;4;PROCURE
AST-0007768;2026-03-12;Compras;expense;Pampa Logistics;4837.9;19;6889.04;on_time;5;PROCURE
AST-0007769;2026-03-24;Compras;expense;Atlas Supply;8921.03;1;6889.04;on_time;10;PROCURE
AST-0007770;2026-03-04;Compras;order;Norte Industrial;3467.96;7;3444.52;on_time;5;PROCURE
AST-0007771;2026-03-01;Compras;order;Litoral Office;1726.89;3;3444.52;approved;4;PROCURE
AST-0007772;2026-03-26;Compras;order;Litoral Office;3139.49;7;3444.52;approved;9;PROCURE
AST-0007773;2026-03-26;Compras;supplier;Pampa Logistics;5474.0;9;4333.43;on_time;8;PROCURE
AST-0007774;2026-03-10;Compras;expense;Litoral Office;2974.27;1;6889.04;approved;4;PROCURE
AST-0007775;2026-03-08;Compras;expense;Litoral Office;6098.49;20;6889.04;approved;3;PROCURE
AST-0007776;2026-03-18;Compras;expense;Atlas Supply;12074.28;18;6889.04;pending;9;PROCURE
AST-0007777;2026-03-19;Compras;expense;Litoral Office;4028.53;11;6889.04;on_time;10;PROCURE
AST-0007778;2026-03-27;Compras;supplier;Pampa Logistics;6133.68;5;4333.43;on_time;6;PROCURE
AST-0007779;2026-03-14;Compras;expense;Orion Tech;5489.94;20;6889.04;approved;9;PROCURE
AST-0007780;2026-03-27;Compras;expense;Litoral Office;5256.04;12;6889.04;on_time;9;PROCURE
AST-0007781;2026-03-16;Compras;supplier;Pampa Logistics;4794.94;13;4333.43;late;8;PROCURE
AST-0007782;2026-03-07;Compras;expense;Litoral Office;3716.09;16;6889.04;approved;5;PROCURE
AST-0007783;2026-03-22;Compras;expense;Orion Tech;6324.85;15;6889.04;on_time;9;PROCURE
AST-0007784;2026-03-15;Compras;expense;Litoral Office;4191.76;5;6889.04;on_time;1;PROCURE
AST-0007785;2026-03-13;Compras;expense;Litoral Office;6182.66;6;6889.04;pending;2;PROCURE
AST-0007786;2026-03-25;Compras;expense;Norte Industrial;3532.98;5;6889.04;approved;7;PROCURE
AST-0007787;2026-03-27;Compras;expense;Orion Tech;3162.12;14;6889.04;on_time;4;PROCURE
AST-0007788;2026-03-21;Compras;expense;Pampa Logistics;5151.61;13;6889.04;late;12;PROCURE
AST-0007789;2026-03-24;Compras;supplier;Orion Tech;1668.52;18;4333.43;late;3;PROCURE
AST-0007790;2026-03-08;Compras;supplier;Atlas Supply;3882.67;1;4333.43;approved;4;PROCURE
