record_id,posting_date,area,kpi_type,vendor,value,quantity,budget,status,cycle_days,origin
AST-0000761,2024-09-06,Finanzas,invoice,Aseguradora Nova,3071.22,14,4973.84,on_time,3,ERP_FIN
AST-0000762,2024-09-03,Finanzas,expense,Aseguradora Nova,5394.67,2,7008.59,approved,12,ERP_FIN
AST-0000763,2024-09-23,Finanzas,payment,Impuestos,4652.31,12,6104.25,on_time,7,ERP_FIN
AST-0000764,2024-09-14,Finanzas,invoice,Aseguradora Nova,5261.74,6,4973.84,pending,7,ERP_FIN
AST-0000765,2024-09-26,Finanzas,expense,Aseguradora Nova,8311.8,20,7008.59,approved,5,ERP_FIN
AST-0000766,2024-09-01,Finanzas,expense,Banco Delta,4251.3,6,7008.59,on_time,7,ERP_FIN
AST-0000767,2024-09-13,Finanzas,expense,Aseguradora Nova,5564.18,6,7008.59,approved,1,ERP_FIN
AST-0000768,2024-09-05,Finanzas,invoice,Banco Delta,5272.71,3,4973.84,on_time,7,ERP_FIN
AST-0000769,2024-09-28,Finanzas,payment,Impuestos,5772.52,11,6104.25,on_time,6,ERP_FIN
AST-0000770,2024-09-04,Finanzas,expense,Aseguradora Nova,3952.95,14,7008.59,on_time,3,ERP_FIN
AST-0000771,2024-09-28,Finanzas,expense,Banco Delta,13664.73,9,7008.59,approved,4,ERP_FIN
AST-0000772,2024-09-20,Finanzas,invoice,Banco Delta,7666.61,1,4973.84,on_time,10,ERP_FIN
AST-0000773,2024-09-22,Finanzas,invoice,Impuestos,2924.95,1,4973.84,approved,7,ERP_FIN
AST-0000774,2024-09-18,Finanzas,invoice,Impuestos,5685.15,9,4973.84,on_time,7,ERP_FIN
AST-0000775,2024-09-08,Finanzas,invoice,Aseguradora Nova,3762.25,9,4973.84,approved,2,ERP_FIN
AST-0000776,2024-09-03,Finanzas,payment,Servicios Centrales,5998.03,10,6104.25,late,9,ERP_FIN
AST-0000777,2024-09-02,Finanzas,payment,Aseguradora Nova,6261.19,3,6104.25,approved,11,ERP_FIN
AST-0000778,2024-09-08,Finanzas,expense,Banco Delta,7233.03,5,7008.59,approved,11,ERP_FIN
AST-0000779,2024-09-13,Finanzas,invoice,Aseguradora Nova,3404.36,1,4973.84,late,10,ERP_FIN
AST-0000780,2024-09-13,Finanzas,expense,Aseguradora Nova,6029.92,1,7008.59,on_time,6,ERP_FIN
AST-0000781,2024-09-23,Finanzas,invoice,Aseguradora Nova,4416.11,1,4973.84,on_time,4,ERP_FIN
AST-0000782,2024-09-18,Finanzas,expense,Banco Delta,15792.08,12,7008.59,late,8,ERP_FIN
AST-0000783,2024-09-13,Finanzas,payment,Impuestos,9876.23,7,6104.25,on_time,6,ERP_FIN
AST-0000784,2024-09-21,Finanzas,expense,Aseguradora Nova,9923.01,1,7008.59,approved,8,ERP_FIN
