record_id,fecha,area,metric_type,proveedor,importe,cantidad,presupuesto,estado,cycle_days,sistema
AST-0008076,2026-04-04,Compras,expense,Norte Industrial,5698.57,3,6830.91,on_time,7,PROCURE
AST-0008077,2026-04-10,Compras,expense,Litoral Office,4416.94,1,6830.91,on_time,14,PROCURE
AST-0008078,2026-04-19,Compras,expense,Norte Industrial,8802.24,11,6830.91,late,11,PROCURE
AST-0008079,2026-04-17,Compras,supplier,Litoral Office,2320.58,3,4296.86,pending,8,PROCURE
AST-0008080,2026-04-11,Compras,expense,Norte Industrial,8352.62,12,6830.91,approved,6,PROCURE
AST-0008081,2026-04-14,Compras,expense,Pampa Logistics,9621.79,5,6830.91,on_time,4,PROCURE
AST-0008082,2026-04-05,Compras,expense,Norte Industrial,8159.55,21,6830.91,pending,7,PROCURE
AST-0008083,2026-04-04,Compras,expense,Norte Industrial,7952.06,1,6830.91,on_time,9,PROCURE
AST-0008084,2026-04-16,Compras,order,Pampa Logistics,5703.57,13,3415.46,approved,9,PROCURE
AST-0008085,2026-04-24,Compras,supplier,Pampa Logistics,4383.12,8,4296.86,approved,10,PROCURE
AST-0008086,2026-04-26,Compras,expense,Atlas Supply,3309.73,11,6830.91,on_time,14,PROCURE
AST-0008087,2026-04-22,Compras,supplier,Pampa Logistics,6338.24,1,4296.86,pending,9,PROCURE
AST-0008088,2026-04-18,Compras,order,Litoral Office,2172.46,10,3415.46,on_time,7,PROCURE
AST-0008089,2026-04-21,Compras,expense,Norte Industrial,4146.66,16,6830.91,on_time,10,PROCURE
AST-0008090,2026-04-25,Compras,expense,Litoral Office,7426.53,1,6830.91,on_time,9,PROCURE
AST-0008091,2026-04-09,Compras,expense,Litoral Office,7409.09,6,6830.91,on_time,12,PROCURE
AST-0008092,2026-04-27,Compras,order,Pampa Logistics,4768.38,3,3415.46,on_time,7,PROCURE
AST-0008093,2026-04-12,Compras,expense,Orion Tech,13684.37,6,6830.91,pending,6,PROCURE
